"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia TOCACHE (000)",16327,34,194,541,1403,3648,6812,3695
"De 12 a 14 años (001)",37,,,,,,7,30
"De 15 a 19 años (002)",833,,,,,,508,325
"De 20 a 24 años (003)",2118,,,,,7,1388,723
"De 25 a 29 años (004)",2181,,,,,135,1491,555
"De 30 a 34 años (005)",2097,,,,1,392,1306,398
"De 35 a 39 años (006)",2269,,,,37,726,1139,367
"De 40 a 44 años (007)",2051,,,,130,930,684,307
"De 45 a 49 años (008)",1474,,,4,249,779,245,197
"De 50 y más años (009)",3267,34,194,537,986,679,44,793
"PEA (010)",5404,2,28,128,513,1460,1943,1330
"De 12 a 14 años (011)",7,,,,,,3,4
"De 15 a 19 años (012)",165,,,,,,87,78
"De 20 a 24 años (013)",520,,,,,3,316,201
"De 25 a 29 años (014)",670,,,,,45,399,226
"De 30 a 34 años (015)",749,,,,1,154,414,180
"De 35 a 39 años (016)",883,,,,15,297,392,179
"De 40 a 44 años (017)",850,,,,66,400,243,141
"De 45 a 49 años (018)",595,,,2,102,319,81,91
"De 50 y más años (019)",965,2,28,126,329,242,8,230
"Ocupada (020)",5329,2,27,128,512,1443,1909,1308
"De 12 a 14 años (021)",7,,,,,,3,4
"De 15 a 19 años (022)",158,,,,,,84,74
"De 20 a 24 años (023)",500,,,,,3,304,193
"De 25 a 29 años (024)",661,,,,,42,396,223
"De 30 a 34 años (025)",739,,,,1,152,406,180
"De 35 a 39 años (026)",874,,,,15,292,390,177
"De 40 a 44 años (027)",842,,,,66,396,241,139
"De 45 a 49 años (028)",588,,,2,102,316,77,91
"De 50 y más años (029)",960,2,27,126,328,242,8,227
"Desocupada (030)",75,,1,,1,17,34,22
"De 15 a 19 años (032)",7,,,,,,3,4
"De 20 a 24 años (033)",20,,,,,,12,8
"De 25 a 29 años (034)",9,,,,,3,3,3
"De 30 a 34 años (035)",10,,,,,2,8,
"De 35 a 39 años (036)",9,,,,,5,2,2
"De 40 a 44 años (037)",8,,,,,4,2,2
"De 45 a 49 años (038)",7,,,,,3,4,
"De 50 y más años (039)",5,,1,,1,,,3
"No PEA (040)",10923,32,166,413,890,2188,4869,2365
"De 12 a 14 años (041)",30,,,,,,4,26
"De 15 a 19 años (042)",668,,,,,,421,247
"De 20 a 24 años (043)",1598,,,,,4,1072,522
"De 25 a 29 años (044)",1511,,,,,90,1092,329
"De 30 a 34 años (045)",1348,,,,,238,892,218
"De 35 a 39 años (046)",1386,,,,22,429,747,188
"De 40 a 44 años (047)",1201,,,,64,530,441,166
"De 45 a 49 años (048)",879,,,2,147,460,164,106
