"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",22366,12774,16,102,7402,790,29,8,214,1031
"Hombres (001)",9734,6873,8,44,1677,370,18,7,214,523
"Mujeres (002)",12632,5901,8,58,5725,420,11,1,,508
"De 06 a 14 años (003)",12362,10317,,,619,736,6,,,684
"Hombres (004)",6284,5359,,,258,345,1,,,321
"Mujeres (005)",6078,4958,,,361,391,5,,,363
"De 15 a 29 años (006)",6264,2352,3,54,3411,,14,4,214,212
"Hombres (007)",2538,1455,1,20,720,,9,3,214,116
"Mujeres (008)",3726,897,2,34,2691,,5,1,,96
"De 30 a 44 años (009)",2116,84,,24,1945,,7,3,,53
"Hombres (010)",484,49,,7,385,,6,3,,34
"Mujeres (011)",1632,35,,17,1560,,1,,,19
"De 45 a 64 años (012)",1227,18,5,15,1130,2,2,1,,54
"Hombres (013)",300,8,5,10,241,,2,1,,33
"Mujeres (014)",927,10,,5,889,2,,,,21
"De 65 y más años (015)",397,3,8,9,297,52,,,,28
"Hombres (016)",128,2,2,7,73,25,,,,19
"Mujeres (017)",269,1,6,2,224,27,,,,9
,,,,,,,,,,
"AREA URBANA (018)",6752,3896,11,66,2438,128,8,3,4,198
"Hombres (019)",2814,2037,5,29,571,62,4,2,4,100
"Mujeres (020)",3938,1859,6,37,1867,66,4,1,,98
"De 06 a 14 años (021)",3345,2961,,,197,108,,,,79
"Hombres (022)",1670,1498,,,84,51,,,,37
"Mujeres (023)",1675,1463,,,113,57,,,,42
"De 15 a 29 años (024)",2115,896,2,32,1104,,6,2,4,69
"Hombres (025)",816,521,1,13,239,,3,1,4,34
"Mujeres (026)",1299,375,1,19,865,,3,1,,35
"De 30 a 44 años (027)",702,33,,20,627,,2,,,20
"Hombres (028)",151,16,,7,116,,1,,,11
"Mujeres (029)",551,17,,13,511,,1,,,9
"De 45 a 64 años (030)",433,6,2,10,395,1,,1,,18
"Hombres (031)",117,2,2,7,96,,,1,,9
"Mujeres (032)",316,4,,3,299,1,,,,9
"De 65 y más años (033)",157,,7,4,115,19,,,,12
"Hombres (034)",60,,2,2,36,11,,,,9
"Mujeres (035)",97,,5,2,79,8,,,,3
,,,,,,,,,,
"AREA RURAL (036)",15614,8878,5,36,4964,662,21,5,210,833
"Hombres (037)",6920,4836,3,15,1106,308,14,5,210,423
"Mujeres (038)",8694,4042,2,21,3858,354,7,,,410
"De 06 a 14 años (039)",9017,7356,,,422,628,6,,,605
"Hombres (040)",4614,3861,,,174,294,1,,,284
"Mujeres (041)",4403,3495,,,248,334,5,,,321
"De 15 a 29 años (042)",4149,1456,1,22,2307,,8,2,210,143
"Hombres (043)",1722,934,,7,481,,6,2,210,82
"Mujeres (044)",2427,522,1,15,1826,,2,,,61
"De 30 a 44 años (045)",1414,51,,4,1318,,5,3,,33
"Hombres (046)",333,33,,,269,,5,3,,23
"Mujeres (047)",1081,18,,4,1049,,,,,10
"De 45 a 64 años (048)",794,12,3,5,735,1,2,,,36
"Hombres (049)",183,6,3,3,145,,2,,,24
"Mujeres (050)",611,6,,2,590,1,,,,12
"De 65 y más años (051)",240,3,1,5,182,33,,,,16
"Hombres (052)",68,2,,5,37,14,,,,10
"Mujeres (053)",172,1,1,,145,19,,,,6
