"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAMANA (000)",41536,3518,6231,2317,29570
"Conviviente (001)",11336,734,771,382,9470
"Separado(a) (002)",1401,106,163,65,1073
"Casado(a) (003)",11868,529,3356,1043,6986
"Viudo(a) (004)",1395,54,279,86,978
"Divorciado(a) (005)",218,11,41,22,144
"Soltero(a) (006)",15318,2084,1621,719,10919
"Hombres (008)",21801,1357,2981,1329,16186
"Conviviente (009)",5790,148,389,224,5040
"Separado(a) (010)",536,16,61,32,427
"Casado(a) (011)",6112,174,1641,604,3723
"Viudo(a) (012)",431,11,81,23,317
"Divorciado(a) (013)",108,,21,11,76
"Soltero(a) (014)",8824,1008,788,435,6603
"Mujeres (016)",19735,2161,3250,988,13384
"Conviviente (017)",5546,586,382,158,4430
"Separado(a) (018)",865,90,102,33,646
"Casado(a) (019)",5756,355,1715,439,3263
"Viudo(a) (020)",964,43,198,63,661
"Divorciado(a) (021)",110,11,20,11,68
"Soltero(a) (022)",6494,1076,833,284,4316
,,,,,
"URBANA (024)",34967,3102,5905,2152,23905
"Conviviente (025)",8698,630,707,332,7050
"Separado(a) (026)",1235,96,156,62,927
"Casado(a) (027)",10572,489,3214,978,5935
"Viudo(a) (028)",1233,50,264,81,840
"Divorciado(a) (029)",199,10,39,21,129
"Soltero(a) (030)",13030,1827,1525,678,9024
"Hombres (032)",17672,1191,2788,1213,12531
"Conviviente (033)",4306,134,352,189,3642
"Separado(a) (034)",444,15,58,29,342
"Casado(a) (035)",5325,161,1561,561,3071
"Viudo(a) (036)",360,9,76,20,256
"Divorciado(a) (037)",94,,19,11,64
"Soltero(a) (038)",7143,872,722,403,5156
"Mujeres (040)",17295,1911,3117,939,11374
"Conviviente (041)",4392,496,355,143,3408
"Separado(a) (042)",791,81,98,33,585
"Casado(a) (043)",5247,328,1653,417,2864
"Viudo(a) (044)",873,41,188,61,584
"Divorciado(a) (045)",105,10,20,10,65
"Soltero(a) (046)",5887,955,803,275,3868
,,,,,
"RURAL (048)",6569,416,326,165,5665
"Conviviente (049)",2638,104,64,50,2420
"Separado(a) (050)",166,10,7,3,146
"Casado(a) (051)",1296,40,142,65,1051
"Viudo(a) (052)",162,4,15,5,138
"Divorciado(a) (053)",19,1,2,1,15
"Soltero(a) (054)",2288,257,96,41,1895
"Hombres (056)",4129,166,193,116,3655
"Conviviente (057)",1484,14,37,35,1398
"Separado(a) (058)",92,1,3,3,85
"Casado(a) (059)",787,13,80,43,652
"Viudo(a) (060)",71,2,5,3,61
"Divorciado(a) (061)",14,,2,,12
"Soltero(a) (062)",1681,136,66,32,1447
"Mujeres (064)",2440,250,133,49,2010
"Conviviente (065)",1154,90,27,15,1022
"Separado(a) (066)",74,9,4,,61
"Casado(a) (067)",509,27,62,22,399
"Viudo(a) (068)",91,2,10,2,77
"Divorciado(a) (069)",5,1,,1,3
"Soltero(a) (070)",607,121,30,9,448
