"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN PABLO (000)",23114,8032,1612,188,13305
"Menos de 1 año (001)",486,346,44,,96
"De 1 a 14 años (002)",7525,5093,708,47,1689
"De 15 a 29 años (003)",5807,1340,204,33,4232
"De 30 a 44 años (004)",4185,704,373,46,3070
"De 45 a 64 años (005)",3231,378,224,41,2589
"De 65 y mas años (006)",1880,171,59,21,1629
"Hombres (008)",11261,3813,791,119,6547
"Menos de 1 año (009)",238,169,19,,50
"De 1 a 14 años (010)",3802,2581,365,30,829
"De 15 a 29 años (011)",2852,570,84,20,2178
"De 30 a 44 años (012)",1960,253,168,28,1516
"De 45 a 64 años (013)",1536,161,123,29,1224
"De 65 y mas años (014)",873,79,32,12,750
"Mujeres (016)",11853,4219,821,69,6758
"Menos de 1 año (017)",248,177,25,,46
"De 1 a 14 años (018)",3723,2512,343,17,860
"De 15 a 29 años (019)",2955,770,120,13,2054
"De 30 a 44 años (020)",2225,451,205,18,1554
"De 45 a 64 años (021)",1695,217,101,12,1365
"De 65 y mas años (022)",1007,92,27,9,879
,,,,,
"URBANA (024)",3594,643,799,100,2057
"Menos de 1 año (025)",81,44,14,,23
"De 1 a 14 años (026)",1040,390,295,21,336
"De 15 a 29 años (027)",863,101,76,18,668
"De 30 a 44 años (028)",799,54,249,23,475
"De 45 a 64 años (029)",550,35,134,26,356
"De 65 y mas años (030)",261,19,31,12,199
"Hombres (032)",1734,307,372,61,997
"Menos de 1 año (033)",38,21,3,,14
"De 1 a 14 años (034)",521,195,150,14,163
"De 15 a 29 años (035)",427,42,28,12,345
"De 30 a 44 años (036)",376,24,101,13,239
"De 45 a 64 años (037)",252,15,73,18,147
"De 65 y mas años (038)",120,10,17,4,89
"Mujeres (040)",1860,336,427,39,1060
"Menos de 1 año (041)",43,23,11,,9
"De 1 a 14 años (042)",519,195,145,7,173
"De 15 a 29 años (043)",436,59,48,6,323
"De 30 a 44 años (044)",423,30,148,10,236
"De 45 a 64 años (045)",298,20,61,8,209
"De 65 y mas años (046)",141,9,14,8,110
,,,,,
"RURAL (048)",19520,7389,813,88,11248
"Menos de 1 año (049)",405,302,30,,73
"De 1 a 14 años (050)",6485,4703,413,26,1353
"De 15 a 29 años (051)",4944,1239,128,15,3564
"De 30 a 44 años (052)",3386,650,124,23,2595
"De 45 a 64 años (053)",2681,343,90,15,2233
"De 65 y mas años (054)",1619,152,28,9,1430
"Hombres (056)",9527,3506,419,58,5550
"Menos de 1 año (057)",200,148,16,,36
"De 1 a 14 años (058)",3281,2386,215,16,666
"De 15 a 29 años (059)",2425,528,56,8,1833
"De 30 a 44 años (060)",1584,229,67,15,1277
"De 45 a 64 años (061)",1284,146,50,11,1077
"De 65 y mas años (062)",753,69,15,8,661
"Mujeres (064)",9993,3883,394,30,5698
"Menos de 1 año (065)",205,154,14,,37
"De 1 a 14 años (066)",3204,2317,198,10,687
"De 15 a 29 años (067)",2519,711,72,7,1731
"De 30 a 44 años (068)",1802,421,57,8,1318
"De 45 a 64 años (069)",1397,197,40,4,1156
"De 65 y mas años (070)",866,83,13,1,769
