"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SUCRE (000)",10941,2927,2404,2228,1943,1439
"Sin nivel (001)",1422,27,41,160,456,738
"Educación inicial (002)",119,111,5,3,,
"Primaria (003)",4870,2275,409,721,884,581
"Secundaria (004)",3317,514,1565,788,372,78
"Superior no univ. incompleta (005)",226,,119,70,29,8
"Superior no univ. completa (006)",533,,144,278,94,17
"Superior univ. incompleta (007)",115,,54,34,22,5
"Superior univ. completa (008)",339,,67,174,86,12
"PEA (010)",3783,87,921,1351,987,437
"Sin nivel (011)",339,,6,49,137,147
"Educación inicial (012)",3,2,,1,,
"Primaria (013)",1177,58,147,316,413,243
"Secundaria (014)",1365,27,525,521,257,35
"Superior no univ. incompleta (015)",118,,48,49,19,2
"Superior no univ. completa (016)",420,,113,229,74,4
"Superior univ. incompleta (017)",70,,22,28,17,3
"Superior univ. completa (018)",291,,60,158,70,3
"Ocupada (020)",3714,85,891,1331,976,431
"Sin nivel (021)",335,,6,48,135,146
"Educación inicial (022)",3,2,,1,,
"Primaria (023)",1153,56,139,312,408,238
"Secundaria (024)",1332,27,507,510,253,35
"Superior no univ. incompleta (025)",116,,47,48,19,2
"Superior no univ. completa (026)",416,,112,226,74,4
"Superior univ. incompleta (027)",70,,22,28,17,3
"Superior univ. completa (028)",289,,58,158,70,3
"Desocupada (030)",69,2,30,20,11,6
"Sin nivel (031)",4,,,1,2,1
"Primaria (033)",24,2,8,4,5,5
