"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SAN IGNACIO (000)",110773,33494,33960,22352,15433,5534
"Hombres (001)",59267,17396,18264,12022,8478,3107
"Mujeres (002)",51506,16098,15696,10330,6955,2427
"PEA (003)",44675,1333,17056,14043,9509,2734
"Hombres (004)",35798,1026,13584,11129,7727,2332
"Mujeres (005)",8877,307,3472,2914,1782,402
"Ocupada (006)",43839,1281,16623,13829,9402,2704
"Hombres (007)",35163,993,13284,10946,7633,2307
"Mujeres (008)",8676,288,3339,2883,1769,397
"Desocupada (009)",836,52,433,214,107,30
"Hombres (010)",635,33,300,183,94,25
"Mujeres (011)",201,19,133,31,13,5
"No PEA (012)",66098,32161,16904,8309,5924,2800
"Hombres (013)",23469,16370,4680,893,751,775
"Mujeres (014)",42629,15791,12224,7416,5173,2025
,,,,,,
"URBANA (018)",18165,4685,5841,4028,2697,914
"Hombres (019)",9294,2345,2930,2049,1479,491
"Mujeres (020)",8871,2340,2911,1979,1218,423
"PEA (021)",7802,152,2723,2765,1774,388
"Hombres (022)",5404,104,1825,1857,1303,315
"Mujeres (023)",2398,48,898,908,471,73
"Ocupada (024)",7544,142,2590,2688,1742,382
"Hombres (025)",5231,97,1750,1798,1277,309
"Mujeres (026)",2313,45,840,890,465,73
"Desocupada (027)",258,10,133,77,32,6
"Hombres (028)",173,7,75,59,26,6
"Mujeres (029)",85,3,58,18,6,
"No PEA (030)",10363,4533,3118,1263,923,526
"Hombres (031)",3890,2241,1105,192,176,176
"Mujeres (032)",6473,2292,2013,1071,747,350
,,,,,,
"RURAL (036)",92608,28809,28119,18324,12736,4620
"Hombres (037)",49973,15051,15334,9973,6999,2616
"Mujeres (038)",42635,13758,12785,8351,5737,2004
"PEA (039)",36873,1181,14333,11278,7735,2346
"Hombres (040)",30394,922,11759,9272,6424,2017
"Mujeres (041)",6479,259,2574,2006,1311,329
"Ocupada (042)",36295,1139,14033,11141,7660,2322
"Hombres (043)",29932,896,11534,9148,6356,1998
"Mujeres (044)",6363,243,2499,1993,1304,324
"Desocupada (045)",578,42,300,137,75,24
"Hombres (046)",462,26,225,124,68,19
"Mujeres (047)",116,16,75,13,7,5
"No PEA (048)",55735,27628,13786,7046,5001,2274
"Hombres (049)",19579,14129,3575,701,575,599
"Mujeres (050)",36156,13499,10211,6345,4426,1675
