"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARAÑON (000)",6180,693,8,3156,1569,90,325,97,242
"Empleado (001)",635,2,,10,70,35,263,45,210
"Obrero (002)",516,35,2,260,194,10,3,9,3
"Trabajador independiente (003)",3732,497,4,2176,915,32,46,37,25
"Empleador o patrono (004)",117,10,,63,39,1,2,1,1
"Trabajador familiar no remunerado (005)",1093,139,1,602,321,11,11,5,3
"Trabajador del hogar (006)",87,10,1,45,30,1,,,
"Hombres (008)",5300,518,7,2869,1407,68,195,69,167
"Empleado (009)",402,1,,6,51,20,154,29,141
"Obrero (010)",474,28,2,242,180,8,3,8,3
"Trabajador independiente (011)",3423,412,4,2046,856,29,29,27,20
"Empleador o patrono (012)",114,10,,61,39,1,1,1,1
"Trabajador familiar no remunerado (013)",849,67,1,488,270,9,8,4,2
"Trabajador del hogar (014)",38,,,26,11,1,,,
"Mujeres (016)",880,175,1,287,162,22,130,28,75
"Empleado (017)",233,1,,4,19,15,109,16,69
"Obrero (018)",42,7,,18,14,2,,1,
"Trabajador independiente (019)",309,85,,130,59,3,17,10,5
"Empleador o patrono (020)",3,,,2,,,1,,
"Trabajador familiar no remunerado (021)",244,72,,114,51,2,3,1,1
"Trabajador del hogar (022)",49,10,1,19,19,,,,
,,,,,,,,,
"URBANA (024)",1217,64,,356,329,44,185,63,176
"Empleado (025)",440,1,,9,58,23,156,35,158
"Obrero (026)",92,3,,43,35,5,1,4,1
"Trabajador independiente (027)",489,34,,223,157,14,22,23,16
"Empleador o patrono (028)",6,,,1,4,,1,,
"Trabajador familiar no remunerado (029)",154,17,,67,61,2,5,1,1
"Trabajador del hogar (030)",36,9,,13,14,,,,
"Hombres (032)",857,27,,285,254,30,98,43,120
"Empleado (033)",272,,,5,40,12,86,25,104
"Obrero (034)",85,1,,40,33,5,1,4,1
"Trabajador independiente (035)",396,20,,195,134,11,9,13,14
"Empleador o patrono (036)",5,,,1,4,,,,
"Trabajador familiar no remunerado (037)",97,6,,43,42,2,2,1,1
"Trabajador del hogar (038)",2,,,1,1,,,,
"Mujeres (040)",360,37,,71,75,14,87,20,56
"Empleado (041)",168,1,,4,18,11,70,10,54
"Obrero (042)",7,2,,3,2,,,,
"Trabajador independiente (043)",93,14,,28,23,3,13,10,2
"Empleador o patrono (044)",1,,,,,,1,,
"Trabajador familiar no remunerado (045)",57,11,,24,19,,3,,
"Trabajador del hogar (046)",34,9,,12,13,,,,
,,,,,,,,,
"RURAL (048)",4963,629,8,2800,1240,46,140,34,66
"Empleado (049)",195,1,,1,12,12,107,10,52
"Obrero (050)",424,32,2,217,159,5,2,5,2
"Trabajador independiente (051)",3243,463,4,1953,758,18,24,14,9
"Empleador o patrono (052)",111,10,,62,35,1,1,1,1
"Trabajador familiar no remunerado (053)",939,122,1,535,260,9,6,4,2
"Trabajador del hogar (054)",51,1,1,32,16,1,,,
"Hombres (056)",4443,491,7,2584,1153,38,97,26,47
"Empleado (057)",130,1,,1,11,8,68,4,37
"Obrero (058)",389,27,2,202,147,3,2,4,2
"Trabajador independiente (059)",3027,392,4,1851,722,18,20,14,6
"Empleador o patrono (060)",109,10,,60,35,1,1,1,1
"Trabajador familiar no remunerado (061)",752,61,1,445,228,7,6,3,1
"Trabajador del hogar (062)",36,,,25,10,1,,,
"Mujeres (064)",520,138,1,216,87,8,43,8,19
"Empleado (065)",65,,,,1,4,39,6,15
"Obrero (066)",35,5,,15,12,2,,1,
"Trabajador independiente (067)",216,71,,102,36,,4,,3
"Empleador o patrono (068)",2,,,2,,,,,
"Trabajador familiar no remunerado (069)",187,61,,90,32,2,,1,1
"Trabajador del hogar (070)",15,1,1,7,6,,,,
