"CUADRO Nº 3: VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia CONCEPCION (000)",32,22,10
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",7,7,
"Casa pensión (003)",1,1,
"Hospital, clinica (004)",7,2,5
"Cárcel, centro de readaptación social (005)",2,2,
"Aldea infantil, orfelinato, etc (007)",1,1,
"Otro (008)",9,5,4
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",5,4,1
