"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia RIOJA",,,,
"Viviendas particulares (001)",11071,7065,3610,396
"Ocupantes presentes (002)",46550,28821,16196,1533
"Casa independiente",,,,
"Viviendas particulares (004)",10070,6366,3323,381
"Ocupantes presentes (005)",43434,26591,15369,1474
"Departamento en edificio",,,,
"Viviendas particulares (007)",62,59,3,
"Ocupantes presentes (008)",206,201,5,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",752,544,208,
"Ocupantes presentes (011)",2290,1705,585,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",116,67,44,5
"Ocupantes presentes (014)",396,237,142,17
"Choza o cabaña",,,,
"Viviendas particulares (016)",2,,,2
"Ocupantes presentes (017)",10,,,10
"Vivienda improvisada",,,,
"Viviendas particulares (019)",33,13,12,8
"Ocupantes presentes (020)",138,57,49,32
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",36,16,20,
"Ocupantes presentes (023)",76,30,46,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",10458,6721,3436,301
"Ocupantes presentes (029)",43986,27357,15478,1151
"Casa independiente",,,,
"Viviendas particulares (031)",9555,6080,3183,292
"Ocupantes presentes (032)",41181,25320,14748,1113
"Departamento en edificio",,,,
"Viviendas particulares (034)",60,57,3,
"Ocupantes presentes (035)",198,193,5,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",675,495,180,
"Ocupantes presentes (038)",2045,1546,499,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",104,64,40,
"Ocupantes presentes (041)",363,230,133,
"Choza o cabaña",,,,
"Viviendas particulares (043)",2,,,2
"Ocupantes presentes (044)",10,,,10
"Vivienda improvisada",,,,
"Viviendas particulares (046)",27,9,11,7
"Ocupantes presentes (047)",114,38,48,28
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",35,16,19,
"Ocupantes presentes (050)",75,30,45,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",613,344,174,95
"Ocupantes presentes (056)",2564,1464,718,382
"Casa independiente",,,,
"Viviendas particulares (058)",515,286,140,89
"Ocupantes presentes (059)",2253,1271,621,361
"Departamento en edificio",,,,
"Viviendas particulares (061)",2,2,,
"Ocupantes presentes (062)",8,8,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",77,49,28,
"Ocupantes presentes (065)",245,159,86,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",12,3,4,5
"Ocupantes presentes (068)",33,7,9,17
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",6,4,1,1
"Ocupantes presentes (074)",24,19,1,4
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,,1,
"Ocupantes presentes (077)",1,,1,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",9570,6264,3006,300
"Ocupantes presentes (110)",39448,25006,13346,1096
"Casa independiente",,,,
"Viviendas particulares (112)",8571,5565,2719,287
"Ocupantes presentes (113)",36342,22776,12519,1047
"Departamento en edificio",,,,
"Viviendas particulares (115)",62,59,3,
"Ocupantes presentes (116)",206,201,5,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",752,544,208,
"Ocupantes presentes (119)",2290,1705,585,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",116,67,44,5
"Ocupantes presentes (122)",396,237,142,17
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",33,13,12,8
"Ocupantes presentes (128)",138,57,49,32
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",36,16,20,
"Ocupantes presentes (131)",76,30,46,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",9048,5974,2845,229
"Ocupantes presentes (137)",37342,23820,12700,822
"Casa independiente",,,,
"Viviendas particulares (139)",8147,5333,2592,222
"Ocupantes presentes (140)",34547,21783,11970,794
"Departamento en edificio",,,,
"Viviendas particulares (142)",60,57,3,
"Ocupantes presentes (143)",198,193,5,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",675,495,180,
"Ocupantes presentes (146)",2045,1546,499,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",104,64,40,
"Ocupantes presentes (149)",363,230,133,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",27,9,11,7
"Ocupantes presentes (155)",114,38,48,28
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",35,16,19,
"Ocupantes presentes (158)",75,30,45,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",522,290,161,71
"Ocupantes presentes (164)",2106,1186,646,274
"Casa independiente",,,,
"Viviendas particulares (166)",424,232,127,65
"Ocupantes presentes (167)",1795,993,549,253
"Departamento en edificio",,,,
"Viviendas particulares (169)",2,2,,
"Ocupantes presentes (170)",8,8,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",77,49,28,
"Ocupantes presentes (173)",245,159,86,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",12,3,4,5
"Ocupantes presentes (176)",33,7,9,17
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",6,4,1,1
"Ocupantes presentes (182)",24,19,1,4
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",1,,1,
"Ocupantes presentes (185)",1,,1,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1501,801,604,96
"Ocupantes presentes (218)",7102,3815,2850,437
"Casa independiente",,,,
"Viviendas particulares (220)",1499,801,604,94
"Ocupantes presentes (221)",7092,3815,2850,427
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",2,,,2
"Ocupantes presentes (233)",10,,,10
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1410,747,591,72
"Ocupantes presentes (245)",6644,3537,2778,329
"Casa independiente",,,,
"Viviendas particulares (247)",1408,747,591,70
"Ocupantes presentes (248)",6634,3537,2778,319
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",2,,,2
"Ocupantes presentes (260)",10,,,10
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",91,54,13,24
"Ocupantes presentes (272)",458,278,72,108
"Casa independiente",,,,
"Viviendas particulares (274)",91,54,13,24
"Ocupantes presentes (275)",458,278,72,108
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
