"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUANUCO",,,,,,,,,
"Viviendas particulares (001)",2690,1885,205,101,208,20,23,10,238
"Ocupantes presentes (002)",12446,8757,909,460,969,89,121,35,1106
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2581,1849,197,96,187,17,20,9,206
"Ocupantes presentes (005)",12032,8614,872,448,893,72,110,32,991
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",29,13,1,1,4,3,,,7
"Ocupantes presentes (008)",133,63,5,3,17,17,,,28
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",28,9,6,3,7,,1,,2
"Ocupantes presentes (011)",112,43,26,8,24,,2,,9
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",41,6,1,1,8,,2,1,22
"Ocupantes presentes (014)",144,20,6,1,30,,9,3,75
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",11,8,,,2,,,,1
"Ocupantes presentes (017)",25,17,,,5,,,,3
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2446,1753,174,84,192,19,23,10,191
"Ocupantes presentes (029)",11402,8193,790,377,895,85,121,35,906
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2348,1725,166,79,173,16,20,9,160
"Ocupantes presentes (032)",11013,8067,753,365,824,68,110,32,794
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",29,13,1,1,4,3,,,7
"Ocupantes presentes (035)",133,63,5,3,17,17,,,28
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",28,9,6,3,7,,1,,2
"Ocupantes presentes (038)",112,43,26,8,24,,2,,9
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",41,6,1,1,8,,2,1,22
"Ocupantes presentes (041)",144,20,6,1,30,,9,3,75
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",244,132,31,17,16,1,,,47
"Ocupantes presentes (056)",1044,564,119,83,74,4,,,200
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",233,124,31,17,14,1,,,46
"Ocupantes presentes (059)",1019,547,119,83,69,4,,,197
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",11,8,,,2,,,,1
"Ocupantes presentes (071)",25,17,,,5,,,,3
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
