"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia MORROPON",,,,,,,,,
"Viviendas particulares (001)",38414,20028,3046,1867,2038,5183,3999,1577,676
"Ocupantes presentes (002)",159347,84097,12205,7930,8755,22095,16554,5213,2498
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",37523,19933,3039,1832,1724,4989,3785,1565,656
"Ocupantes presentes (005)",155615,83781,12182,7813,7303,21338,15595,5184,2419
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",24,24,,,,,,,
"Ocupantes presentes (008)",94,94,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",35,31,2,,,,,2,
"Ocupantes presentes (011)",97,82,8,,,,,7,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",53,29,1,6,9,3,,3,2
"Ocupantes presentes (014)",175,96,4,11,47,8,,4,5
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",745,,,27,300,189,209,3,17
"Ocupantes presentes (017)",3260,,,104,1388,746,944,5,73
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",18,5,4,,2,2,2,3,
"Ocupantes presentes (020)",64,24,11,,11,3,4,11,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",13,6,,2,3,,,1,1
"Ocupantes presentes (023)",31,20,,2,6,,,2,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,,,,,,3,,
"Ocupantes presentes (026)",11,,,,,,11,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",22201,15679,1113,417,1407,1553,251,1236,545
"Ocupantes presentes (029)",91452,66368,4457,1610,5724,6303,923,4129,1938
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",22058,15585,1106,410,1393,1548,247,1227,542
"Ocupantes presentes (032)",90986,66053,4434,1598,5660,6292,912,4105,1932
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",24,24,,,,,,,
"Ocupantes presentes (035)",94,94,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",35,31,2,,,,,2,
"Ocupantes presentes (038)",97,82,8,,,,,7,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",53,29,1,6,9,3,,3,2
"Ocupantes presentes (041)",175,96,4,11,47,8,,4,5
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",18,5,4,,2,2,2,3,
"Ocupantes presentes (047)",64,24,11,,11,3,4,11,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",11,5,,1,3,,,1,1
"Ocupantes presentes (050)",29,19,,1,6,,,2,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,,,,,,2,,
"Ocupantes presentes (053)",7,,,,,,7,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",16213,4349,1933,1450,631,3630,3748,341,131
"Ocupantes presentes (056)",67895,17729,7748,6320,3031,15792,15631,1084,560
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",15465,4348,1933,1422,331,3441,3538,338,114
"Ocupantes presentes (059)",64629,17728,7748,6215,1643,15046,14683,1079,487
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",745,,,27,300,189,209,3,17
"Ocupantes presentes (071)",3260,,,104,1388,746,944,5,73
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,1,,1,,,,,
"Ocupantes presentes (077)",2,1,,1,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",4,,,,,,4,,
