"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SAN ROMAN (000)",6778,2197,4581
"Sin nivel (001)",121,20,101
"Educación inicial (002)",7,5,2
"Primaria (003)",1023,226,797
"Secundaria (004)",3223,1158,2065
"Superior no univ. incompleta (005)",430,126,304
"Superior no univ. completa (006)",579,185,394
"Superior univ. incompleta (007)",462,173,289
"Superior univ. completa (008)",933,304,629
"Hombres (010)",4261,1185,3076
"Sin nivel (011)",57,9,48
"Educación inicial (012)",2,2,
"Primaria (013)",632,99,533
"Secundaria (014)",2172,665,1507
"Superior no univ. incompleta (015)",259,64,195
"Superior no univ. completa (016)",315,95,220
"Superior univ. incompleta (017)",295,111,184
"Superior univ. completa (018)",529,140,389
"Mujeres (020)",2517,1012,1505
"Sin nivel (021)",64,11,53
"Educación inicial (022)",5,3,2
"Primaria (023)",391,127,264
"Secundaria (024)",1051,493,558
"Superior no univ. incompleta (025)",171,62,109
"Superior no univ. completa (026)",264,90,174
"Superior univ. incompleta (027)",167,62,105
"Superior univ. completa (028)",404,164,240
,,,
"AREA URBANA (030)",6450,2061,4389
"Sin nivel (031)",104,19,85
"Educación inicial (032)",6,5,1
"Primaria (033)",912,182,730
"Secundaria (034)",3055,1087,1968
"Superior no univ. incompleta (035)",427,124,303
"Superior no univ. completa (036)",565,178,387
"Superior univ. incompleta (037)",455,168,287
"Superior univ. completa (038)",926,298,628
"Hombres (040)",4018,1091,2927
"Sin nivel (041)",43,8,35
"Educación inicial (042)",2,2,
"Primaria (043)",560,74,486
"Secundaria (044)",2037,611,1426
"Superior no univ. incompleta (045)",256,62,194
"Superior no univ. completa (046)",305,90,215
"Superior univ. incompleta (047)",291,109,182
"Superior univ. completa (048)",524,135,389
"Mujeres (050)",2432,970,1462
"Sin nivel (051)",61,11,50
"Educación inicial (052)",4,3,1
"Primaria (053)",352,108,244
"Secundaria (054)",1018,476,542
"Superior no univ. incompleta (055)",171,62,109
"Superior no univ. completa (056)",260,88,172
"Superior univ. incompleta (057)",164,59,105
"Superior univ. completa (058)",402,163,239
,,,
"AREA RURAL (060)",328,136,192
"Sin nivel (061)",17,1,16
"Educación inicial (062)",1,,1
"Primaria (063)",111,44,67
"Secundaria (064)",168,71,97
"Superior no univ. incompleta (065)",3,2,1
"Superior no univ. completa (066)",14,7,7
"Superior univ. incompleta (067)",7,5,2
"Superior univ. completa (068)",7,6,1
"Hombres (070)",243,94,149
"Sin nivel (071)",14,1,13
"Primaria (073)",72,25,47
"Secundaria (074)",135,54,81
"Superior no univ. incompleta (075)",3,2,1
"Superior no univ. completa (076)",10,5,5
"Superior univ. incompleta (077)",4,2,2
"Superior univ. completa (078)",5,5,
"Mujeres (080)",85,42,43
"Sin nivel (081)",3,,3
"Educación inicial (082)",1,,1
"Primaria (083)",39,19,20
"Secundaria (084)",33,17,16
"Superior no univ. completa (086)",4,2,2
"Superior univ. incompleta (087)",3,3,
"Superior univ. completa (088)",2,1,1
