"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia DANIEL ALCIDES CARRION",,,,,,,,
"Viviendas particulares (001)",10984,9194,680,18,153,900,25,14
"Ocupantes presentes (002)",47634,39087,3167,60,721,4452,88,59
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",10278,8677,592,14,141,816,25,13
"Ocupantes presentes (005)",44319,36636,2767,49,664,4066,88,49
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",6,,3,2,,1,,
"Ocupantes presentes (008)",16,,3,9,,4,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",128,,64,,6,58,,
"Ocupantes presentes (011)",581,,287,,29,265,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",115,67,20,1,6,21,,
"Ocupantes presentes (014)",514,278,105,1,28,102,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",445,442,1,,,1,,1
"Ocupantes presentes (017)",2158,2138,5,,,5,,10
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",9,8,,1,,,,
"Ocupantes presentes (023)",36,35,,1,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",3,,,,,3,,
"Ocupantes presentes (026)",10,,,,,10,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",6558,4980,560,16,137,833,22,10
"Ocupantes presentes (029)",27802,20182,2600,52,647,4210,77,34
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",6304,4911,473,12,125,751,22,10
"Ocupantes presentes (032)",26675,19895,2205,41,590,3833,77,34
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",6,,3,2,,1,,
"Ocupantes presentes (035)",16,,3,9,,4,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",128,,64,,6,58,,
"Ocupantes presentes (038)",581,,287,,29,265,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",115,67,20,1,6,21,,
"Ocupantes presentes (041)",514,278,105,1,28,102,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",3,2,,1,,,,
"Ocupantes presentes (050)",10,9,,1,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",2,,,,,2,,
"Ocupantes presentes (053)",6,,,,,6,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",4426,4214,120,2,16,67,3,4
"Ocupantes presentes (056)",19832,18905,567,8,74,242,11,25
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",3974,3766,119,2,16,65,3,3
"Ocupantes presentes (059)",17644,16741,562,8,74,233,11,15
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",445,442,1,,,1,,1
"Ocupantes presentes (071)",2158,2138,5,,,5,,10
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",6,6,,,,,,
"Ocupantes presentes (077)",26,26,,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",1,,,,,1,,
"Ocupantes presentes (080)",4,,,,,4,,
