"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PARURO (000)",9219,251,2147,3083,2637,1101
"Empleado (001)",691,3,214,325,140,9
"Obrero (002)",1162,14,361,417,304,66
"Trabajador independiente (003)",5462,23,920,1816,1841,862
"Empleador o patrono (004)",114,,25,38,37,14
"Trabajador familiar no remunerado (005)",1525,190,507,407,285,136
"Trabajador del hogar (006)",74,19,33,10,4,8
"Desocupado (008)",191,2,87,70,26,6
"Hombres (009)",6870,159,1562,2305,2022,822
"Empleado (010)",436,2,114,204,109,7
"Obrero (011)",1057,14,336,379,272,56
"Trabajador independiente (012)",4437,13,713,1506,1509,696
"Empleador o patrono (013)",101,,24,33,31,13
"Trabajador familiar no remunerado (014)",666,122,302,118,79,45
"Trabajador del hogar (015)",20,6,10,3,,1
"Desocupado (017)",153,2,63,62,22,4
"Mujeres (018)",2349,92,585,778,615,279
"Empleado (019)",255,1,100,121,31,2
"Obrero (020)",105,,25,38,32,10
"Trabajador independiente (021)",1025,10,207,310,332,166
"Empleador o patrono (022)",13,,1,5,6,1
"Trabajador familiar no remunerado (023)",859,68,205,289,206,91
"Trabajador del hogar (024)",54,13,23,7,4,7
"Desocupado (026)",38,,24,8,4,2
,,,,,,
"URBANA (027)",3717,151,827,1254,1036,449
"Empleado (028)",505,3,129,253,115,5
"Obrero (029)",401,11,126,131,109,24
"Trabajador independiente (030)",2043,13,339,660,684,347
"Empleador o patrono (031)",80,,18,26,28,8
"Trabajador familiar no remunerado (032)",564,106,164,150,87,57
"Trabajador del hogar (033)",59,18,24,9,2,6
"Desocupado (035)",65,,27,25,11,2
"Hombres (036)",2547,93,537,848,747,322
"Empleado (037)",320,2,67,156,91,4
"Obrero (038)",360,11,117,121,91,20
"Trabajador independiente (039)",1484,5,216,488,504,271
"Empleador o patrono (040)",73,,17,22,26,8
"Trabajador familiar no remunerado (041)",246,69,94,39,26,18
"Trabajador del hogar (042)",18,6,9,3,,
"Desocupado (044)",46,,17,19,9,1
"Mujeres (045)",1170,58,290,406,289,127
"Empleado (046)",185,1,62,97,24,1
"Obrero (047)",41,,9,10,18,4
"Trabajador independiente (048)",559,8,123,172,180,76
"Empleador o patrono (049)",7,,1,4,2,
"Trabajador familiar no remunerado (050)",318,37,70,111,61,39
"Trabajador del hogar (051)",41,12,15,6,2,6
"Desocupado (053)",19,,10,6,2,1
,,,,,,
"RURAL (054)",5502,100,1320,1829,1601,652
"Empleado (055)",186,,85,72,25,4
"Obrero (056)",761,3,235,286,195,42
"Trabajador independiente (057)",3419,10,581,1156,1157,515
"Empleador o patrono (058)",34,,7,12,9,6
"Trabajador familiar no remunerado (059)",961,84,343,257,198,79
"Trabajador del hogar (060)",15,1,9,1,2,2
"Desocupado (062)",126,2,60,45,15,4
"Hombres (063)",4323,66,1025,1457,1275,500
"Empleado (064)",116,,47,48,18,3
"Obrero (065)",697,3,219,258,181,36
"Trabajador independiente (066)",2953,8,497,1018,1005,425
"Empleador o patrono (067)",28,,7,11,5,5
"Trabajador familiar no remunerado (068)",420,53,208,79,53,27
"Trabajador del hogar (069)",2,,1,,,1
"Desocupado (071)",107,2,46,43,13,3
"Mujeres (072)",1179,34,295,372,326,152
"Empleado (073)",70,,38,24,7,1
"Obrero (074)",64,,16,28,14,6
"Trabajador independiente (075)",466,2,84,138,152,90
"Empleador o patrono (076)",6,,,1,4,1
"Trabajador familiar no remunerado (077)",541,31,135,178,145,52
"Trabajador del hogar (078)",13,1,8,1,2,1
"Desocupado (080)",19,,14,2,2,1
