"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia SAN MIGUEL (000)",23875,20000,3875
"De 3 a 5 años (001)",3243,298,2945
"De 6 a 11 años (002)",6955,6384,571
"De 12 a 16 años (003)",6632,6536,96
"De 17 a 24 años (004)",7045,6782,263
"Hombres (005)",12212,10293,1919
"De 3 a 5 años (006)",1659,141,1518
"De 6 a 11 años (007)",3508,3240,268
"De 12 a 16 años (008)",3455,3416,39
"De 17 a 24 años (009)",3590,3496,94
"Mujeres (010)",11663,9707,1956
"De 3 a 5 años (011)",1584,157,1427
"De 6 a 11 años (012)",3447,3144,303
"De 12 a 16 años (013)",3177,3120,57
"De 17 a 24 años (014)",3455,3286,169
,,,
"URBANA (015)",3535,2990,545
"De 3 a 5 años (016)",472,45,427
"De 6 a 11 años (017)",1022,936,86
"De 12 a 16 años (018)",1017,1006,11
"De 17 a 24 años (019)",1024,1003,21
"Hombres (020)",1833,1549,284
"De 3 a 5 años (021)",251,20,231
"De 6 a 11 años (022)",499,461,38
"De 12 a 16 años (023)",556,551,5
"De 17 a 24 años (024)",527,517,10
"Mujeres (025)",1702,1441,261
"De 3 a 5 años (026)",221,25,196
"De 6 a 11 años (027)",523,475,48
"De 12 a 16 años (028)",461,455,6
"De 17 a 24 años (029)",497,486,11
,,,
"RURAL (030)",20340,17010,3330
"De 3 a 5 años (031)",2771,253,2518
"De 6 a 11 años (032)",5933,5448,485
"De 12 a 16 años (033)",5615,5530,85
"De 17 a 24 años (034)",6021,5779,242
"Hombres (035)",10379,8744,1635
"De 3 a 5 años (036)",1408,121,1287
"De 6 a 11 años (037)",3009,2779,230
"De 12 a 16 años (038)",2899,2865,34
"De 17 a 24 años (039)",3063,2979,84
"Mujeres (040)",9961,8266,1695
"De 3 a 5 años (041)",1363,132,1231
"De 6 a 11 años (042)",2924,2669,255
"De 12 a 16 años (043)",2716,2665,51
"De 17 a 24 años (044)",2958,2800,158
