"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PURUS (000)",3352,262,431,481,396,650,521,528,83
"Sin nivel (001)",809,262,109,40,41,57,70,172,58
"Educación inicial (002)",98,,94,3,,,1,,
"Primaria (003)",1211,,228,370,123,165,147,158,20
"Secundaria (004)",876,,,68,228,312,163,101,4
"Superior no univ. incompleto (005)",110,,,,4,43,41,22,
"Superior no univ. completo (006)",156,,,,,45,64,47,
"Superior univ. incompleto (007)",32,,,,,12,9,10,1
"Superior univ. completo (008)",60,,,,,16,26,18,
"Hombres (010)",1805,138,227,254,205,348,293,297,43
"Sin nivel (011)",322,138,56,15,12,15,13,47,26
"Educación inicial (012)",53,,51,2,,,,,
"Primaria (013)",589,,120,198,45,50,65,98,13
"Secundaria (014)",592,,,39,146,203,126,75,3
"Superior no univ. incompleto (015)",79,,,,2,30,28,19,
"Superior no univ. completo (016)",104,,,,,26,40,38,
"Superior univ. incompleto (017)",23,,,,,11,5,6,1
"Superior univ. completo (018)",43,,,,,13,16,14,
"Mujeres (020)",1547,124,204,227,191,302,228,231,40
"Sin nivel (021)",487,124,53,25,29,42,57,125,32
"Educación inicial (022)",45,,43,1,,,1,,
"Primaria (023)",622,,108,172,78,115,82,60,7
"Secundaria (024)",284,,,29,82,109,37,26,1
"Superior no univ. incompleto (025)",31,,,,2,13,13,3,
"Superior no univ. completo (026)",52,,,,,19,24,9,
"Superior univ. incompleto (027)",9,,,,,1,4,4,
"Superior univ. completo (028)",17,,,,,3,10,4,
,,,,,,,,,
"URBANA (030)",1143,71,110,151,130,246,214,201,20
"Sin nivel (031)",159,71,25,8,6,9,12,23,5
"Educación inicial (032)",33,,32,,,,1,,
"Primaria (033)",320,,53,109,37,35,32,43,11
"Secundaria (034)",379,,,34,83,115,74,70,3
"Superior no univ. incompleto (035)",74,,,,4,33,25,12,
"Superior no univ. completo (036)",102,,,,,30,44,28,
"Superior univ. incompleto (037)",25,,,,,10,6,8,1
"Superior univ. completo (038)",51,,,,,14,20,17,
"Hombres (040)",647,32,64,84,69,138,123,125,12
"Sin nivel (041)",58,32,13,3,1,,3,4,2
"Educación inicial (042)",22,,22,,,,,,
"Primaria (043)",159,,29,61,14,8,16,24,7
"Secundaria (044)",243,,,20,52,68,53,48,2
"Superior no univ. incompleto (045)",50,,,,2,26,13,9,
"Superior no univ. completo (046)",61,,,,,16,24,21,
"Superior univ. incompleto (047)",18,,,,,9,2,6,1
"Superior univ. completo (048)",36,,,,,11,12,13,
"Mujeres (050)",496,39,46,67,61,108,91,76,8
"Sin nivel (051)",101,39,12,5,5,9,9,19,3
"Educación inicial (052)",11,,10,,,,1,,
"Primaria (053)",161,,24,48,23,27,16,19,4
"Secundaria (054)",136,,,14,31,47,21,22,1
"Superior no univ. incompleto (055)",24,,,,2,7,12,3,
"Superior no univ. completo (056)",41,,,,,14,20,7,
"Superior univ. incompleto (057)",7,,,,,1,4,2,
"Superior univ. completo (058)",15,,,,,3,8,4,
,,,,,,,,,
"RURAL (060)",2209,191,321,330,266,404,307,327,63
"Sin nivel (061)",650,191,84,32,35,48,58,149,53
"Educación inicial (062)",65,,62,3,,,,,
"Primaria (063)",891,,175,261,86,130,115,115,9
"Secundaria (064)",497,,,34,145,197,89,31,1
"Superior no univ. incompleto (065)",36,,,,,10,16,10,
"Superior no univ. completo (066)",54,,,,,15,20,19,
"Superior univ. incompleto (067)",7,,,,,2,3,2,
"Superior univ. completo (068)",9,,,,,2,6,1,
"Hombres (070)",1158,106,163,170,136,210,170,172,31
"Sin nivel (071)",264,106,43,12,11,15,10,43,24
"Educación inicial (072)",31,,29,2,,,,,
"Primaria (073)",430,,91,137,31,42,49,74,6
"Secundaria (074)",349,,,19,94,135,73,27,1
"Superior no univ. incompleto (075)",29,,,,,4,15,10,
"Superior no univ. completo (076)",43,,,,,10,16,17,
"Superior univ. incompleto (077)",5,,,,,2,3,,
"Superior univ. completo (078)",7,,,,,2,4,1,
"Mujeres (080)",1051,85,158,160,130,194,137,155,32
"Sin nivel (081)",386,85,41,20,24,33,48,106,29
"Educación inicial (082)",34,,33,1,,,,,
"Primaria (083)",461,,84,124,55,88,66,41,3
"Secundaria (084)",148,,,15,51,62,16,4,
"Superior no univ. incompleto (085)",7,,,,,6,1,,
"Superior no univ. completo (086)",11,,,,,5,4,2,
"Superior univ. incompleto (087)",2,,,,,,,2,
"Superior univ. completo (088)",2,,,,,,2,,
