"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia COTABAMBAS (000)",10797,151,4620,3293,919,287,124,67,19,,1317
"Catolica (001)",9586,132,4106,2937,816,256,109,57,16,,1157
"Cristiana / Evangelica (002)",521,9,240,147,51,11,4,7,2,,50
"Otra (003)",624,8,250,193,45,17,9,2,1,,99
"Ninguna (004)",66,2,24,16,7,3,2,1,,,11
,,,,,,,,,,,
"URBANA (006)",2972,46,1129,854,324,108,55,19,2,,435
"Catolica (007)",2642,41,1004,751,294,101,52,17,1,,381
"Cristiana / Evangelica (008)",123,1,46,44,12,3,1,1,,,15
"Otra (009)",178,3,69,51,14,3,1,1,1,,35
"Ninguna (010)",29,1,10,8,4,1,1,,,,4
,,,,,,,,,,,
"RURAL (012)",7825,105,3491,2439,595,179,69,48,17,,882
"Catolica (013)",6944,91,3102,2186,522,155,57,40,15,,776
"Cristiana / Evangelica (014)",398,8,194,103,39,8,3,6,2,,35
"Otra (015)",446,5,181,142,31,14,8,1,,,64
"Ninguna (016)",37,1,14,8,3,2,1,1,,,7
