"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PURUS (000)",3352,262,912,702,622,441,201,129,83
"Quechua (001)",20,,3,2,5,5,3,2,
"Aymara (002)",6,,,,1,5,,,
"Ashaninca (003)",78,4,21,14,16,12,6,5,
"Otra lengua nativa (004)",2220,188,671,491,362,252,114,79,63
"Castellano (005)",1011,70,214,192,236,163,74,43,19
"Idioma extranjero (006)",12,,,2,1,4,4,,1
"Es sordomudo/a (007)",5,,3,1,1,,,,
"Hombres (009)",1805,138,481,370,331,257,111,74,43
"Quechua (010)",10,,1,,3,3,2,1,
"Aymara (011)",5,,,,1,4,,,
"Ashaninca (012)",41,1,10,6,9,9,2,4,
"Otra lengua nativa (013)",1114,104,346,239,175,128,57,37,28
"Castellano (014)",627,33,124,123,141,111,48,32,15
"Idioma extranjero (015)",6,,,1,1,2,2,,
"Es sordomudo/a (016)",2,,,1,1,,,,
"Mujeres (018)",1547,124,431,332,291,184,90,55,40
"Quechua (019)",10,,2,2,2,2,1,1,
"Aymara (020)",1,,,,,1,,,
"Ashaninca (021)",37,3,11,8,7,3,4,1,
"Otra lengua nativa (022)",1106,84,325,252,187,124,57,42,35
"Castellano (023)",384,37,90,69,95,52,26,11,4
"Idioma extranjero (024)",6,,,1,,2,2,,1
"Es sordomudo/a (025)",3,,3,,,,,,
,,,,,,,,,
"URBANA (027)",1143,71,261,246,249,174,80,42,20
"Quechua (028)",10,,,2,3,2,1,2,
"Aymara (029)",2,,,,,2,,,
"Ashaninca (030)",14,1,4,5,1,3,,,
"Otra lengua nativa (031)",334,20,88,90,66,41,19,6,4
"Castellano (032)",775,50,168,147,178,124,59,34,15
"Idioma extranjero (033)",7,,,2,1,2,1,,1
"Es sordomudo/a (034)",1,,1,,,,,,
"Hombres (036)",647,32,148,137,131,108,50,29,12
"Quechua (037)",3,,,,1,,1,1,
"Aymara (038)",1,,,,,1,,,
"Ashaninca (039)",7,,2,2,,3,,,
"Otra lengua nativa (040)",164,8,46,41,32,23,11,2,1
"Castellano (041)",469,24,100,93,97,80,38,26,11
"Idioma extranjero (042)",3,,,1,1,1,,,
"Mujeres (045)",496,39,113,109,118,66,30,13,8
"Quechua (046)",7,,,2,2,2,,1,
"Aymara (047)",1,,,,,1,,,
"Ashaninca (048)",7,1,2,3,1,,,,
"Otra lengua nativa (049)",170,12,42,49,34,18,8,4,3
"Castellano (050)",306,26,68,54,81,44,21,8,4
"Idioma extranjero (051)",4,,,1,,1,1,,1
"Es sordomudo/a (052)",1,,1,,,,,,
,,,,,,,,,
"RURAL (054)",2209,191,651,456,373,267,121,87,63
"Quechua (055)",10,,3,,2,3,2,,
"Aymara (056)",4,,,,1,3,,,
"Ashaninca (057)",64,3,17,9,15,9,6,5,
"Otra lengua nativa (058)",1886,168,583,401,296,211,95,73,59
"Castellano (059)",236,20,46,45,58,39,15,9,4
"Idioma extranjero (060)",5,,,,,2,3,,
"Es sordomudo/a (061)",4,,2,1,1,,,,
"Hombres (063)",1158,106,333,233,200,149,61,45,31
"Quechua (064)",7,,1,,2,3,1,,
"Aymara (065)",4,,,,1,3,,,
"Ashaninca (066)",34,1,8,4,9,6,2,4,
"Otra lengua nativa (067)",950,96,300,198,143,105,46,35,27
"Castellano (068)",158,9,24,30,44,31,10,6,4
"Idioma extranjero (069)",3,,,,,1,2,,
"Es sordomudo/a (070)",2,,,1,1,,,,
"Mujeres (072)",1051,85,318,223,173,118,60,42,32
"Quechua (073)",3,,2,,,,1,,
"Ashaninca (075)",30,2,9,5,6,3,4,1,
"Otra lengua nativa (076)",936,72,283,203,153,106,49,38,32
"Castellano (077)",78,11,22,15,14,8,5,3,
"Idioma extranjero (078)",2,,,,,1,1,,
"Es sordomudo/a (079)",2,,2,,,,,,
