"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia MORROPON",,,,,,,,
"Hogares (001)",39241,25805,17351,5762,332,4956,764,7189
"Ocupantes presentes (002)",159347,108652,74637,25779,1451,21857,3410,23774
"Casa independiente",,,,,,,,
"Hogares (004)",38329,25156,17183,5732,329,4924,754,6990
"Ocupantes presentes (005)",155615,105828,73895,25657,1440,21723,3377,23138
"Departamento en edificio",,,,,,,,
"Hogares (007)",27,17,18,11,3,11,6,4
"Ocupantes presentes (008)",94,67,69,44,11,47,19,8
"Vivienda en quinta",,,,,,,,
"Hogares (010)",35,18,21,5,,7,2,7
"Ocupantes presentes (011)",97,44,64,12,,21,5,15
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",54,24,31,7,,5,1,14
"Ocupantes presentes (014)",175,85,116,26,,19,4,33
"Choza o cabaña",,,,,,,,
"Hogares (016)",762,574,92,5,,8,,159
"Ocupantes presentes (017)",3260,2580,473,34,,46,,530
"Vivienda improvisada",,,,,,,,
"Hogares (019)",18,10,3,,,,,8
"Ocupantes presentes (020)",64,29,12,,,,,35
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",13,5,3,2,,1,1,5
"Ocupantes presentes (023)",31,15,8,6,,1,5,8
"Otro tipo",,,,,,,,
"Hogares (025)",3,1,,,,,,2
"Ocupantes presentes (026)",11,4,,,,,,7
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",22834,13919,13980,5018,318,4362,731,3702
"Ocupantes presentes (029)",91452,57443,59820,22470,1404,19254,3260,11637
"Casa independiente",,,,,,,,
"Hogares (031)",22687,13847,13904,4993,315,4338,721,3662
"Ocupantes presentes (032)",90986,57205,59551,22382,1393,19166,3227,11531
"Departamento en edificio",,,,,,,,
"Hogares (034)",27,17,18,11,3,11,6,4
"Ocupantes presentes (035)",94,67,69,44,11,47,19,8
"Vivienda en quinta",,,,,,,,
"Hogares (037)",35,18,21,5,,7,2,7
"Ocupantes presentes (038)",97,44,64,12,,21,5,15
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",54,24,31,7,,5,1,14
"Ocupantes presentes (041)",175,85,116,26,,19,4,33
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",18,10,3,,,,,8
"Ocupantes presentes (047)",64,29,12,,,,,35
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",11,3,3,2,,1,1,5
"Ocupantes presentes (050)",29,13,8,6,,1,5,8
"Otro tipo",,,,,,,,
"Hogares (052)",2,,,,,,,2
"Ocupantes presentes (053)",7,,,,,,,7
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",16407,11886,3371,744,14,594,33,3487
"Ocupantes presentes (056)",67895,51209,14817,3309,47,2603,150,12137
"Casa independiente",,,,,,,,
"Hogares (058)",15642,11309,3279,739,14,586,33,3328
"Ocupantes presentes (059)",64629,48623,14344,3275,47,2557,150,11607
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",762,574,92,5,,8,,159
"Ocupantes presentes (071)",3260,2580,473,34,,46,,530
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,2,,,,,,
"Ocupantes presentes (077)",2,2,,,,,,
"Otro tipo",,,,,,,,
"Hogares (079)",1,1,,,,,,
"Ocupantes presentes (080)",4,4,,,,,,
