"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia OTUZCO (000)",88817,32240,3335,642,52644
"Menos de 1 año (001)",1926,1247,49,8,622
"De 1 a 14 años (002)",29956,18457,1200,159,10154
"De 15 a 29 años (003)",21731,5729,488,133,15386
"De 30 a 44 años (004)",16044,3643,940,158,11317
"De 45 a 64 años (005)",12377,2170,451,107,9658
"De 65 y mas años (006)",6783,994,207,77,5507
"Hombres (008)",44769,15565,1660,393,27177
"Menos de 1 año (009)",970,616,25,4,325
"De 1 a 14 años (010)",15240,9354,630,86,5177
"De 15 a 29 años (011)",11049,2511,205,84,8252
"De 30 a 44 años (012)",8076,1591,436,99,5958
"De 45 a 64 años (013)",6163,1010,247,75,4838
"De 65 y mas años (014)",3271,483,117,45,2627
"Mujeres (016)",44048,16675,1675,249,25467
"Menos de 1 año (017)",956,631,24,4,297
"De 1 a 14 años (018)",14716,9103,570,73,4977
"De 15 a 29 años (019)",10682,3218,283,49,7134
"De 30 a 44 años (020)",7968,2052,504,59,5359
"De 45 a 64 años (021)",6214,1160,204,32,4820
"De 65 y mas años (022)",3512,511,90,32,2880
,,,,,
"URBANA (024)",21179,5161,2375,474,13185
"Menos de 1 año (025)",369,188,37,6,138
"De 1 a 14 años (026)",6211,3034,853,121,2206
"De 15 a 29 años (027)",5097,853,310,93,3842
"De 30 a 44 años (028)",4234,500,739,116,2884
"De 45 a 64 años (029)",3370,353,318,81,2623
"De 65 y mas años (030)",1898,233,118,57,1492
"Hombres (032)",10380,2412,1179,292,6507
"Menos de 1 año (033)",194,96,19,4,75
"De 1 a 14 años (034)",3167,1498,456,66,1148
"De 15 a 29 años (035)",2507,357,133,58,1959
"De 30 a 44 años (036)",2025,203,334,74,1418
"De 45 a 64 años (037)",1617,151,171,58,1241
"De 65 y mas años (038)",870,107,66,32,666
"Mujeres (040)",10799,2749,1196,182,6678
"Menos de 1 año (041)",175,92,18,2,63
"De 1 a 14 años (042)",3044,1536,397,55,1058
"De 15 a 29 años (043)",2590,496,177,35,1883
"De 30 a 44 años (044)",2209,297,405,42,1466
"De 45 a 64 años (045)",1753,202,147,23,1382
"De 65 y mas años (046)",1028,126,52,25,826
,,,,,
"RURAL (048)",67638,27079,960,168,39459
"Menos de 1 año (049)",1557,1059,12,2,484
"De 1 a 14 años (050)",23745,15423,347,38,7948
"De 15 a 29 años (051)",16634,4876,178,40,11544
"De 30 a 44 años (052)",11810,3143,201,42,8433
"De 45 a 64 años (053)",9007,1817,133,26,7035
"De 65 y mas años (054)",4885,761,89,20,4015
"Hombres (056)",34389,13153,481,101,20670
"Menos de 1 año (057)",776,520,6,,250
"De 1 a 14 años (058)",12073,7856,174,20,4029
"De 15 a 29 años (059)",8542,2154,72,26,6293
"De 30 a 44 años (060)",6051,1388,102,25,4540
"De 45 a 64 años (061)",4546,859,76,17,3597
"De 65 y mas años (062)",2401,376,51,13,1961
"Mujeres (064)",33249,13926,479,67,18789
"Menos de 1 año (065)",781,539,6,2,234
"De 1 a 14 años (066)",11672,7567,173,18,3919
"De 15 a 29 años (067)",8092,2722,106,14,5251
"De 30 a 44 años (068)",5759,1755,99,17,3893
"De 45 a 64 años (069)",4461,958,57,9,3438
"De 65 y mas años (070)",2484,385,38,7,2054
