"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia COTABAMBAS",,,,,
"Viviendas particulares (001)",589,216,109,155,109
"Ocupantes presentes (002)",2413,823,461,648,481
"Casa independiente",,,,,
"Viviendas particulares (004)",537,174,108,148,107
"Ocupantes presentes (005)",2210,656,457,624,473
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (016)",51,41,1,7,2
"Ocupantes presentes (017)",200,164,4,24,8
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",1,1,,,
"Ocupantes presentes (023)",3,3,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",254,86,51,57,60
"Ocupantes presentes (029)",1101,321,227,268,285
"Casa independiente",,,,,
"Viviendas particulares (031)",254,86,51,57,60
"Ocupantes presentes (032)",1101,321,227,268,285
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",335,130,58,98,49
"Ocupantes presentes (056)",1312,502,234,380,196
"Casa independiente",,,,,
"Viviendas particulares (058)",283,88,57,91,47
"Ocupantes presentes (059)",1109,335,230,356,188
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",51,41,1,7,2
"Ocupantes presentes (071)",200,164,4,24,8
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (076)",1,1,,,
"Ocupantes presentes (077)",3,3,,,
"Otro tipo",,,,,
