"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CUTERVO (000)",138213,2598,50157,34526,24322,18081,8529
"Hombres (001)",69481,1288,25783,17367,11905,8841,4297
"Mujeres (002)",68732,1310,24374,17159,12417,9240,4232
"Viviendas particulares (003)",137853,2594,50141,34376,24214,18019,8509
"Hombres (004)",69224,1286,25775,17259,11817,8802,4285
"Mujeres (005)",68629,1308,24366,17117,12397,9217,4224
"Viviendas colectivas (006)",192,4,5,88,65,25,5
"Hombres (007)",140,2,4,61,49,19,5
"Mujeres (008)",52,2,1,27,16,6,
"Otro tipo (009)",168,,11,62,43,37,15
"Hombres (010)",117,,4,47,39,20,7
"Mujeres (011)",51,,7,15,4,17,8
,,,,,,,
"URBANA (012)",26870,469,7980,7308,5643,3806,1664
"Hombres (013)",13210,224,4079,3532,2687,1883,805
"Mujeres (014)",13660,245,3901,3776,2956,1923,859
"Viviendas particulares (015)",26520,465,7966,7162,5539,3744,1644
"Hombres (016)",12961,222,4073,3426,2603,1844,793
"Mujeres (017)",13559,243,3893,3736,2936,1900,851
"Viviendas colectivas (018)",183,4,3,84,62,25,5
"Hombres (019)",133,2,2,59,46,19,5
"Mujeres (020)",50,2,1,25,16,6,
"Otro tipo (021)",167,,11,62,42,37,15
"Hombres (022)",116,,4,47,38,20,7
"Mujeres (023)",51,,7,15,4,17,8
,,,,,,,
"RURAL (024)",111343,2129,42177,27218,18679,14275,6865
"Hombres (025)",56271,1064,21704,13835,9218,6958,3492
"Mujeres (026)",55072,1065,20473,13383,9461,7317,3373
"Viviendas particulares (027)",111333,2129,42175,27214,18675,14275,6865
"Hombres (028)",56263,1064,21702,13833,9214,6958,3492
"Mujeres (029)",55070,1065,20473,13381,9461,7317,3373
"Viviendas colectivas (030)",9,,2,4,3,,
"Hombres (031)",7,,2,2,3,,
"Mujeres (032)",2,,,2,,,
"Otro tipo (033)",1,,,,1,,
"Hombres (034)",1,,,,1,,
