"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia AIJA (000)",6894,1668,1742,1343,1232,909
"Hombres (001)",3436,862,866,680,597,431
"Mujeres (002)",3458,806,876,663,635,478
"PEA (003)",2348,67,672,752,608,249
"Hombres (004)",1758,42,496,555,456,209
"Mujeres (005)",590,25,176,197,152,40
"Ocupada (006)",2181,65,596,702,580,238
"Hombres (007)",1606,40,431,508,429,198
"Mujeres (008)",575,25,165,194,151,40
"Desocupada (009)",167,2,76,50,28,11
"Hombres (010)",152,2,65,47,27,11
"Mujeres (011)",15,,11,3,1,
"No PEA (012)",4546,1601,1070,591,624,660
"Hombres (013)",1678,820,370,125,141,222
"Mujeres (014)",2868,781,700,466,483,438
,,,,,,
"URBANA (018)",2225,470,517,449,430,359
"Hombres (019)",1091,238,247,221,206,179
"Mujeres (020)",1134,232,270,228,224,180
"PEA (021)",835,6,223,284,232,90
"Hombres (022)",560,4,143,182,158,73
"Mujeres (023)",275,2,80,102,74,17
"Ocupada (024)",788,6,201,271,226,84
"Hombres (025)",522,4,127,172,152,67
"Mujeres (026)",266,2,74,99,74,17
"Desocupada (027)",47,,22,13,6,6
"Hombres (028)",38,,16,10,6,6
"Mujeres (029)",9,,6,3,,
"No PEA (030)",1390,464,294,165,198,269
"Hombres (031)",531,234,104,39,48,106
"Mujeres (032)",859,230,190,126,150,163
,,,,,,
"RURAL (036)",4669,1198,1225,894,802,550
"Hombres (037)",2345,624,619,459,391,252
"Mujeres (038)",2324,574,606,435,411,298
"PEA (039)",1513,61,449,468,376,159
"Hombres (040)",1198,38,353,373,298,136
"Mujeres (041)",315,23,96,95,78,23
"Ocupada (042)",1393,59,395,431,354,154
"Hombres (043)",1084,36,304,336,277,131
"Mujeres (044)",309,23,91,95,77,23
"Desocupada (045)",120,2,54,37,22,5
"Hombres (046)",114,2,49,37,21,5
"Mujeres (047)",6,,5,,1,
"No PEA (048)",3156,1137,776,426,426,391
"Hombres (049)",1147,586,266,86,93,116
"Mujeres (050)",2009,551,510,340,333,275
