"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia YUNGAY",,,,,,,,,
"Viviendas particulares (001)",12784,1757,4379,2642,2026,801,547,240,392
"Ocupantes presentes (002)",54181,5966,17589,11474,9414,3814,2638,1205,2081
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12628,1701,4316,2626,2016,794,545,239,391
"Ocupantes presentes (005)",53577,5779,17344,11405,9358,3791,2623,1201,2076
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",9,2,4,1,,,,1,1
"Ocupantes presentes (008)",36,7,18,2,,,,4,5
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",22,15,,1,2,2,2,,
"Ocupantes presentes (011)",87,53,,6,10,3,15,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",15,5,2,3,1,4,,,
"Ocupantes presentes (014)",50,20,2,5,8,15,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",105,31,55,11,7,1,,,
"Ocupantes presentes (017)",420,101,220,56,38,5,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,2,1,,,,,,
"Ocupantes presentes (020)",9,5,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,1,1,,,,,,
"Ocupantes presentes (023)",2,1,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2972,291,634,618,548,315,220,133,213
"Ocupantes presentes (029)",12560,940,2403,2491,2411,1466,1032,682,1135
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2923,267,627,613,545,309,218,132,212
"Ocupantes presentes (032)",12378,855,2379,2478,2393,1448,1017,678,1130
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",9,2,4,1,,,,1,1
"Ocupantes presentes (035)",36,7,18,2,,,,4,5
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",22,15,,1,2,2,2,,
"Ocupantes presentes (038)",87,53,,6,10,3,15,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",15,5,2,3,1,4,,,
"Ocupantes presentes (041)",50,20,2,5,8,15,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,2,1,,,,,,
"Ocupantes presentes (047)",9,5,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9812,1466,3745,2024,1478,486,327,107,179
"Ocupantes presentes (056)",41621,5026,15186,8983,7003,2348,1606,523,946
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",9705,1434,3689,2013,1471,485,327,107,179
"Ocupantes presentes (059)",41199,4924,14965,8927,6965,2343,1606,523,946
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",105,31,55,11,7,1,,,
"Ocupantes presentes (071)",420,101,220,56,38,5,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,1,1,,,,,,
"Ocupantes presentes (077)",2,1,1,,,,,,
"Otro tipo",,,,,,,,,
