"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia COTABAMBAS (000)",7457,1475,1372,3032,38,1389,151
"Conviviente (001)",3065,563,594,1341,11,522,34
"Separado(a) (002)",166,38,25,76,2,15,10
"Casado(a) (003)",2633,476,472,1134,12,500,39
"Viudo(a) (004)",357,9,55,214,3,66,10
"Divorciado(a) (005)",31,9,6,12,,2,2
"Soltero(a) (006)",1205,380,220,255,10,284,56
"Hombres (008)",5501,965,1243,2355,23,896,19
"Conviviente (009)",2308,397,537,1091,9,272,2
"Separado(a) (010)",60,13,19,21,1,6,
"Casado(a) (011)",2056,344,440,917,6,343,6
"Viudo(a) (012)",214,7,38,119,1,47,2
"Divorciado(a) (013)",18,3,6,8,,1,
"Soltero(a) (014)",845,201,203,199,6,227,9
"Mujeres (016)",1956,510,129,677,15,493,132
"Conviviente (017)",757,166,57,250,2,250,32
"Separado(a) (018)",106,25,6,55,1,9,10
"Casado(a) (019)",577,132,32,217,6,157,33
"Viudo(a) (020)",143,2,17,95,2,19,8
"Divorciado(a) (021)",13,6,,4,,1,2
"Soltero(a) (022)",360,179,17,56,4,57,47
,,,,,,,
"URBANA (024)",3437,1244,716,1056,22,332,67
"Conviviente (025)",1346,466,337,415,8,113,7
"Separado(a) (026)",115,32,14,55,2,7,5
"Casado(a) (027)",1193,414,226,409,7,128,9
"Viudo(a) (028)",94,6,18,52,2,15,1
"Divorciado(a) (029)",18,7,3,6,,1,1
"Soltero(a) (030)",671,319,118,119,3,68,44
"Hombres (032)",2339,804,657,666,16,183,13
"Conviviente (033)",978,325,310,276,7,58,2
"Separado(a) (034)",42,12,13,14,1,2,
"Casado(a) (035)",857,295,211,270,5,72,4
"Viudo(a) (036)",42,4,12,19,,7,
"Divorciado(a) (037)",8,2,3,3,,,
"Soltero(a) (038)",412,166,108,84,3,44,7
"Mujeres (040)",1098,440,59,390,6,149,54
"Conviviente (041)",368,141,27,139,1,55,5
"Separado(a) (042)",73,20,1,41,1,5,5
"Casado(a) (043)",336,119,15,139,2,56,5
"Viudo(a) (044)",52,2,6,33,2,8,1
"Divorciado(a) (045)",10,5,,3,,1,1
"Soltero(a) (046)",259,153,10,35,,24,37
,,,,,,,
"RURAL (048)",4020,231,656,1976,16,1057,84
"Conviviente (049)",1719,97,257,926,3,409,27
"Separado(a) (050)",51,6,11,21,,8,5
"Casado(a) (051)",1440,62,246,725,5,372,30
"Viudo(a) (052)",263,3,37,162,1,51,9
"Divorciado(a) (053)",13,2,3,6,,1,1
"Soltero(a) (054)",534,61,102,136,7,216,12
"Hombres (056)",3162,161,586,1689,7,713,6
"Conviviente (057)",1330,72,227,815,2,214,
"Separado(a) (058)",18,1,6,7,,4,
"Casado(a) (059)",1199,49,229,647,1,271,2
"Viudo(a) (060)",172,3,26,100,1,40,2
"Divorciado(a) (061)",10,1,3,5,,1,
"Soltero(a) (062)",433,35,95,115,3,183,2
"Mujeres (064)",858,70,70,287,9,344,78
"Conviviente (065)",389,25,30,111,1,195,27
"Separado(a) (066)",33,5,5,14,,4,5
"Casado(a) (067)",241,13,17,78,4,101,28
"Viudo(a) (068)",91,,11,62,,11,7
"Divorciado(a) (069)",3,1,,1,,,1
"Soltero(a) (070)",101,26,7,21,4,33,10
