"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PISCO (000)",45571,10677,16250,15677,686,1624,657
"Conviviente (001)",12886,2128,5177,4916,190,343,132
"Separado(a) (002)",2181,461,763,818,37,26,76
"Casado(a) (003)",16305,4408,5060,5950,315,458,114
"Viudo(a) (004)",875,146,223,432,24,22,28
"Divorciado(a) (005)",268,90,59,100,6,4,9
"Soltero(a) (006)",13056,3444,4968,3461,114,771,298
"Hombres (008)",32027,6414,13068,11238,503,725,79
"Conviviente (009)",9487,1378,4177,3693,147,79,13
"Separado(a) (010)",904,158,365,360,13,5,3
"Casado(a) (011)",11852,2974,4220,4323,246,80,9
"Viudo(a) (012)",401,51,128,197,14,8,3
"Divorciado(a) (013)",141,30,43,62,3,3,
"Soltero(a) (014)",9242,1823,4135,2603,80,550,51
"Mujeres (016)",13544,4263,3182,4439,183,899,578
"Conviviente (017)",3399,750,1000,1223,43,264,119
"Separado(a) (018)",1277,303,398,458,24,21,73
"Casado(a) (019)",4453,1434,840,1627,69,378,105
"Viudo(a) (020)",474,95,95,235,10,14,25
"Divorciado(a) (021)",127,60,16,38,3,1,9
"Soltero(a) (022)",3814,1621,833,858,34,221,247
,,,,,,,
"URBANA (024)",39795,10123,13868,13457,609,1116,622
"Conviviente (025)",11064,1984,4418,4122,165,250,125
"Separado(a) (026)",1982,439,673,739,34,24,73
"Casado(a) (027)",14423,4225,4351,5085,288,361,113
"Viudo(a) (028)",755,140,190,360,19,18,28
"Divorciado(a) (029)",248,89,50,91,6,3,9
"Soltero(a) (030)",11323,3246,4186,3060,97,460,274
"Hombres (032)",27492,6020,11188,9356,435,425,68
"Conviviente (033)",8045,1266,3580,3002,125,60,12
"Separado(a) (034)",785,146,314,308,11,4,2
"Casado(a) (035)",10353,2835,3672,3561,220,56,9
"Viudo(a) (036)",332,47,111,156,10,5,3
"Divorciado(a) (037)",125,30,35,55,3,2,
"Soltero(a) (038)",7852,1696,3476,2274,66,298,42
"Mujeres (040)",12303,4103,2680,4101,174,691,554
"Conviviente (041)",3019,718,838,1120,40,190,113
"Separado(a) (042)",1197,293,359,431,23,20,71
"Casado(a) (043)",4070,1390,679,1524,68,305,104
"Viudo(a) (044)",423,93,79,204,9,13,25
"Divorciado(a) (045)",123,59,15,36,3,1,9
"Soltero(a) (046)",3471,1550,710,786,31,162,232
,,,,,,,
"RURAL (048)",5776,554,2382,2220,77,508,35
"Conviviente (049)",1822,144,759,794,25,93,7
"Separado(a) (050)",199,22,90,79,3,2,3
"Casado(a) (051)",1882,183,709,865,27,97,1
"Viudo(a) (052)",120,6,33,72,5,4,
"Divorciado(a) (053)",20,1,9,9,,1,
"Soltero(a) (054)",1733,198,782,401,17,311,24
"Hombres (056)",4535,394,1880,1882,68,300,11
"Conviviente (057)",1442,112,597,691,22,19,1
"Separado(a) (058)",119,12,51,52,2,1,1
"Casado(a) (059)",1499,139,548,762,26,24,
"Viudo(a) (060)",69,4,17,41,4,3,
"Divorciado(a) (061)",16,,8,7,,1,
"Soltero(a) (062)",1390,127,659,329,14,252,9
"Mujeres (064)",1241,160,502,338,9,208,24
"Conviviente (065)",380,32,162,103,3,74,6
"Separado(a) (066)",80,10,39,27,1,1,2
"Casado(a) (067)",383,44,161,103,1,73,1
"Viudo(a) (068)",51,2,16,31,1,1,
"Divorciado(a) (069)",4,1,1,2,,,
"Soltero(a) (070)",343,71,123,72,3,59,15
