"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAROCHIRI (000)",56671,6690,10217,2643,37189
"Conviviente (001)",15168,1408,2984,591,10199
"Separado(a) (002)",1802,151,209,70,1376
"Casado(a) (003)",16390,1353,4128,940,10001
"Viudo(a) (004)",2652,217,340,119,1977
"Divorciado(a) (005)",227,9,51,14,153
"Soltero(a) (006)",20432,3552,2505,909,13483
"Hombres (008)",30267,2987,6586,1752,18992
"Conviviente (009)",8109,502,2170,432,5016
"Separado(a) (010)",641,26,109,41,468
"Casado(a) (011)",8753,600,2554,616,5009
"Viudo(a) (012)",837,46,146,44,601
"Divorciado(a) (013)",128,3,35,9,81
"Soltero(a) (014)",11799,1810,1572,610,7817
"Mujeres (016)",26404,3703,3631,891,18197
"Conviviente (017)",7059,906,814,159,5183
"Separado(a) (018)",1161,125,100,29,908
"Casado(a) (019)",7637,753,1574,324,4992
"Viudo(a) (020)",1815,171,194,75,1376
"Divorciado(a) (021)",99,6,16,5,72
"Soltero(a) (022)",8633,1742,933,299,5666
,,,,,
"URBANA (024)",38438,4933,7140,2157,24264
"Conviviente (025)",9594,1012,1822,430,6343
"Separado(a) (026)",1253,114,153,57,931
"Casado(a) (027)",11360,1018,2988,781,6599
"Viudo(a) (028)",1824,168,280,101,1275
"Divorciado(a) (029)",172,8,38,12,114
"Soltero(a) (030)",14235,2613,1859,776,9002
"Hombres (032)",19644,2170,4018,1432,12067
"Conviviente (033)",4869,360,1148,327,3045
"Separado(a) (034)",425,19,72,33,302
"Casado(a) (035)",5807,457,1615,513,3245
"Viudo(a) (036)",537,34,113,36,354
"Divorciado(a) (037)",95,3,25,9,58
"Soltero(a) (038)",7911,1297,1045,514,5063
"Mujeres (040)",18794,2763,3122,725,12197
"Conviviente (041)",4725,652,674,103,3298
"Separado(a) (042)",828,95,81,24,629
"Casado(a) (043)",5553,561,1373,268,3354
"Viudo(a) (044)",1287,134,167,65,921
"Divorciado(a) (045)",77,5,13,3,56
"Soltero(a) (046)",6324,1316,814,262,3939
,,,,,
"RURAL (048)",18233,1757,3077,486,12925
"Conviviente (049)",5574,396,1162,161,3856
"Separado(a) (050)",549,37,56,13,445
"Casado(a) (051)",5030,335,1140,159,3402
"Viudo(a) (052)",828,49,60,18,702
"Divorciado(a) (053)",55,1,13,2,39
"Soltero(a) (054)",6197,939,646,133,4481
"Hombres (056)",10623,817,2568,320,6925
"Conviviente (057)",3240,142,1022,105,1971
"Separado(a) (058)",216,7,37,8,166
"Casado(a) (059)",2946,143,939,103,1764
"Viudo(a) (060)",300,12,33,8,247
"Divorciado(a) (061)",33,,10,,23
"Soltero(a) (062)",3888,513,527,96,2754
"Mujeres (064)",7610,940,509,166,6000
"Conviviente (065)",2334,254,140,56,1885
"Separado(a) (066)",333,30,19,5,279
"Casado(a) (067)",2084,192,201,56,1638
"Viudo(a) (068)",528,37,27,10,455
"Divorciado(a) (069)",22,1,3,2,16
"Soltero(a) (070)",2309,426,119,37,1727
