"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia HUANCAVELICA",,,,,,,
"Viviendas particulares (001)",33548,3770,96,558,25452,2256,1416
"Ocupantes presentes (002)",141005,12638,325,2676,111255,8629,5482
"Casa independiente",,,,,,,
"Viviendas particulares (004)",29398,2260,78,504,23614,1746,1196
"Ocupantes presentes (005)",126663,8241,281,2410,103927,7051,4753
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",116,64,,3,39,7,3
"Ocupantes presentes (008)",330,151,,13,149,8,9
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",505,295,,4,120,66,20
"Ocupantes presentes (011)",1652,867,,15,529,174,67
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",1842,1061,,35,489,191,66
"Ocupantes presentes (014)",6410,3085,,182,2186,715,242
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1614,49,18,12,1187,226,122
"Ocupantes presentes (017)",5706,150,44,56,4460,616,380
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",17,14,,,1,,2
"Ocupantes presentes (020)",57,43,,,1,,13
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",53,25,,,2,20,6
"Ocupantes presentes (023)",174,89,,,3,65,17
"Otro tipo",,,,,,,
"Viviendas particulares (025)",3,2,,,,,1
"Ocupantes presentes (026)",13,12,,,,,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",14318,3451,59,470,8612,1017,709
"Ocupantes presentes (029)",58144,11624,215,2313,37736,3664,2592
"Casa independiente",,,,,,,
"Viviendas particulares (031)",11790,1991,59,428,7961,738,613
"Ocupantes presentes (032)",49531,7381,215,2103,34868,2719,2245
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",116,64,,3,39,7,3
"Ocupantes presentes (035)",330,151,,13,149,8,9
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",505,295,,4,120,66,20
"Ocupantes presentes (038)",1652,867,,15,529,174,67
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",1842,1061,,35,489,191,66
"Ocupantes presentes (041)",6410,3085,,182,2186,715,242
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",17,14,,,1,,2
"Ocupantes presentes (047)",57,43,,,1,,13
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",46,24,,,2,15,5
"Ocupantes presentes (050)",152,85,,,3,48,16
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,2,,,,,
"Ocupantes presentes (053)",12,12,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",19230,319,37,88,16840,1239,707
"Ocupantes presentes (056)",82861,1014,110,363,73519,4965,2890
"Casa independiente",,,,,,,
"Viviendas particulares (058)",17608,269,19,76,15653,1008,583
"Ocupantes presentes (059)",77132,860,66,307,69059,4332,2508
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1614,49,18,12,1187,226,122
"Ocupantes presentes (071)",5706,150,44,56,4460,616,380
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",7,1,,,,5,1
"Ocupantes presentes (077)",22,4,,,,17,1
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",1,,,,,,1
