"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN MARCOS (000)",14215,1668,2029,7912,211,2079,316
"Conviviente (001)",6511,541,994,4166,102,625,83
"Separado(a) (002)",359,60,56,201,1,20,21
"Casado(a) (003)",3387,555,317,2169,70,238,38
"Viudo(a) (004)",408,18,47,280,8,35,20
"Divorciado(a) (005)",73,13,8,30,1,7,14
"Soltero(a) (006)",3477,481,607,1066,29,1154,140
"Hombres (008)",11208,938,1699,6985,200,1367,19
"Conviviente (009)",5448,343,839,3845,100,314,7
"Separado(a) (010)",164,8,30,117,1,8,
"Casado(a) (011)",2746,344,282,1939,66,113,2
"Viudo(a) (012)",225,6,15,182,8,14,
"Divorciado(a) (013)",31,4,5,18,1,3,
"Soltero(a) (014)",2594,233,528,884,24,915,10
"Mujeres (016)",3007,730,330,927,11,712,297
"Conviviente (017)",1063,198,155,321,2,311,76
"Separado(a) (018)",195,52,26,84,,12,21
"Casado(a) (019)",641,211,35,230,4,125,36
"Viudo(a) (020)",183,12,32,98,,21,20
"Divorciado(a) (021)",42,9,3,12,,4,14
"Soltero(a) (022)",883,248,79,182,5,239,130
,,,,,,,
"URBANA (024)",4324,1364,536,1977,63,231,153
"Conviviente (025)",1579,431,253,789,20,59,27
"Separado(a) (026)",148,41,19,73,1,5,9
"Casado(a) (027)",1318,472,107,638,28,54,19
"Viudo(a) (028)",109,13,7,69,1,9,10
"Divorciado(a) (029)",32,12,3,13,1,2,1
"Soltero(a) (030)",1138,395,147,395,12,102,87
"Hombres (032)",2888,769,476,1447,55,134,7
"Conviviente (033)",1171,268,226,625,19,32,1
"Separado(a) (034)",56,7,14,31,1,3,
"Casado(a) (035)",903,289,97,475,24,16,2
"Viudo(a) (036)",40,4,4,27,1,4,
"Divorciado(a) (037)",13,3,2,6,1,1,
"Soltero(a) (038)",705,198,133,283,9,78,4
"Mujeres (040)",1436,595,60,530,8,97,146
"Conviviente (041)",408,163,27,164,1,27,26
"Separado(a) (042)",92,34,5,42,,2,9
"Casado(a) (043)",415,183,10,163,4,38,17
"Viudo(a) (044)",69,9,3,42,,5,10
"Divorciado(a) (045)",19,9,1,7,,1,1
"Soltero(a) (046)",433,197,14,112,3,24,83
,,,,,,,
"RURAL (048)",9891,304,1493,5935,148,1848,163
"Conviviente (049)",4932,110,741,3377,82,566,56
"Separado(a) (050)",211,19,37,128,,15,12
"Casado(a) (051)",2069,83,210,1531,42,184,19
"Viudo(a) (052)",299,5,40,211,7,26,10
"Divorciado(a) (053)",41,1,5,17,,5,13
"Soltero(a) (054)",2339,86,460,671,17,1052,53
"Hombres (056)",8320,169,1223,5538,145,1233,12
"Conviviente (057)",4277,75,613,3220,81,282,6
"Separado(a) (058)",108,1,16,86,,5,
"Casado(a) (059)",1843,55,185,1464,42,97,
"Viudo(a) (060)",185,2,11,155,7,10,
"Divorciado(a) (061)",18,1,3,12,,2,
"Soltero(a) (062)",1889,35,395,601,15,837,6
"Mujeres (064)",1571,135,270,397,3,615,151
"Conviviente (065)",655,35,128,157,1,284,50
"Separado(a) (066)",103,18,21,42,,10,12
"Casado(a) (067)",226,28,25,67,,87,19
"Viudo(a) (068)",114,3,29,56,,16,10
"Divorciado(a) (069)",23,,2,5,,3,13
"Soltero(a) (070)",450,51,65,70,2,215,47
