"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia OTUZCO (000)",41392,32746,8646
"De 3 a 5 años (001)",6009,261,5748
"De 6 a 11 años (002)",12751,10704,2047
"De 12 a 16 años (003)",10787,10514,273
"De 17 a 24 años (004)",11845,11267,578
"Hombres (005)",21067,16922,4145
"De 3 a 5 años (006)",2982,124,2858
"De 6 a 11 años (007)",6473,5476,997
"De 12 a 16 años (008)",5593,5482,111
"De 17 a 24 años (009)",6019,5840,179
"Mujeres (010)",20325,15824,4501
"De 3 a 5 años (011)",3027,137,2890
"De 6 a 11 años (012)",6278,5228,1050
"De 12 a 16 años (013)",5194,5032,162
"De 17 a 24 años (014)",5826,5427,399
,,,
"URBANA (015)",9102,7712,1390
"De 3 a 5 años (016)",1153,102,1051
"De 6 a 11 años (017)",2640,2406,234
"De 12 a 16 años (018)",2540,2507,33
"De 17 a 24 años (019)",2769,2697,72
"Hombres (020)",4584,3897,687
"De 3 a 5 años (021)",577,48,529
"De 6 a 11 años (022)",1336,1221,115
"De 12 a 16 años (023)",1297,1283,14
"De 17 a 24 años (024)",1374,1345,29
"Mujeres (025)",4518,3815,703
"De 3 a 5 años (026)",576,54,522
"De 6 a 11 años (027)",1304,1185,119
"De 12 a 16 años (028)",1243,1224,19
"De 17 a 24 años (029)",1395,1352,43
,,,
"RURAL (030)",32290,25034,7256
"De 3 a 5 años (031)",4856,159,4697
"De 6 a 11 años (032)",10111,8298,1813
"De 12 a 16 años (033)",8247,8007,240
"De 17 a 24 años (034)",9076,8570,506
"Hombres (035)",16483,13025,3458
"De 3 a 5 años (036)",2405,76,2329
"De 6 a 11 años (037)",5137,4255,882
"De 12 a 16 años (038)",4296,4199,97
"De 17 a 24 años (039)",4645,4495,150
"Mujeres (040)",15807,12009,3798
"De 3 a 5 años (041)",2451,83,2368
"De 6 a 11 años (042)",4974,4043,931
"De 12 a 16 años (043)",3951,3808,143
"De 17 a 24 años (044)",4431,4075,356
