"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia OCROS",,,,,,,,,
"Hogares (001)",2559,167,70,35,20,13,9,12,2233
"Ocupantes presentes (002)",9130,573,218,115,57,52,30,43,8042
"Casa independiente",,,,,,,,,
"Hogares (004)",2463,164,70,34,20,12,9,12,2142
"Ocupantes presentes (005)",8804,570,218,112,57,47,30,43,7727
"Departamento en edificio",,,,,,,,,
"Hogares (007)",3,1,,,,,,,2
"Ocupantes presentes (008)",8,1,,,,,,,7
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",11,1,,,,,,,10
"Ocupantes presentes (014)",44,1,,,,,,,43
"Choza o cabaña",,,,,,,,,
"Hogares (016)",79,1,,1,,1,,,76
"Ocupantes presentes (017)",268,1,,3,,5,,,259
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",2,,,,,,,,2
"Ocupantes presentes (023)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
"Hogares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",1457,119,43,26,16,10,6,9,1228
"Ocupantes presentes (029)",5236,413,136,86,48,37,17,32,4467
"Casa independiente",,,,,,,,,
"Hogares (031)",1443,117,43,26,16,10,6,9,1216
"Ocupantes presentes (032)",5184,411,136,86,48,37,17,32,4417
"Departamento en edificio",,,,,,,,,
"Hogares (034)",3,1,,,,,,,2
"Ocupantes presentes (035)",8,1,,,,,,,7
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",11,1,,,,,,,10
"Ocupantes presentes (041)",44,1,,,,,,,43
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",1102,48,27,9,4,3,3,3,1005
"Ocupantes presentes (056)",3894,160,82,29,9,15,13,11,3575
"Casa independiente",,,,,,,,,
"Hogares (058)",1020,47,27,8,4,2,3,3,926
"Ocupantes presentes (059)",3620,159,82,26,9,10,13,11,3310
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",79,1,,1,,1,,,76
"Ocupantes presentes (071)",268,1,,3,,5,,,259
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",4,,,,,,,,4
