"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CARHUAZ (000)",12182,11682,63,2452,2464,1946,2719,1412,509,117,500,39803
"De 12 a 14 años (001)",12,3,1,1,1,,,,,,9,3
"De 15 a 19 años (002)",292,236,4,209,18,4,1,,,,56,261
"De 20 a 24 años (003)",1172,1019,7,681,273,41,16,1,,,153,1426
"De 25 a 29 años (004)",1372,1248,8,506,475,187,70,2,,,124,2319
"De 30 a 34 años (005)",1406,1362,2,332,491,301,209,26,,1,44,3285
"De 35 a 39 años (006)",1376,1344,6,170,380,344,356,75,13,,32,4093
"De 40 a 44 años (007)",1193,1179,5,117,230,269,386,128,36,8,14,4290
"De 45 a 49 años (008)",1036,1023,3,86,156,183,338,182,59,16,13,4302
"De 50 y más años (009)",4323,4268,27,350,440,617,1343,998,401,92,55,19824
"PEA (010)",2605,2425,6,631,584,413,478,223,73,17,180,7371
"De 12 a 14 años (011)",2,,,,,,,,,,2,
"De 15 a 19 años (012)",48,36,,35,,1,,,,,12,38
"De 20 a 24 años (013)",216,165,1,115,37,8,4,,,,51,231
"De 25 a 29 años (014)",300,251,1,121,89,34,5,1,,,49,427
"De 30 a 34 años (015)",368,351,,129,128,53,37,4,,,17,725
"De 35 a 39 años (016)",348,331,,65,106,77,68,13,2,,17,895
"De 40 a 44 años (017)",317,309,1,54,86,65,74,25,3,1,8,942
"De 45 a 49 años (018)",271,262,,36,58,51,65,39,7,6,9,968
"De 50 y más años (019)",735,720,3,76,80,124,225,141,61,10,15,3145
"Ocupada (020)",2519,2351,6,594,565,409,467,221,72,17,168,7214
"De 12 a 14 años (021)",2,,,,,,,,,,2,
"De 15 a 19 años (022)",43,33,,32,,1,,,,,10,35
