"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PARINACOCHAS (000)",28196,5190,927,10161,7614,1230,1951,338,785
"Quechua (001)",15491,3791,299,6450,3668,384,574,127,198
"Aymara (002)",68,9,,20,27,1,6,2,3
"Otra lengua nativa (004)",30,3,2,10,9,3,3,,
"Castellano (005)",12576,1366,625,3674,3909,842,1368,209,583
"Idioma extranjero (006)",2,,,1,1,,,,
"Es sordomudo/a (007)",29,21,1,6,,,,,1
"Hombres (009)",14203,1810,448,5199,4308,658,1039,234,507
"Quechua (010)",7556,1128,141,3308,2152,253,342,98,134
"Aymara (011)",35,1,,9,14,1,5,2,3
"Otra lengua nativa (013)",15,,1,6,6,,2,,
"Castellano (014)",6577,667,305,1872,2136,404,690,134,369
"Es sordomudo/a (016)",20,14,1,4,,,,,1
"Mujeres (018)",13993,3380,479,4962,3306,572,912,104,278
"Quechua (019)",7935,2663,158,3142,1516,131,232,29,64
"Aymara (020)",33,8,,11,13,,1,,
"Otra lengua nativa (022)",15,3,1,4,3,3,1,,
"Castellano (023)",5999,699,320,1802,1773,438,678,75,214
"Idioma extranjero (024)",2,,,1,1,,,,
"Es sordomudo/a (025)",9,7,,2,,,,,
,,,,,,,,,
"URBANA (027)",16307,2103,538,5353,4986,933,1559,233,602
"Quechua (028)",6445,1082,63,2589,1902,226,387,70,126
"Aymara (029)",48,3,,15,22,1,3,1,3
"Otra lengua nativa (031)",28,3,2,9,9,3,2,,
"Castellano (032)",9775,1006,473,2738,3053,703,1167,162,473
"Es sordomudo/a (034)",11,9,,2,,,,,
"Hombres (036)",8093,722,264,2652,2726,443,761,150,375
"Quechua (037)",3076,222,30,1260,1076,127,223,51,87
"Aymara (038)",24,,,6,11,1,2,1,3
"Otra lengua nativa (040)",13,,1,5,6,,1,,
"Castellano (041)",4974,494,233,1381,1633,315,535,98,285
"Es sordomudo/a (043)",6,6,,,,,,,
"Mujeres (045)",8214,1381,274,2701,2260,490,798,83,227
"Quechua (046)",3369,860,33,1329,826,99,164,19,39
"Aymara (047)",24,3,,9,11,,1,,
"Otra lengua nativa (049)",15,3,1,4,3,3,1,,
"Castellano (050)",4801,512,240,1357,1420,388,632,64,188
"Es sordomudo/a (052)",5,3,,2,,,,,
,,,,,,,,,
"RURAL (054)",11889,3087,389,4808,2628,297,392,105,183
"Quechua (055)",9046,2709,236,3861,1766,158,187,57,72
"Aymara (056)",20,6,,5,5,,3,1,
"Otra lengua nativa (058)",2,,,1,,,1,,
"Castellano (059)",2801,360,152,936,856,139,201,47,110
"Idioma extranjero (060)",2,,,1,1,,,,
"Es sordomudo/a (061)",18,12,1,4,,,,,1
"Hombres (063)",6110,1088,184,2547,1582,215,278,84,132
"Quechua (064)",4480,906,111,2048,1076,126,119,47,47
"Aymara (065)",11,1,,3,3,,3,1,
"Otra lengua nativa (067)",2,,,1,,,1,,
"Castellano (068)",1603,173,72,491,503,89,155,36,84
"Es sordomudo/a (070)",14,8,1,4,,,,,1
"Mujeres (072)",5779,1999,205,2261,1046,82,114,21,51
"Quechua (073)",4566,1803,125,1813,690,32,68,10,25
"Aymara (074)",9,5,,2,2,,,,
"Castellano (077)",1198,187,80,445,353,50,46,11,26
"Idioma extranjero (078)",2,,,1,1,,,,
"Es sordomudo/a (079)",4,4,,,,,,,
