"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUAYLAS (000)",16097,12416,935,792,1954
"Agric., ganadería, caza y silvicultura (001)",8892,7880,271,214,527
"Explotación de minas y canteras (003)",245,83,81,56,25
"Industrias manufactureras (004)",513,395,59,27,32
"Suministro de electricidad, gas y agua (005)",73,1,3,20,49
"Construcción (006)",836,487,166,154,29
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1661,1563,66,12,20
"Venta, mant.y rep. veh.autom y motoc. (008)",140,116,20,3,1
"Comercio al por mayor (009)",88,60,8,1,19
"Comercio al por menor (010)",1433,1387,38,8,
"Hoteles y restaurantes (011)",522,468,37,5,12
"Trans., almac. y comunicaciones (012)",677,581,48,22,26
"Intermediación financiera (013)",36,7,7,14,8
"Activid.inmobil., empres. y alquileres (014)",288,146,22,40,80
"Admin.pub. y defensa; p. segur soc.afil (015)",605,,,,605
"Enseñanza (016)",834,145,121,205,363
"Servicios sociales y de salud (017)",212,37,14,2,159
"Otras activ. serv.comun.soc y personales (018)",215,161,30,16,8
"Hogares privados con servicio doméstico (019)",215,215,,,
"Actividad economica no especificada (021)",273,247,10,5,11
"Hombres (022)",11691,9165,729,569,1228
"Agric., ganadería, caza y silvicultura (023)",7297,6588,223,145,341
"Explotación de minas y canteras (025)",234,79,80,52,23
"Industrias manufactureras (026)",424,336,52,18,18
"Suministro de electricidad, gas y agua (027)",69,1,2,18,48
"Construcción (028)",814,479,162,146,27
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",758,689,46,9,14
"Venta, mant.y rep. veh.autom y motoc. (030)",131,109,18,3,1
"Comercio al por mayor (031)",57,36,7,1,13
"Comercio al por menor (032)",570,544,21,5,
"Hoteles y restaurantes (033)",126,102,13,2,9
"Trans., almac. y comunicaciones (034)",643,557,44,21,21
"Intermediación financiera (035)",17,5,4,5,3
"Activid.inmobil., empres. y alquileres (036)",232,112,16,31,73
"Admin.pub. y defensa; p. segur soc.afil (037)",426,,,,426
"Enseñanza (038)",362,42,51,105,164
"Servicios sociales y de salud (039)",82,26,4,,52
"Otras activ. serv.comun.soc y personales (040)",119,77,26,13,3
"Hogares privados con servicio doméstico (041)",5,5,,,
"Actividad economica no especificada (043)",83,67,6,4,6
"Mujeres (044)",4406,3251,206,223,726
