"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia SANTIAGO DE CHUCO (000)",28020,22206,5814
"De 3 a 5 años (001)",4512,239,4273
"De 6 a 11 años (002)",8698,7581,1117
"De 12 a 16 años (003)",7150,7024,126
"De 17 a 24 años (004)",7660,7362,298
"Hombres (005)",14226,11398,2828
"De 3 a 5 años (006)",2242,107,2135
"De 6 a 11 años (007)",4351,3790,561
"De 12 a 16 años (008)",3692,3642,50
"De 17 a 24 años (009)",3941,3859,82
"Mujeres (010)",13794,10808,2986
"De 3 a 5 años (011)",2270,132,2138
"De 6 a 11 años (012)",4347,3791,556
"De 12 a 16 años (013)",3458,3382,76
"De 17 a 24 años (014)",3719,3503,216
,,,
"URBANA (015)",9505,7982,1523
"De 3 a 5 años (016)",1353,118,1235
"De 6 a 11 años (017)",2841,2643,198
"De 12 a 16 años (018)",2583,2550,33
"De 17 a 24 años (019)",2728,2671,57
"Hombres (020)",4653,3910,743
"De 3 a 5 años (021)",661,52,609
"De 6 a 11 años (022)",1405,1299,106
"De 12 a 16 años (023)",1286,1271,15
"De 17 a 24 años (024)",1301,1288,13
"Mujeres (025)",4852,4072,780
"De 3 a 5 años (026)",692,66,626
"De 6 a 11 años (027)",1436,1344,92
"De 12 a 16 años (028)",1297,1279,18
"De 17 a 24 años (029)",1427,1383,44
,,,
"RURAL (030)",18515,14224,4291
"De 3 a 5 años (031)",3159,121,3038
"De 6 a 11 años (032)",5857,4938,919
"De 12 a 16 años (033)",4567,4474,93
"De 17 a 24 años (034)",4932,4691,241
"Hombres (035)",9573,7488,2085
"De 3 a 5 años (036)",1581,55,1526
"De 6 a 11 años (037)",2946,2491,455
"De 12 a 16 años (038)",2406,2371,35
"De 17 a 24 años (039)",2640,2571,69
"Mujeres (040)",8942,6736,2206
"De 3 a 5 años (041)",1578,66,1512
"De 6 a 11 años (042)",2911,2447,464
"De 12 a 16 años (043)",2161,2103,58
"De 17 a 24 años (044)",2292,2120,172
