"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SECHURA (000)",20106,2752,4993,8784,736,1461,423,957
"Agric., ganadería, caza y silvicultura (001)",4358,8,865,2483,229,773,,
"Pesca (002)",3946,46,2183,1253,242,222,,
"Explotación de minas y canteras (003)",24,11,10,3,,,,
"Industrias manufactureras (004)",1675,89,885,608,55,38,,
"Suministro de electricidad, gas y agua (005)",25,10,11,4,,,,
"Construcción (006)",636,13,374,212,33,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3032,372,116,2156,96,292,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",248,23,67,138,14,6,,
"Comercio al por mayor (009)",335,65,26,216,14,14,,
"Comercio al por menor (010)",2449,284,23,1802,68,272,,
"Hoteles y restaurantes (011)",713,159,50,429,29,46,,
"Trans., almac. y comunicaciones (012)",1680,244,234,1162,20,20,,
"Intermediación financiera (013)",34,32,,2,,,,
"Activid.inmobil., empres. y alquileres (014)",403,245,63,85,5,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",704,582,122,,,,,
"Enseñanza (016)",663,582,2,75,,4,,
"Servicios sociales y de salud (017)",138,115,2,21,,,,
"Otras activ. serv.comun.soc y personales (018)",429,186,32,198,10,3,,
"Hogares privados con servicio doméstico (019)",423,,,,,,423,
"Actividad economica no especificada (021)",266,58,44,93,17,54,,
"Desocupado (022)",957,,,,,,,957
"Hombres (023)",14776,1408,4280,6580,637,1047,13,811
"Agric., ganadería, caza y silvicultura (024)",4124,6,801,2407,221,689,,
"Pesca (025)",3880,36,2149,1237,241,217,,
"Explotación de minas y canteras (026)",20,7,10,3,,,,
"Industrias manufactureras (027)",943,66,424,383,49,21,,
"Suministro de electricidad, gas y agua (028)",23,8,11,4,,,,
"Construcción (029)",620,7,365,211,33,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1301,178,111,890,49,73,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",236,21,65,135,13,2,,
"Comercio al por mayor (032)",245,41,24,165,13,2,,
"Comercio al por menor (033)",820,116,22,590,23,69,,
"Hoteles y restaurantes (034)",109,36,14,47,3,9,,
"Trans., almac. y comunicaciones (035)",1607,194,227,1148,20,18,,
"Intermediación financiera (036)",14,14,,,,,,
"Activid.inmobil., empres. y alquileres (037)",263,147,45,67,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",386,298,88,,,,,
"Enseñanza (039)",264,231,2,29,,2,,
"Servicios sociales y de salud (040)",49,44,,5,,,,
"Otras activ. serv.comun.soc y personales (041)",276,119,21,125,10,1,,
"Hogares privados con servicio doméstico (042)",13,,,,,,13,
"Actividad economica no especificada (044)",73,17,12,24,7,13,,
"Desocupado (045)",811,,,,,,,811
"Mujeres (046)",5330,1344,713,2204,99,414,410,146
"Agric., ganadería, caza y silvicultura (047)",234,2,64,76,8,84,,
"Pesca (048)",66,10,34,16,1,5,,
"Explotación de minas y canteras (049)",4,4,,,,,,
"Industrias manufactureras (050)",732,23,461,225,6,17,,
"Suministro de electricidad, gas y agua (051)",2,2,,,,,,
"Construcción (052)",16,6,9,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1731,194,5,1266,47,219,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",12,2,2,3,1,4,,
"Comercio al por mayor (055)",90,24,2,51,1,12,,
"Comercio al por menor (056)",1629,168,1,1212,45,203,,
"Hoteles y restaurantes (057)",604,123,36,382,26,37,,
"Trans., almac. y comunicaciones (058)",73,50,7,14,,2,,
"Intermediación financiera (059)",20,18,,2,,,,
"Activid.inmobil., empres. y alquileres (060)",140,98,18,18,1,5,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",318,284,34,,,,,
"Enseñanza (062)",399,351,,46,,2,,
"Servicios sociales y de salud (063)",89,71,2,16,,,,
"Otras activ. serv.comun.soc y personales (064)",153,67,11,73,,2,,
"Hogares privados con servicio doméstico (065)",410,,,,,,410,
"Actividad economica no especificada (067)",193,41,32,69,10,41,,
,,,,,,,,
"URBANA (068)",18680,2676,4724,8103,691,1173,409,904
"Agric., ganadería, caza y silvicultura (069)",3520,7,678,2064,188,583,,
"Pesca (070)",3812,46,2141,1218,241,166,,
"Explotación de minas y canteras (071)",23,11,10,2,,,,
"Industrias manufactureras (072)",1627,89,878,570,55,35,,
"Suministro de electricidad, gas y agua (073)",25,10,11,4,,,,
"Construcción (074)",633,13,371,212,33,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",2852,341,98,2042,96,275,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",241,23,64,134,14,6,,
"Comercio al por mayor (077)",330,63,25,214,14,14,,
"Comercio al por menor (078)",2281,255,9,1694,68,255,,
"Hoteles y restaurantes (079)",660,157,50,400,28,25,,
"Trans., almac. y comunicaciones (080)",1633,241,228,1124,20,20,,
"Intermediación financiera (081)",34,32,,2,,,,
"Activid.inmobil., empres. y alquileres (082)",394,238,61,85,5,5,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",697,576,121,,,,,
"Enseñanza (084)",644,564,2,74,,4,,
"Servicios sociales y de salud (085)",133,110,2,21,,,,
"Otras activ. serv.comun.soc y personales (086)",420,184,30,193,10,3,,
"Hogares privados con servicio doméstico (087)",409,,,,,,409,
"Actividad economica no especificada (089)",260,57,43,92,15,53,,
"Desocupado (090)",904,,,,,,,904
"Hombres (091)",13597,1361,4031,6017,595,818,13,762
"Agric., ganadería, caza y silvicultura (092)",3345,5,626,2006,181,527,,
"Pesca (093)",3748,36,2107,1203,240,162,,
"Explotación de minas y canteras (094)",19,7,10,2,,,,
"Industrias manufactureras (095)",929,66,421,372,49,21,,
"Suministro de electricidad, gas y agua (096)",23,8,11,4,,,,
"Construcción (097)",617,7,362,211,33,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",1171,150,94,815,49,63,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",229,21,62,131,13,2,,
"Comercio al por mayor (100)",243,40,23,165,13,2,,
"Comercio al por menor (101)",699,89,9,519,23,59,,
"Hoteles y restaurantes (102)",104,36,14,45,2,7,,
"Trans., almac. y comunicaciones (103)",1561,191,221,1111,20,18,,
"Intermediación financiera (104)",14,14,,,,,,
"Activid.inmobil., empres. y alquileres (105)",255,141,43,67,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",381,294,87,,,,,
"Enseñanza (107)",261,228,2,29,,2,,
"Servicios sociales y de salud (108)",49,44,,5,,,,
"Otras activ. serv.comun.soc y personales (109)",273,118,21,123,10,1,,
"Hogares privados con servicio doméstico (110)",13,,,,,,13,
"Actividad economica no especificada (112)",72,16,12,24,7,13,,
"Desocupado (113)",762,,,,,,,762
"Mujeres (114)",5083,1315,693,2086,96,355,396,142
"Agric., ganadería, caza y silvicultura (115)",175,2,52,58,7,56,,
