"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARAÑON (000)",24477,5294,883,12645,4598,168,398,234,257
"Jefe o Jefa (001)",6239,1233,9,3302,1222,64,202,68,139
"Esposa(o)/ compa¤era(o) (002)",4180,1368,6,1986,628,22,93,31,46
"Hijo(a)/ hijastro(a) (003)",11350,1979,752,6109,2258,66,61,97,28
"Yerno/ nuera (004)",203,19,,91,78,4,4,3,4
"Nieto(a) (005)",836,193,80,478,77,,,7,1
"Padres/ suegros (006)",296,213,,75,6,1,1,,
"Otro(a) pariente (007)",992,224,35,458,228,7,11,19,10
"Trabajador(a) del hogar (008)",63,9,,36,17,1,,,
"Pensionista (009)",9,,,1,2,,4,1,1
"Otro(a) no pariente (010)",309,56,1,109,82,3,22,8,28
"Hombres (012)",12555,1781,470,6879,2802,98,220,145,160
"Jefe o Jefa (013)",4711,551,4,2746,1036,55,159,52,108
"Esposa(o)/ compa¤era(o) (014)",352,38,,184,100,4,12,6,8
"Hijo(a)/ hijastro(a) (015)",6064,944,393,3240,1358,31,25,60,13
"Yerno/ nuera (016)",83,5,,32,37,1,2,2,4
"Nieto(a) (017)",440,91,51,251,40,,,6,1
"Padres/ suegros (018)",86,35,,44,5,1,1,,
"Otro(a) pariente (019)",577,93,22,275,161,3,6,12,5
"Trabajador(a) del hogar (020)",34,,,24,9,1,,,
"Pensionista (021)",7,,,1,1,,4,1,
"Otro(a) no pariente (022)",201,24,,82,55,2,11,6,21
"Mujeres (024)",11922,3513,413,5766,1796,70,178,89,97
"Jefe o Jefa (025)",1528,682,5,556,186,9,43,16,31
"Esposa(o)/ compa¤era(o) (026)",3828,1330,6,1802,528,18,81,25,38
"Hijo(a)/ hijastro(a) (027)",5286,1035,359,2869,900,35,36,37,15
"Yerno/ nuera (028)",120,14,,59,41,3,2,1,
"Nieto(a) (029)",396,102,29,227,37,,,1,
"Padres/ suegros (030)",210,178,,31,1,,,,
"Otro(a) pariente (031)",415,131,13,183,67,4,5,7,5
"Trabajador(a) del hogar (032)",29,9,,12,8,,,,
"Pensionista (033)",2,,,,1,,,,1
"Otro(a) no pariente (034)",108,32,1,27,27,1,11,2,7
,,,,,,,,,
"URBANA (036)",3715,440,128,1499,1055,63,214,144,172
"Jefe o Jefa (037)",911,71,1,331,239,27,107,42,93
"Esposa(o)/ compa¤era(o) (038)",606,103,,232,152,11,59,19,30
"Hijo(a)/ hijastro(a) (039)",1614,170,111,716,494,18,28,56,21
"Yerno/ nuera (040)",34,,,6,19,1,3,2,3
"Nieto(a) (041)",140,18,12,79,28,,,2,1
"Padres/ suegros (042)",56,31,,24,1,,,,
"Otro(a) pariente (043)",198,23,3,66,73,5,6,16,6
"Trabajador(a) del hogar (044)",27,8,,11,8,,,,
"Pensionista (045)",6,,,1,2,,2,,1
"Otro(a) no pariente (046)",123,16,1,33,39,1,9,7,17
"Hombres (048)",1916,144,68,794,572,33,109,90,106
"Jefe o Jefa (049)",691,22,,265,197,23,81,34,69
