"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia CHUCUITO (000)",1280,1246,34
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",165,165,
"Casa pensión (003)",10,10,
"Hospital, clinica (004)",44,42,2
"Cárcel, centro de readaptación social (005)",1,1,
"Asilo (006)",60,60,
"Otro (008)",395,381,14
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",605,587,18
