"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PALLASCA (000)",10270,10053,2891,1136,1048,916,1567,1161,762,572,217,33196
"De 12 a 14 años (001)",1175,1169,1164,5,,,,,,,6,5
"De 15 a 19 años (002)",1382,1372,1151,190,25,5,1,,,,10,259
"De 20 a 24 años (003)",957,897,228,365,229,52,21,2,,,60,1078
"De 25 a 29 años (004)",850,812,97,189,236,157,120,11,2,,38,1736
"De 30 a 34 años (005)",842,813,66,117,165,161,217,71,12,4,29,2470
"De 35 a 39 años (006)",820,802,29,63,103,152,269,130,44,12,18,3229
"De 40 a 44 años (007)",737,731,19,35,68,111,196,194,82,26,6,3598
"De 45 a 49 años (008)",612,606,22,25,37,77,158,136,95,56,6,3347
"De 50 y más años (009)",2895,2851,115,147,185,201,585,617,527,474,44,17474
"PEA (010)",1739,1661,405,297,252,198,250,135,80,44,78,4538
"De 12 a 14 años (011)",33,33,33,,,,,,,,,
"De 15 a 19 años (012)",172,172,141,31,,,,,,,,31
"De 20 a 24 años (013)",202,176,73,68,32,1,1,1,,,26,145
"De 25 a 29 años (014)",216,197,65,58,46,18,10,,,,19,247
"De 30 a 34 años (015)",236,222,47,61,54,33,20,7,,,14,400
"De 35 a 39 años (016)",218,210,16,30,42,46,59,12,4,1,8,626
"De 40 a 44 años (017)",177,174,5,13,30,38,49,27,10,2,3,681
"De 45 a 49 años (018)",126,124,6,8,12,25,35,22,11,5,2,560
"De 50 y más años (019)",359,353,19,28,36,37,76,66,55,36,6,1848
"Ocupada (020)",1629,1555,346,275,246,193,243,131,78,43,74,4405
"De 12 a 14 años (021)",24,24,24,,,,,,,,,
"De 15 a 19 años (022)",131,131,106,25,,,,,,,,25
"De 20 a 24 años (023)",182,159,66,60,31,1,1,,,,23,129
