"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia EL DORADO",,,,,,,,
"Hogares (001)",7490,5438,1624,545,79,547,107,1556
"Ocupantes presentes (002)",33628,25081,7208,2378,325,2350,456,6417
"Casa independiente",,,,,,,,
"Hogares (004)",6243,4596,1523,512,78,517,99,1194
"Ocupantes presentes (005)",28007,21114,6787,2246,321,2241,430,4917
"Departamento en edificio",,,,,,,,
"Hogares (007)",2,1,1,,,,,
"Ocupantes presentes (008)",9,4,5,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",72,39,47,10,1,16,8,10
"Ocupantes presentes (011)",217,124,148,29,4,56,26,22
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",20,10,8,1,,1,,7
"Ocupantes presentes (014)",48,24,15,2,,1,,18
"Choza o cabaña",,,,,,,,
"Hogares (016)",1129,776,42,20,,12,,337
"Ocupantes presentes (017)",5244,3737,240,93,,48,,1435
"Vivienda improvisada",,,,,,,,
"Hogares (019)",9,6,,,,,,3
"Ocupantes presentes (020)",40,29,,,,,,11
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",7,6,3,2,,1,,1
"Ocupantes presentes (023)",38,34,13,8,,4,,4
"Otro tipo",,,,,,,,
"Hogares (025)",8,4,,,,,,4
"Ocupantes presentes (026)",25,15,,,,,,10
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",3013,2054,1286,414,75,462,105,555
"Ocupantes presentes (029)",13077,9150,5632,1776,314,1978,449,2192
"Casa independiente",,,,,,,,
"Hogares (031)",2904,1993,1227,401,74,444,97,534
"Ocupantes presentes (032)",12732,8940,5451,1737,310,1917,423,2139
"Departamento en edificio",,,,,,,,
"Hogares (034)",2,1,1,,,,,
"Ocupantes presentes (035)",9,4,5,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",72,39,47,10,1,16,8,10
"Ocupantes presentes (038)",217,124,148,29,4,56,26,22
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",20,10,8,1,,1,,7
"Ocupantes presentes (041)",48,24,15,2,,1,,18
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",9,6,,,,,,3
"Ocupantes presentes (047)",40,29,,,,,,11
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",5,5,3,2,,1,,
"Ocupantes presentes (050)",29,29,13,8,,4,,
"Otro tipo",,,,,,,,
"Hogares (052)",1,,,,,,,1
"Ocupantes presentes (053)",2,,,,,,,2
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",4477,3384,338,131,4,85,2,1001
"Ocupantes presentes (056)",20551,15931,1576,602,11,372,7,4225
"Casa independiente",,,,,,,,
"Hogares (058)",3339,2603,296,111,4,73,2,660
"Ocupantes presentes (059)",15275,12174,1336,509,11,324,7,2778
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",1129,776,42,20,,12,,337
"Ocupantes presentes (071)",5244,3737,240,93,,48,,1435
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,1,,,,,,1
"Ocupantes presentes (077)",9,5,,,,,,4
"Otro tipo",,,,,,,,
"Hogares (079)",7,4,,,,,,3
"Ocupantes presentes (080)",23,15,,,,,,8
