"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CONDESUYOS (000)",18991,318,5115,4773,4225,2997,1563
"Hombres (001)",10539,159,2572,2820,2607,1681,700
"Mujeres (002)",8452,159,2543,1953,1618,1316,863
"Viviendas particulares (003)",17146,315,5075,4016,3392,2792,1556
"Hombres (004)",8829,159,2554,2117,1818,1488,693
"Mujeres (005)",8317,156,2521,1899,1574,1304,863
"Viviendas colectivas (006)",1810,3,40,742,826,196,3
"Hombres (007)",1683,,18,691,786,185,3
"Mujeres (008)",127,3,22,51,40,11,
"Otro tipo (009)",35,,,15,7,9,4
"Hombres (010)",27,,,12,3,8,4
"Mujeres (011)",8,,,3,4,1,
,,,,,,,
"URBANA (012)",7764,125,2256,1891,1625,1287,580
"Hombres (013)",3979,67,1143,990,822,718,239
"Mujeres (014)",3785,58,1113,901,803,569,341
"Viviendas particulares (015)",7555,122,2217,1819,1564,1259,574
"Hombres (016)",3837,67,1126,936,778,697,233
"Mujeres (017)",3718,55,1091,883,786,562,341
"Viviendas colectivas (018)",184,3,39,63,56,21,2
"Hombres (019)",122,,17,46,42,15,2
"Mujeres (020)",62,3,22,17,14,6,
"Otro tipo (021)",25,,,9,5,7,4
"Hombres (022)",20,,,8,2,6,4
"Mujeres (023)",5,,,1,3,1,
,,,,,,,
"RURAL (024)",11227,193,2859,2882,2600,1710,983
"Hombres (025)",6560,92,1429,1830,1785,963,461
"Mujeres (026)",4667,101,1430,1052,815,747,522
"Viviendas particulares (027)",9591,193,2858,2197,1828,1533,982
"Hombres (028)",4992,92,1428,1181,1040,791,460
"Mujeres (029)",4599,101,1430,1016,788,742,522
"Viviendas colectivas (030)",1626,,1,679,770,175,1
"Hombres (031)",1561,,1,645,744,170,1
"Mujeres (032)",65,,,34,26,5,
"Otro tipo (033)",10,,,6,2,2,
"Hombres (034)",7,,,4,1,2,
"Mujeres (035)",3,,,2,1,,
