"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia FERREÑAFE (000)",82755,25631,9529,2427,45256
"Hombres (001)",40850,11586,4583,1343,23396
"Mujeres (002)",41905,14045,4946,1084,21860
"PEA (003)",30094,5773,3444,992,19940
"Hombres (004)",22230,3931,2188,737,15415
"Mujeres (005)",7864,1842,1256,255,4525
"Ocupada (006)",27955,5352,3337,955,18365
"Hombres (007)",20603,3620,2114,710,14199
"Mujeres (008)",7352,1732,1223,245,4166
"Desocupada (009)",2139,421,107,37,1575
"Hombres (010)",1627,311,74,27,1216
"Mujeres (011)",512,110,33,10,359
"No PEA (012)",52661,19858,6085,1435,25316
"Hombres (013)",18620,7655,2395,606,7981
"Mujeres (014)",34041,12203,3690,829,17335
,,,,,
"URBANA (018)",45709,9226,8035,2190,26334
"Hombres (019)",22214,3975,3813,1194,13280
"Mujeres (020)",23495,5251,4222,996,13054
"PEA (021)",17598,2021,2996,896,11731
"Hombres (022)",12407,1295,1827,651,8667
"Mujeres (023)",5191,726,1169,245,3064
"Ocupada (024)",16133,1833,2902,862,10581
"Hombres (025)",11363,1182,1765,627,7821
"Mujeres (026)",4770,651,1137,235,2760
"Desocupada (027)",1465,188,94,34,1150
"Hombres (028)",1044,113,62,24,846
"Mujeres (029)",421,75,32,10,304
"No PEA (030)",28111,7205,5039,1294,14603
"Hombres (031)",9807,2680,1986,543,4613
"Mujeres (032)",18304,4525,3053,751,9990
,,,,,
"RURAL (036)",37046,16405,1494,237,18922
"Hombres (037)",18636,7611,770,149,10116
"Mujeres (038)",18410,8794,724,88,8806
"PEA (039)",12496,3752,448,96,8209
"Hombres (040)",9823,2636,361,86,6748
"Mujeres (041)",2673,1116,87,10,1461
"Ocupada (042)",11822,3519,435,93,7784
"Hombres (043)",9240,2438,349,83,6378
"Mujeres (044)",2582,1081,86,10,1406
"Desocupada (045)",674,233,13,3,425
"Hombres (046)",583,198,12,3,370
"Mujeres (047)",91,35,1,,55
"No PEA (048)",24550,12653,1046,141,10713
"Hombres (049)",8813,4975,409,63,3368
"Mujeres (050)",15737,7678,637,78,7345
