"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia GRAN CHIMU (000)",29400,623,9373,6983,5470,4484,2467
"Jefe o Jefa (001)",7523,,14,1046,2365,2585,1513
"Esposa(o) / compañera(o) (002)",4735,,10,1129,1771,1359,466
"Hijo(a) / hijastro(a) (003)",12240,428,7294,3538,782,189,9
"Yerno / nuera (004)",356,,6,215,114,21,
"Nieto(a) (005)",1645,132,1227,267,16,3,
"Padres / suegros (006)",353,,,,9,58,286
"Otro(a) pariente (007)",2104,61,764,613,308,201,157
"Trabajador(a) del hogar (008)",42,,2,21,7,4,8
"Pensionistas (009)",35,,5,13,13,3,1
"Otro(a) no pariente (010)",367,2,51,141,85,61,27
"Hombres (011)",15463,311,4816,3728,2881,2425,1302
"Jefe o Jefa (012)",5865,,6,819,1920,2044,1076
"Esposa(o) / compañera(o) (013)",342,,4,82,144,85,27
"Hijo(a) / hijastro(a) (014)",6681,207,3751,2130,473,116,4
"Yerno / nuera (015)",177,,2,78,83,14,
"Nieto(a) (016)",862,75,638,140,7,2,
"Padres / suegros (017)",134,,,,3,21,110
"Otro(a) pariente (018)",1130,29,393,365,187,91,65
"Trabajador(a) del hogar (019)",10,,,5,1,1,3
"Pensionistas (020)",16,,,5,9,2,
"Otro(a) no pariente (021)",246,,22,104,54,49,17
"Mujeres (022)",13937,312,4557,3255,2589,2059,1165
"Jefe o Jefa (023)",1658,,8,227,445,541,437
"Esposa(o) / compañera(o) (024)",4393,,6,1047,1627,1274,439
"Hijo(a) / hijastro(a) (025)",5559,221,3543,1408,309,73,5
"Yerno / nuera (026)",179,,4,137,31,7,
"Nieto(a) (027)",783,57,589,127,9,1,
"Padres / suegros (028)",219,,,,6,37,176
"Otro(a) pariente (029)",974,32,371,248,121,110,92
"Trabajador(a) del hogar (030)",32,,2,16,6,3,5
"Pensionistas (031)",19,,5,8,4,1,1
"Otro(a) no pariente (032)",121,2,29,37,31,12,10
,,,,,,,
"URBANA (033)",6480,106,1822,1595,1318,1036,603
"Jefe o Jefa (034)",1722,,8,213,560,593,348
"Esposa(o) / compañera(o) (035)",1010,,3,206,407,289,105
"Hijo(a) / hijastro(a) (036)",2471,63,1368,798,184,55,3
"Yerno / nuera (037)",78,,1,45,25,7,
"Nieto(a) (038)",391,32,288,65,5,1,
"Padres / suegros (039)",121,,,,2,17,102
"Otro(a) pariente (040)",502,11,129,192,82,53,35
"Trabajador(a) del hogar (041)",20,,2,11,3,2,2
"Pensionistas (042)",29,,5,10,11,2,1
"Otro(a) no pariente (043)",136,,18,55,39,17,7
"Hombres (044)",3224,59,941,790,626,524,284
"Jefe o Jefa (045)",1219,,3,156,406,429,225
"Esposa(o) / compañera(o) (046)",79,,1,19,34,16,9
"Hijo(a) / hijastro(a) (047)",1311,33,723,430,92,32,1
"Yerno / nuera (048)",40,,,17,17,6,
"Nieto(a) (049)",194,21,138,32,2,1,
"Padres / suegros (050)",37,,,,1,4,32
"Otro(a) pariente (051)",253,5,67,103,44,22,12
"Trabajador(a) del hogar (052)",3,,,1,,1,1
"Pensionistas (053)",12,,,3,8,1,
"Otro(a) no pariente (054)",76,,9,29,22,12,4
"Mujeres (055)",3256,47,881,805,692,512,319
"Jefe o Jefa (056)",503,,5,57,154,164,123
"Esposa(o) / compañera(o) (057)",931,,2,187,373,273,96
"Hijo(a) / hijastro(a) (058)",1160,30,645,368,92,23,2
"Yerno / nuera (059)",38,,1,28,8,1,
"Nieto(a) (060)",197,11,150,33,3,,
"Padres / suegros (061)",84,,,,1,13,70
"Otro(a) pariente (062)",249,6,62,89,38,31,23
"Trabajador(a) del hogar (063)",17,,2,10,3,1,1
"Pensionistas (064)",17,,5,7,3,1,1
"Otro(a) no pariente (065)",60,,9,26,17,5,3
,,,,,,,
"RURAL (066)",22920,517,7551,5388,4152,3448,1864
"Jefe o Jefa (067)",5801,,6,833,1805,1992,1165
"Esposa(o) / compañera(o) (068)",3725,,7,923,1364,1070,361
"Hijo(a) / hijastro(a) (069)",9769,365,5926,2740,598,134,6
"Yerno / nuera (070)",278,,5,170,89,14,
"Nieto(a) (071)",1254,100,939,202,11,2,
"Padres / suegros (072)",232,,,,7,41,184
"Otro(a) pariente (073)",1602,50,635,421,226,148,122
"Trabajador(a) del hogar (074)",22,,,10,4,2,6
"Pensionistas (075)",6,,,3,2,1,
"Otro(a) no pariente (076)",231,2,33,86,46,44,20
"Hombres (077)",12239,252,3875,2938,2255,1901,1018
"Jefe o Jefa (078)",4646,,3,663,1514,1615,851
"Esposa(o) / compañera(o) (079)",263,,3,63,110,69,18
"Hijo(a) / hijastro(a) (080)",5370,174,3028,1700,381,84,3
"Yerno / nuera (081)",137,,2,61,66,8,
"Nieto(a) (082)",668,54,500,108,5,1,
"Padres / suegros (083)",97,,,,2,17,78
"Otro(a) pariente (084)",877,24,326,262,143,69,53
"Trabajador(a) del hogar (085)",7,,,4,1,,2
"Pensionistas (086)",4,,,2,1,1,
"Otro(a) no pariente (087)",170,,13,75,32,37,13
"Mujeres (088)",10681,265,3676,2450,1897,1547,846
"Jefe o Jefa (089)",1155,,3,170,291,377,314
"Esposa(o) / compañera(o) (090)",3462,,4,860,1254,1001,343
"Hijo(a) / hijastro(a) (091)",4399,191,2898,1040,217,50,3
"Yerno / nuera (092)",141,,3,109,23,6,
"Nieto(a) (093)",586,46,439,94,6,1,
"Padres / suegros (094)",135,,,,5,24,106
"Otro(a) pariente (095)",725,26,309,159,83,79,69
"Trabajador(a) del hogar (096)",15,,,6,3,2,4
"Pensionistas (097)",2,,,1,1,,
"Otro(a) no pariente (098)",61,2,20,11,14,7,7
