"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia VIRU (000)",56406,8470,14514,13153,8421,5311,6537
"Conviviente (001)",21289,341,5252,7390,4311,2201,1794
"Separado(a) (002)",2267,21,361,652,536,335,362
"Casado(a) (003)",10693,25,666,2264,2590,2184,2964
"Viudo(a) (004)",1414,,15,52,114,192,1041
"Divorciado(a) (005)",146,,16,26,26,36,42
"Soltero(a) (006)",20597,8083,8204,2769,844,363,334
"Hombres (008)",29396,4270,7644,6941,4298,2764,3479
"Conviviente (009)",10579,106,2083,3794,2277,1238,1081
"Separado(a) (010)",662,2,46,180,173,106,155
"Casado(a) (011)",5395,15,232,1030,1264,1143,1711
"Viudo(a) (012)",395,,3,12,33,49,298
"Divorciado(a) (013)",84,,8,15,15,23,23
"Soltero(a) (014)",12281,4147,5272,1910,536,205,211
"Mujeres (016)",27010,4200,6870,6212,4123,2547,3058
"Conviviente (017)",10710,235,3169,3596,2034,963,713
"Separado(a) (018)",1605,19,315,472,363,229,207
"Casado(a) (019)",5298,10,434,1234,1326,1041,1253
"Viudo(a) (020)",1019,,12,40,81,143,743
"Divorciado(a) (021)",62,,8,11,11,13,19
"Soltero(a) (022)",8316,3936,2932,859,308,158,123
,,,,,,,
"URBANA (024)",43265,6429,11667,10641,6424,3884,4220
"Conviviente (025)",16581,266,4332,6037,3257,1604,1085
"Separado(a) (026)",1801,16,289,553,423,262,258
"Casado(a) (027)",7964,17,530,1849,2037,1599,1932
"Viudo(a) (028)",981,,10,46,83,148,694
"Divorciado(a) (029)",111,,14,23,23,24,27
"Soltero(a) (030)",15827,6130,6492,2133,601,247,224
"Hombres (032)",22277,3183,6093,5592,3240,1985,2184
"Conviviente (033)",8206,87,1741,3120,1705,897,656
"Separado(a) (034)",501,2,34,158,129,79,99
"Casado(a) (035)",3983,11,183,844,1003,833,1109
"Viudo(a) (036)",238,,1,11,21,34,171
"Divorciado(a) (037)",60,,7,14,12,15,12
"Soltero(a) (038)",9289,3083,4127,1445,370,127,137
"Mujeres (040)",20988,3246,5574,5049,3184,1899,2036
"Conviviente (041)",8375,179,2591,2917,1552,707,429
"Separado(a) (042)",1300,14,255,395,294,183,159
"Casado(a) (043)",3981,6,347,1005,1034,766,823
"Viudo(a) (044)",743,,9,35,62,114,523
"Divorciado(a) (045)",51,,7,9,11,9,15
"Soltero(a) (046)",6538,3047,2365,688,231,120,87
,,,,,,,
"RURAL (048)",13141,2041,2847,2512,1997,1427,2317
"Conviviente (049)",4708,75,920,1353,1054,597,709
"Separado(a) (050)",466,5,72,99,113,73,104
"Casado(a) (051)",2729,8,136,415,553,585,1032
"Viudo(a) (052)",433,,5,6,31,44,347
"Divorciado(a) (053)",35,,2,3,3,12,15
"Soltero(a) (054)",4770,1953,1712,636,243,116,110
"Hombres (056)",7119,1087,1551,1349,1058,779,1295
"Conviviente (057)",2373,19,342,674,572,341,425
"Separado(a) (058)",161,,12,22,44,27,56
"Casado(a) (059)",1412,4,49,186,261,310,602
"Viudo(a) (060)",157,,2,1,12,15,127
"Divorciado(a) (061)",24,,1,1,3,8,11
"Soltero(a) (062)",2992,1064,1145,465,166,78,74
"Mujeres (064)",6022,954,1296,1163,939,648,1022
"Conviviente (065)",2335,56,578,679,482,256,284
"Separado(a) (066)",305,5,60,77,69,46,48
"Casado(a) (067)",1317,4,87,229,292,275,430
"Viudo(a) (068)",276,,3,5,19,29,220
"Divorciado(a) (069)",11,,1,2,,4,4
"Soltero(a) (070)",1778,889,567,171,77,38,36
