"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia LORETO (000)",32300,22765,9535
"De 3 a 5 años (001)",5683,194,5489
"De 6 a 11 años (002)",9794,6726,3068
"De 12 a 16 años (003)",8135,7798,337
"De 17 a 24 años (004)",8688,8047,641
"Hombres (005)",16596,11874,4722
"De 3 a 5 años (006)",2852,93,2759
"De 6 a 11 años (007)",5119,3517,1602
"De 12 a 16 años (008)",4277,4137,140
"De 17 a 24 años (009)",4348,4127,221
"Mujeres (010)",15704,10891,4813
"De 3 a 5 años (011)",2831,101,2730
"De 6 a 11 años (012)",4675,3209,1466
"De 12 a 16 años (013)",3858,3661,197
"De 17 a 24 años (014)",4340,3920,420
,,,
"URBANA (015)",12943,10368,2575
"De 3 a 5 años (016)",2017,137,1880
"De 6 a 11 años (017)",3555,2931,624
"De 12 a 16 años (018)",3630,3603,27
"De 17 a 24 años (019)",3741,3697,44
"Hombres (020)",6641,5346,1295
"De 3 a 5 años (021)",1014,66,948
"De 6 a 11 años (022)",1835,1514,321
"De 12 a 16 años (023)",1938,1926,12
"De 17 a 24 años (024)",1854,1840,14
"Mujeres (025)",6302,5022,1280
"De 3 a 5 años (026)",1003,71,932
"De 6 a 11 años (027)",1720,1417,303
"De 12 a 16 años (028)",1692,1677,15
"De 17 a 24 años (029)",1887,1857,30
,,,
"RURAL (030)",19357,12397,6960
"De 3 a 5 años (031)",3666,57,3609
"De 6 a 11 años (032)",6239,3795,2444
"De 12 a 16 años (033)",4505,4195,310
"De 17 a 24 años (034)",4947,4350,597
"Hombres (035)",9955,6528,3427
"De 3 a 5 años (036)",1838,27,1811
"De 6 a 11 años (037)",3284,2003,1281
"De 12 a 16 años (038)",2339,2211,128
"De 17 a 24 años (039)",2494,2287,207
"Mujeres (040)",9402,5869,3533
"De 3 a 5 años (041)",1828,30,1798
"De 6 a 11 años (042)",2955,1792,1163
"De 12 a 16 años (043)",2166,1984,182
"De 17 a 24 años (044)",2453,2063,390
