"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CELENDIN (000)",25346,700,8631,8072,5829,2114
"Agric., ganadería, caza y silvicultura (001)",14731,379,4871,4372,3586,1523
"Explotación de minas y canteras (003)",42,1,20,16,5,
"Industrias manufactureras (004)",1534,58,510,467,355,144
"Suministro de electricidad, gas y agua (005)",19,,3,12,4,
"Construcción (006)",779,13,302,276,162,26
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1627,44,475,526,433,149
"Venta, mant.y rep. veh.autom.y motoc. (008)",113,1,60,29,20,3
"Comercio al por mayor (009)",57,,16,24,14,3
"Comercio al por menor (010)",1457,43,399,473,399,143
"Hoteles y restaurantes (011)",398,9,138,114,101,36
"Trans., almac. y comunicaciones (012)",511,11,239,183,70,8
"Intermediación financiera (013)",17,,9,4,3,1
"Activid.inmobil., empres. y alquileres (014)",137,,59,55,23,
"Admin.pub. y defensa; p. segur.soc afil (015)",369,,125,154,85,5
"Enseñanza (016)",1608,,330,893,374,11
"Servicios sociales y de salud (017)",169,,53,85,30,1
"Otras activ. serv.comun.soc y personales (018)",362,7,126,115,89,25
"Hogares privados con servicio doméstico (019)",718,52,313,181,127,45
"Actividad economica no especificada (021)",845,4,302,280,190,69
"Desocupado (022)",1480,122,756,339,192,71
"Hombres (023)",19235,491,6534,6012,4498,1700
"Agric., ganadería, caza y silvicultura (024)",13733,325,4524,4072,3382,1430
"Explotación de minas y canteras (026)",41,1,20,15,5,
"Industrias manufactureras (027)",426,12,137,135,91,51
"Suministro de electricidad, gas y agua (028)",15,,3,8,4,
"Construcción (029)",771,12,300,272,161,26
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",787,31,238,263,189,66
"Venta, mant.y rep. veh.autom.y motoc. (031)",104,1,55,27,18,3
"Comercio al por mayor (032)",36,,7,20,7,2
"Comercio al por menor (033)",647,30,176,216,164,61
"Hoteles y restaurantes (034)",72,2,35,20,13,2
"Trans., almac. y comunicaciones (035)",474,11,216,176,63,8
"Intermediación financiera (036)",15,,8,3,3,1
"Activid.inmobil., empres. y alquileres (037)",89,,33,39,17,
"Admin.pub. y defensa; p. segur.soc afil (038)",284,,83,119,78,4
"Enseñanza (039)",770,,148,412,204,6
"Servicios sociales y de salud (040)",74,,24,34,16,
"Otras activ. serv.comun.soc y personales (041)",221,6,86,61,47,21
"Hogares privados con servicio doméstico (042)",31,7,9,7,5,3
