"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CONDESUYOS (000)",4687,61,1657,1613,507,184,83,28,6,,548
"Conviviente (001)",1574,23,642,524,128,51,19,4,1,,182
"Separado(a) (002)",125,4,49,41,14,9,1,,,,7
"Casado(a) (003)",1935,23,675,694,257,75,42,11,3,,155
"Viudo(a) (004)",500,8,156,176,48,16,5,11,2,,78
"Divorciado(a) (005)",19,,9,7,1,,,,,,2
"Soltero(a) (006)",534,3,126,171,59,33,16,2,,,124
,,,,,,,,,,,
"URBANA (008)",2068,21,666,714,256,105,52,16,4,,234
"Conviviente (009)",635,4,242,236,51,22,10,2,1,,67
"Separado(a) (010)",61,2,27,12,9,6,1,,,,4
"Casado(a) (011)",876,9,268,305,136,49,27,8,2,,72
"Viudo(a) (012)",211,4,66,70,22,8,2,5,1,,33
"Divorciado(a) (013)",7,,3,3,,,,,,,1
"Soltero(a) (014)",278,2,60,88,38,20,12,1,,,57
,,,,,,,,,,,
"RURAL (016)",2619,40,991,899,251,79,31,12,2,,314
"Conviviente (017)",939,19,400,288,77,29,9,2,,,115
"Separado(a) (018)",64,2,22,29,5,3,,,,,3
"Casado(a) (019)",1059,14,407,389,121,26,15,3,1,,83
"Viudo(a) (020)",289,4,90,106,26,8,3,6,1,,45
"Divorciado(a) (021)",12,,6,4,1,,,,,,1
"Soltero(a) (022)",256,1,66,83,21,13,4,1,,,67
