"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",11678,563,6292,2384,568,233,133,37,4,,1464
"Sin Nivel (001)",1671,153,875,268,77,50,32,15,2,,199
"Educación Inicial (002)",10,1,5,,1,1,,,,,2
"Primaria (003)",6106,344,3604,1046,232,91,59,19,2,,709
"Secundaria (004)",3074,60,1585,788,143,43,27,3,,,425
"Sup. no Univ. Incompleta (005)",197,,64,76,15,6,2,,,,34
"Sup. no Univ. Completa (006)",202,2,51,60,42,13,2,,,,32
"Sup. Univ. Incompleta (007)",138,,47,52,15,7,1,,,,16
"Sup. Univ. Completa (008)",280,3,61,94,43,22,10,,,,47
,,,,,,,,,,,
"URBANA (010)",3783,131,1910,885,209,83,47,13,1,,504
"Sin Nivel (011)",250,32,111,36,12,6,6,2,,,45
"Educación Inicial (012)",2,,1,,1,,,,,,
"Primaria (013)",1427,66,846,257,51,23,17,8,1,,158
"Secundaria (014)",1502,31,792,387,60,17,14,3,,,198
"Sup. no Univ. Incompleta (015)",149,,48,58,10,5,2,,,,26
"Sup. no Univ. Completa (016)",168,2,44,52,33,10,1,,,,26
"Sup. Univ. Incompleta (017)",88,,33,29,9,5,1,,,,11
"Sup. Univ. Completa (018)",197,,35,66,33,17,6,,,,40
,,,,,,,,,,,
"RURAL (020)",7895,432,4382,1499,359,150,86,24,3,,960
"Sin Nivel (021)",1421,121,764,232,65,44,26,13,2,,154
"Educación Inicial (022)",8,1,4,,,1,,,,,2
"Primaria (023)",4679,278,2758,789,181,68,42,11,1,,551
"Secundaria (024)",1572,29,793,401,83,26,13,,,,227
"Sup. no Univ. Incompleta (025)",48,,16,18,5,1,,,,,8
"Sup. no Univ. Completa (026)",34,,7,8,9,3,1,,,,6
"Sup. Univ. Incompleta (027)",50,,14,23,6,2,,,,,5
"Sup. Univ. Completa (028)",83,3,26,28,10,5,4,,,,7
