"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia CHACHAPOYAS (000)",19254,74,2172,774,971,2065,5181,949,1266,4680,178,279,665
"Agric., ganadería, caza y silvicultura (001)",7849,,12,12,,,5180,,,2645,,,
"Pesca (002)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (003)",31,,1,,2,,,12,,16,,,
"Industrias manufactureras (004)",794,,18,22,9,3,,687,43,12,,,
"Suministro de electricidad, gas y agua (005)",48,,9,9,11,,,5,5,9,,,
"Construcción (006)",1105,1,50,26,8,,,39,660,321,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",2206,1,29,88,19,1558,,187,13,311,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",217,,5,10,3,41,,150,6,2,,,
"Comercio al por mayor (009)",156,,4,14,5,116,,,2,15,,,
"Comercio al por menor (010)",1833,1,20,64,11,1401,,37,5,294,,,
"Hoteles y restaurantes (011)",614,4,12,35,36,333,,,2,192,,,
"Trans., almac. y comunicaciones (012)",701,,13,36,54,19,,8,474,97,,,
"Intermediación financiera (013)",70,,10,16,40,,,,,4,,,
"Activid.inmobil., empres. y alquileres (014)",497,3,143,98,104,65,,1,8,75,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1204,46,166,150,466,40,,5,52,101,178,,
"Enseñanza (016)",1590,17,1448,15,84,,,,1,25,,,
"Servicios sociales y de salud (017)",447,1,203,182,38,7,,2,4,10,,,
"Otras activ. serv.comun.soc y personales (018)",444,1,55,80,63,40,,3,4,198,,,
"Hogares privados con servicio doméstico (019)",664,,,,,,,,,664,,,
"Actividad economica no especificada (021)",324,,3,5,37,,,,,,,279,
"Desocupado (022)",665,,,,,,,,,,,,665
"Hombres (023)",12476,58,1109,419,409,752,4526,722,1243,2581,170,69,418
"Agric., ganadería, caza y silvicultura (024)",6310,,11,9,,,4525,,,1765,,,
"Pesca (025)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (026)",30,,1,,1,,,12,,16,,,
"Industrias manufactureras (027)",537,,13,13,4,1,,463,35,8,,,
"Suministro de electricidad, gas y agua (028)",41,,8,9,5,,,5,5,9,,,
"Construcción (029)",1083,1,48,25,4,,,39,653,313,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",981,1,16,62,7,550,,184,13,148,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",201,,3,9,1,31,,149,6,2,,,
"Comercio al por mayor (032)",99,,3,12,4,65,,,2,13,,,
"Comercio al por menor (033)",681,1,10,41,2,454,,35,5,133,,,
"Hoteles y restaurantes (034)",137,2,5,13,11,71,,,1,34,,,
"Trans., almac. y comunicaciones (035)",620,,11,24,30,10,,8,469,68,,,
"Intermediación financiera (036)",34,,8,6,17,,,,,3,,,
"Activid.inmobil., empres. y alquileres (037)",338,3,113,60,39,65,,1,7,50,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",797,36,116,80,223,37,,5,51,79,170,,
"Enseñanza (039)",689,13,631,6,23,,,,1,15,,,
"Servicios sociales y de salud (040)",169,1,86,56,15,,,2,4,5,,,
"Otras activ. serv.comun.soc y personales (041)",194,1,40,52,27,18,,3,4,49,,,
"Hogares privados con servicio doméstico (042)",19,,,,,,,,,19,,,
"Actividad economica no especificada (044)",78,,2,4,3,,,,,,,69,
"Desocupado (045)",418,,,,,,,,,,,,418
"Mujeres (046)",6778,16,1063,355,562,1313,655,227,23,2099,8,210,247
"Agric., ganadería, caza y silvicultura (047)",1539,,1,3,,,655,,,880,,,
"Explotación de minas y canteras (049)",1,,,,1,,,,,,,,
"Industrias manufactureras (050)",257,,5,9,5,2,,224,8,4,,,
"Suministro de electricidad, gas y agua (051)",7,,1,,6,,,,,,,,
"Construcción (052)",22,,2,1,4,,,,7,8,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",1225,,13,26,12,1008,,3,,163,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",16,,2,1,2,10,,1,,,,,
"Comercio al por mayor (055)",57,,1,2,1,51,,,,2,,,
"Comercio al por menor (056)",1152,,10,23,9,947,,2,,161,,,
"Hoteles y restaurantes (057)",477,2,7,22,25,262,,,1,158,,,
"Trans., almac. y comunicaciones (058)",81,,2,12,24,9,,,5,29,,,
"Intermediación financiera (059)",36,,2,10,23,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",159,,30,38,65,,,,1,25,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",407,10,50,70,243,3,,,1,22,8,,
"Enseñanza (062)",901,4,817,9,61,,,,,10,,,
"Servicios sociales y de salud (063)",278,,117,126,23,7,,,,5,,,
"Otras activ. serv.comun.soc y personales (064)",250,,15,28,36,22,,,,149,,,
"Hogares privados con servicio doméstico (065)",645,,,,,,,,,645,,,
"Actividad economica no especificada (067)",246,,1,1,34,,,,,,,210,
"Desocupado (068)",247,,,,,,,,,,,,247
,,,,,,,,,,,,,
"URBANA (069)",13474,68,2028,734,932,1882,2135,835,1169,2739,176,207,569
"Agric., ganadería, caza y silvicultura (070)",3149,,12,10,,,2134,,,993,,,
"Pesca (071)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (072)",7,,1,,2,,,2,,2,,,
"Industrias manufactureras (073)",693,,18,22,9,3,,592,39,10,,,
"Suministro de electricidad, gas y agua (074)",37,,8,7,11,,,3,4,4,,,
"Construcción (075)",999,1,49,25,7,,,36,613,268,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",2006,1,29,80,19,1413,,184,11,269,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",211,,5,9,3,39,,149,5,1,,,
"Comercio al por mayor (078)",142,,4,12,5,108,,,2,11,,,
"Comercio al por menor (079)",1653,1,20,59,11,1266,,35,4,257,,,
"Hoteles y restaurantes (080)",562,4,12,30,36,300,,,2,178,,,
"Trans., almac. y comunicaciones (081)",650,,13,36,53,19,,8,432,89,,,
"Intermediación financiera (082)",69,,10,15,40,,,,,4,,,
"Activid.inmobil., empres. y alquileres (083)",482,3,141,97,101,61,,1,8,70,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1159,41,166,145,438,40,,5,51,97,176,,
"Enseñanza (085)",1457,16,1318,15,82,,,,1,25,,,
"Servicios sociales y de salud (086)",421,1,194,167,37,7,,1,4,10,,,
"Otras activ. serv.comun.soc y personales (087)",393,1,54,80,62,39,,3,4,150,,,
"Hogares privados con servicio doméstico (088)",570,,,,,,,,,570,,,
"Actividad economica no especificada (090)",250,,3,5,35,,,,,,,207,
"Desocupado (091)",569,,,,,,,,,,,,569
"Hombres (092)",8083,52,1041,395,385,697,1836,646,1148,1311,168,60,344
"Agric., ganadería, caza y silvicultura (093)",2467,,11,7,,,1835,,,614,,,
"Pesca (094)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (095)",6,,1,,1,,,2,,2,,,
"Industrias manufactureras (096)",475,,13,13,4,1,,406,31,7,,,
"Suministro de electricidad, gas y agua (097)",30,,7,7,5,,,3,4,4,,,
"Construcción (098)",978,1,47,24,3,,,36,607,260,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",900,1,16,55,7,501,,181,11,128,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",196,,3,8,1,30,,148,5,1,,,
"Comercio al por mayor (101)",88,,3,10,4,60,,,2,9,,,
"Comercio al por menor (102)",616,1,10,37,2,411,,33,4,118,,,
"Hoteles y restaurantes (103)",133,2,5,12,11,69,,,1,33,,,
"Trans., almac. y comunicaciones (104)",570,,11,24,29,10,,8,428,60,,,
"Intermediación financiera (105)",34,,8,6,17,,,,,3,,,
"Activid.inmobil., empres. y alquileres (106)",327,3,112,59,38,61,,1,7,46,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",764,31,116,77,205,37,,5,50,75,168,,
"Enseñanza (108)",625,12,570,6,21,,,,1,15,,,
"Servicios sociales y de salud (109)",158,1,83,49,15,,,1,4,5,,,
"Otras activ. serv.comun.soc y personales (110)",186,1,39,52,26,18,,3,4,43,,,
"Hogares privados con servicio doméstico (111)",16,,,,,,,,,16,,,
"Actividad economica no especificada (113)",69,,2,4,3,,,,,,,60,
"Desocupado (114)",344,,,,,,,,,,,,344
"Mujeres (115)",5391,16,987,339,547,1185,299,189,21,1428,8,147,225
"Agric., ganadería, caza y silvicultura (116)",682,,1,3,,,299,,,379,,,
"Explotación de minas y canteras (118)",1,,,,1,,,,,,,,
"Industrias manufactureras (119)",218,,5,9,5,2,,186,8,3,,,
"Suministro de electricidad, gas y agua (120)",7,,1,,6,,,,,,,,
"Construcción (121)",21,,2,1,4,,,,6,8,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",1106,,13,25,12,912,,3,,141,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",15,,2,1,2,9,,1,,,,,
"Comercio al por mayor (124)",54,,1,2,1,48,,,,2,,,
"Comercio al por menor (125)",1037,,10,22,9,855,,2,,139,,,
"Hoteles y restaurantes (126)",429,2,7,18,25,231,,,1,145,,,
"Trans., almac. y comunicaciones (127)",80,,2,12,24,9,,,4,29,,,
"Intermediación financiera (128)",35,,2,9,23,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",155,,29,38,63,,,,1,24,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",395,10,50,68,233,3,,,1,22,8,,
"Enseñanza (131)",832,4,748,9,61,,,,,10,,,
"Servicios sociales y de salud (132)",263,,111,118,22,7,,,,5,,,
"Otras activ. serv.comun.soc y personales (133)",207,,15,28,36,21,,,,107,,,
"Hogares privados con servicio doméstico (134)",554,,,,,,,,,554,,,
"Actividad economica no especificada (136)",181,,1,1,32,,,,,,,147,
"Desocupado (137)",225,,,,,,,,,,,,225
,,,,,,,,,,,,,
"RURAL (138)",5780,6,144,40,39,183,3046,114,97,1941,2,72,96
"Agric., ganadería, caza y silvicultura (139)",4700,,,2,,,3046,,,1652,,,
"Explotación de minas y canteras (141)",24,,,,,,,10,,14,,,
"Industrias manufactureras (142)",101,,,,,,,95,4,2,,,
"Suministro de electricidad, gas y agua (143)",11,,1,2,,,,2,1,5,,,
"Construcción (144)",106,,1,1,1,,,3,47,53,,,
