"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia PICOTA (000)",8540,5210,3330
"Red pública dentro de la vivienda (001)",3251,2887,364
"Red pública fuera de la vivienda (002)",1134,924,210
"Pilón de uso público (003)",64,32,32
"Camión - cisterna u otro similar (004)",4,3,1
"Pozo (005)",278,38,240
"Río, acequia, manatial o similar (006)",3493,1154,2339
"Vecino (007)",258,152,106
"Otro (008)",58,20,38
,,,
"URBANA (010)",5288,4315,973
"Red pública dentro de la vivienda (011)",2929,2610,319
"Red pública fuera de la vivienda (012)",853,713,140
"Pilón de uso público (013)",58,29,29
"Camión - cisterna u otro similar (014)",3,2,1
"Pozo (015)",40,35,5
"Río, acequia, manatial o similar (016)",1167,782,385
"Vecino (017)",215,130,85
"Otro (018)",23,14,9
,,,
"RURAL (020)",3252,895,2357
"Red pública dentro de la vivienda (021)",322,277,45
"Red pública fuera de la vivienda (022)",281,211,70
"Pilón de uso público (023)",6,3,3
"Camión - cisterna u otro similar (024)",1,1,
"Pozo (025)",238,3,235
"Río, acequia, manatial o similar (026)",2326,372,1954
"Vecino (027)",43,22,21
"Otro (028)",35,6,29
