"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia UCAYALI (000)",19826,2745,3427,9563,599,3065,427
"Sin nivel (001)",463,5,100,234,10,109,5
"Educación inicial (002)",8,1,1,3,,3,
"Primaria (003)",8682,137,1564,4885,270,1651,175
"Secundaria (004)",7637,556,1572,3802,257,1225,225
"Superior no univ. incompleta (005)",648,266,82,241,22,27,10
"Superior no univ. completa (006)",1386,1086,59,192,22,24,3
"Superior univ. incompleta (007)",337,179,31,96,9,17,5
"Superior univ. completa (008)",665,515,18,110,9,9,4
"Hombres (010)",13995,1648,2714,7659,477,1462,35
"Sin nivel (011)",232,5,41,151,7,27,1
"Educación inicial (012)",6,1,,2,,3,
"Primaria (013)",5993,74,1134,3947,205,622,11
"Secundaria (014)",5799,372,1363,3070,209,765,20
"Superior no univ. incompleta (015)",469,167,77,187,21,16,1
"Superior no univ. completa (016)",820,591,53,147,17,11,1
"Superior univ. incompleta (017)",238,115,29,72,9,13,
"Superior univ. completa (018)",438,323,17,83,9,5,1
"Mujeres (020)",5831,1097,713,1904,122,1603,392
"Sin nivel (021)",231,,59,83,3,82,4
"Educación inicial (022)",2,,1,1,,,
"Primaria (023)",2689,63,430,938,65,1029,164
"Secundaria (024)",1838,184,209,732,48,460,205
"Superior no univ. incompleta (025)",179,99,5,54,1,11,9
"Superior no univ. completa (026)",566,495,6,45,5,13,2
"Superior univ. incompleta (027)",99,64,2,24,,4,5
"Superior univ. completa (028)",227,192,1,27,,4,3
,,,,,,,
"URBANA (030)",11205,2197,1803,5170,266,1479,290
"Sin nivel (031)",133,5,17,69,3,36,3
"Educación inicial (032)",6,1,1,2,,2,
"Primaria (033)",3851,120,665,2223,90,659,94
"Secundaria (034)",4864,514,976,2351,126,725,172
"Superior no univ. incompleta (035)",496,203,59,191,16,18,9
"Superior no univ. completa (036)",988,760,42,150,15,18,3
"Superior univ. incompleta (037)",303,166,28,84,8,12,5
"Superior univ. completa (038)",564,428,15,100,8,9,4
"Hombres (040)",7642,1323,1498,3927,202,666,26
"Sin nivel (041)",67,5,7,43,1,11,
"Educación inicial (042)",4,1,,1,,2,
"Primaria (043)",2539,66,494,1696,64,215,4
"Secundaria (044)",3529,344,865,1800,92,409,19
"Superior no univ. incompleta (045)",347,127,54,140,16,9,1
"Superior no univ. completa (046)",568,397,38,112,13,7,1
"Superior univ. incompleta (047)",208,105,26,61,8,8,
"Superior univ. completa (048)",380,278,14,74,8,5,1
"Mujeres (050)",3563,874,305,1243,64,813,264
"Sin nivel (051)",66,,10,26,2,25,3
"Educación inicial (052)",2,,1,1,,,
"Primaria (053)",1312,54,171,527,26,444,90
"Secundaria (054)",1335,170,111,551,34,316,153
"Superior no univ. incompleta (055)",149,76,5,51,,9,8
"Superior no univ. completa (056)",420,363,4,38,2,11,2
"Superior univ. incompleta (057)",95,61,2,23,,4,5
"Superior univ. completa (058)",184,150,1,26,,4,3
,,,,,,,
"RURAL (060)",8621,548,1624,4393,333,1586,137
"Sin nivel (061)",330,,83,165,7,73,2
"Educación inicial (062)",2,,,1,,1,
"Primaria (063)",4831,17,899,2662,180,992,81
"Secundaria (064)",2773,42,596,1451,131,500,53
"Superior no univ. incompleta (065)",152,63,23,50,6,9,1
"Superior no univ. completa (066)",398,326,17,42,7,6,
"Superior univ. incompleta (067)",34,13,3,12,1,5,
"Superior univ. completa (068)",101,87,3,10,1,,
"Hombres (070)",6353,325,1216,3732,275,796,9
"Sin nivel (071)",165,,34,108,6,16,1
"Educación inicial (072)",2,,,1,,1,
"Primaria (073)",3454,8,640,2251,141,407,7
"Secundaria (074)",2270,28,498,1270,117,356,1
"Superior no univ. incompleta (075)",122,40,23,47,5,7,
"Superior no univ. completa (076)",252,194,15,35,4,4,
"Superior univ. incompleta (077)",30,10,3,11,1,5,
"Superior univ. completa (078)",58,45,3,9,1,,
"Mujeres (080)",2268,223,408,661,58,790,128
"Sin nivel (081)",165,,49,57,1,57,1
"Primaria (083)",1377,9,259,411,39,585,74
"Secundaria (084)",503,14,98,181,14,144,52
"Superior no univ. incompleta (085)",30,23,,3,1,2,1
"Superior no univ. completa (086)",146,132,2,7,3,2,
"Superior univ. incompleta (087)",4,3,,1,,,
"Superior univ. completa (088)",43,42,,1,,,
