"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",17876,576,7212,5584,3682,822
"Agric., ganadería, caza y silvicultura (001)",10977,405,4244,3166,2487,675
"Pesca (002)",729,16,343,239,117,14
"Explotación de minas y canteras (003)",2,,2,,,
"Industrias manufactureras (004)",643,9,329,208,87,10
"Suministro de electricidad, gas y agua (005)",9,,3,4,1,1
"Construcción (006)",173,2,63,79,27,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1306,40,494,454,275,43
"Venta, mant.y rep. veh.autom.y motoc. (008)",77,,30,20,25,2
"Comercio al por mayor (009)",63,4,25,24,9,1
"Comercio al por menor (010)",1166,36,439,410,241,40
"Hoteles y restaurantes (011)",328,13,119,112,79,5
"Trans., almac. y comunicaciones (012)",250,3,136,71,38,2
"Intermediación financiera (013)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (014)",112,2,38,48,22,2
"Admin.pub. y defensa; p. segur.soc afil (015)",493,,228,171,88,6
"Enseñanza (016)",868,,175,485,203,5
"Servicios sociales y de salud (017)",135,1,41,60,33,
"Otras activ. serv.comun.soc y personales (018)",153,9,44,67,25,8
"Hogares privados con servicio doméstico (019)",257,16,160,49,26,6
"Actividad economica no especificada (021)",398,4,186,127,63,18
"Desocupado (022)",1041,56,606,243,111,25
"Hombres (023)",13395,378,5443,4154,2773,647
"Agric., ganadería, caza y silvicultura (024)",8619,276,3377,2526,1903,537
"Pesca (025)",699,16,328,227,114,14
"Explotación de minas y canteras (026)",2,,2,,,
"Industrias manufactureras (027)",575,8,308,177,74,8
"Suministro de electricidad, gas y agua (028)",9,,3,4,1,1
"Construcción (029)",171,2,61,79,27,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",738,25,260,242,180,31
"Venta, mant.y rep. veh.autom.y motoc. (031)",71,,26,18,25,2
"Comercio al por mayor (032)",49,3,18,20,7,1
"Comercio al por menor (033)",618,22,216,204,148,28
"Hoteles y restaurantes (034)",67,3,21,19,21,3
"Trans., almac. y comunicaciones (035)",242,3,132,69,36,2
"Intermediación financiera (036)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (037)",79,1,25,30,21,2
"Admin.pub. y defensa; p. segur.soc afil (038)",421,,201,146,69,5
"Enseñanza (039)",501,,75,279,144,3
"Servicios sociales y de salud (040)",82,,23,38,21,
