"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia UCAYALI (000)",19826,2745,3427,9563,599,3065,427
"Agric., ganadería, caza y silvicultura (001)",11656,16,1990,6691,394,2565,
"Pesca (002)",743,,380,181,10,172,
"Explotación de minas y canteras (003)",73,17,56,,,,
"Industrias manufactureras (004)",912,16,310,519,43,24,
"Suministro de electricidad, gas y agua (005)",19,5,11,3,,,
"Construcción (006)",318,17,234,61,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1626,183,24,1167,68,184,
"Venta, mant.y rep. veh.autom y motoc. (008)",110,12,16,72,4,6,
"Comercio al por mayor (009)",64,17,4,29,4,10,
"Comercio al por menor (010)",1452,154,4,1066,60,168,
"Hoteles y restaurantes (011)",411,82,30,248,22,29,
"Trans., almac. y comunicaciones (012)",562,89,152,286,19,16,
"Intermediación financiera (013)",4,4,,,,,
"Activid.inmobil., empres. y alquileres (014)",181,135,15,27,2,2,
"Admin.pub. y defensa; p. segur soc.afil (015)",399,348,51,,,,
"Enseñanza (016)",1474,1402,1,59,3,9,
"Servicios sociales y de salud (017)",162,137,2,21,2,,
"Otras activ. serv.comun.soc y personales (018)",182,78,29,67,1,7,
"Hogares privados con servicio doméstico (019)",427,,,,,,427
"Actividad economica no especificada (021)",677,216,142,233,29,57,
"Hombres (022)",13995,1648,2714,7659,477,1462,35
"Agric., ganadería, caza y silvicultura (023)",8961,14,1434,5975,343,1195,
"Pesca (024)",702,,357,174,10,161,
"Explotación de minas y canteras (025)",72,17,55,,,,
"Industrias manufactureras (026)",549,9,278,216,38,8,
"Suministro de electricidad, gas y agua (027)",19,5,11,3,,,
"Construcción (028)",313,17,230,60,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",931,111,23,712,43,42,
"Venta, mant.y rep. veh.autom y motoc. (030)",106,11,16,72,4,3,
"Comercio al por mayor (031)",43,14,4,22,3,,
"Comercio al por menor (032)",782,86,3,618,36,39,
"Hoteles y restaurantes (033)",80,26,12,28,7,7,
"Trans., almac. y comunicaciones (034)",536,77,148,277,18,16,
"Intermediación financiera (035)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (036)",163,123,12,24,2,2,
"Admin.pub. y defensa; p. segur soc.afil (037)",308,275,33,,,,
"Enseñanza (038)",770,731,1,30,2,6,
"Servicios sociales y de salud (039)",83,66,,15,2,,
"Otras activ. serv.comun.soc y personales (040)",106,53,21,27,1,4,
"Hogares privados con servicio doméstico (041)",35,,,,,,35
"Actividad economica no especificada (043)",364,121,99,118,5,21,
"Mujeres (044)",5831,1097,713,1904,122,1603,392
"Agric., ganadería, caza y silvicultura (045)",2695,2,556,716,51,1370,
"Pesca (046)",41,,23,7,,11,
"Explotación de minas y canteras (047)",1,,1,,,,
"Industrias manufactureras (048)",363,7,32,303,5,16,
"Construcción (050)",5,,4,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",695,72,1,455,25,142,
"Venta, mant.y rep. veh.autom y motoc. (052)",4,1,,,,3,
"Comercio al por mayor (053)",21,3,,7,1,10,
"Comercio al por menor (054)",670,68,1,448,24,129,
"Hoteles y restaurantes (055)",331,56,18,220,15,22,
"Trans., almac. y comunicaciones (056)",26,12,4,9,1,,
"Intermediación financiera (057)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (058)",18,12,3,3,,,
"Admin.pub. y defensa; p. segur soc.afil (059)",91,73,18,,,,
"Enseñanza (060)",704,671,,29,1,3,
"Servicios sociales y de salud (061)",79,71,2,6,,,
"Otras activ. serv.comun.soc y personales (062)",76,25,8,40,,3,
"Hogares privados con servicio doméstico (063)",392,,,,,,392
"Actividad economica no especificada (065)",313,95,43,115,24,36,
,,,,,,,
"URBANA (066)",11205,2197,1803,5170,266,1479,290
"Agric., ganadería, caza y silvicultura (067)",5198,13,843,3035,141,1166,
"Pesca (068)",290,,157,73,1,59,
"Explotación de minas y canteras (069)",63,15,48,,,,
"Industrias manufactureras (070)",496,14,184,263,22,13,
"Suministro de electricidad, gas y agua (071)",18,4,11,3,,,
"Construcción (072)",279,17,207,49,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1338,163,21,949,51,154,
"Venta, mant.y rep. veh.autom y motoc. (074)",100,12,14,64,4,6,
"Comercio al por mayor (075)",54,14,4,26,2,8,
"Comercio al por menor (076)",1184,137,3,859,45,140,
"Hoteles y restaurantes (077)",361,77,14,232,20,18,
"Trans., almac. y comunicaciones (078)",499,77,119,269,19,15,
"Intermediación financiera (079)",4,4,,,,,
"Activid.inmobil., empres. y alquileres (080)",167,125,12,27,2,1,
"Admin.pub. y defensa; p. segur soc.afil (081)",387,340,47,,,,
"Enseñanza (082)",1021,956,1,54,1,9,
"Servicios sociales y de salud (083)",142,120,2,18,2,,
"Otras activ. serv.comun.soc y personales (084)",156,67,22,60,,7,
"Hogares privados con servicio doméstico (085)",290,,,,,,290
"Actividad economica no especificada (087)",496,205,115,138,1,37,
"Hombres (088)",7642,1323,1498,3927,202,666,26
"Agric., ganadería, caza y silvicultura (089)",3917,12,636,2631,116,522,
"Pesca (090)",266,,142,70,1,53,
"Explotación de minas y canteras (091)",62,15,47,,,,
"Industrias manufactureras (092)",384,9,175,176,19,5,
"Suministro de electricidad, gas y agua (093)",18,4,11,3,,,
"Construcción (094)",276,17,204,49,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",741,100,21,553,29,38,
"Venta, mant.y rep. veh.autom y motoc. (096)",96,11,14,64,4,3,
"Comercio al por mayor (097)",36,11,4,20,1,,
"Comercio al por menor (098)",609,78,3,469,24,35,
"Hoteles y restaurantes (099)",72,24,9,27,7,5,
"Trans., almac. y comunicaciones (100)",476,66,117,260,18,15,
"Intermediación financiera (101)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (102)",150,114,9,24,2,1,
"Admin.pub. y defensa; p. segur soc.afil (103)",297,267,30,,,,
"Enseñanza (104)",519,483,1,28,1,6,
"Servicios sociales y de salud (105)",67,53,,12,2,,
"Otras activ. serv.comun.soc y personales (106)",88,43,16,25,,4,
"Hogares privados con servicio doméstico (107)",26,,,,,,26
"Actividad economica no especificada (109)",280,113,80,69,1,17,
"Mujeres (110)",3563,874,305,1243,64,813,264
"Agric., ganadería, caza y silvicultura (111)",1281,1,207,404,25,644,
"Pesca (112)",24,,15,3,,6,
"Explotación de minas y canteras (113)",1,,1,,,,
"Industrias manufactureras (114)",112,5,9,87,3,8,
"Construcción (116)",3,,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",597,63,,396,22,116,
"Venta, mant.y rep. veh.autom y motoc. (118)",4,1,,,,3,
"Comercio al por mayor (119)",18,3,,6,1,8,
"Comercio al por menor (120)",575,59,,390,21,105,
"Hoteles y restaurantes (121)",289,53,5,205,13,13,
"Trans., almac. y comunicaciones (122)",23,11,2,9,1,,
