"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MORROPON (000)",47136,5877,61,19812,13961,1708,2704,914,2099
"Empleado (001)",6182,183,2,688,1552,512,1478,369,1398
"Obrero (002)",10275,1382,14,4868,3341,241,228,106,95
"Trabajador independiente (003)",23160,3298,16,10752,6685,741,810,347,511
"Empleador o patrono (004)",854,122,,362,245,34,39,18,34
"Trabajador familiar no remunerado (005)",5842,799,25,2791,1851,147,124,56,49
"Trabajador del hogar (006)",823,93,4,351,287,33,25,18,12
"Hombres (008)",36566,4542,45,16268,11329,1107,1497,587,1191
"Empleado (009)",3339,101,2,451,1052,243,637,172,681
"Obrero (010)",9283,1205,13,4380,3094,215,200,94,82
"Trabajador independiente (011)",18807,2648,13,8964,5468,521,548,272,373
"Empleador o patrono (012)",737,111,,315,212,25,33,15,26
"Trabajador familiar no remunerado (013)",4369,473,17,2145,1493,102,78,33,28
"Trabajador del hogar (014)",31,4,,13,10,1,1,1,1
"Mujeres (016)",10570,1335,16,3544,2632,601,1207,327,908
"Empleado (017)",2843,82,,237,500,269,841,197,717
"Obrero (018)",992,177,1,488,247,26,28,12,13
"Trabajador independiente (019)",4353,650,3,1788,1217,220,262,75,138
"Empleador o patrono (020)",117,11,,47,33,9,6,3,8
"Trabajador familiar no remunerado (021)",1473,326,8,646,358,45,46,23,21
"Trabajador del hogar (022)",792,89,4,338,277,32,24,17,11
,,,,,,,,,
"URBANA (024)",28918,2804,32,9873,9731,1464,2308,800,1906
"Empleado (025)",5461,148,2,580,1406,454,1284,327,1260
"Obrero (026)",6111,741,12,2567,2226,207,182,90,86
"Trabajador independiente (027)",13917,1548,11,5386,4829,646,709,312,476
"Empleador o patrono (028)",614,84,,225,191,31,33,18,32
"Trabajador familiar no remunerado (029)",2162,205,3,866,836,98,77,37,40
"Trabajador del hogar (030)",653,78,4,249,243,28,23,16,12
"Hombres (032)",20800,2045,25,7449,7534,925,1227,513,1082
"Empleado (033)",2941,79,2,379,951,215,540,156,619
"Obrero (034)",5436,631,11,2264,2037,184,157,78,74
"Trabajador independiente (035)",10474,1153,9,4033,3790,442,462,243,342
"Empleador o patrono (036)",508,73,,184,160,23,28,15,25
"Trabajador familiar no remunerado (037)",1417,106,3,579,589,60,39,20,21
"Trabajador del hogar (038)",24,3,,10,7,1,1,1,1
"Mujeres (040)",8118,759,7,2424,2197,539,1081,287,824
"Empleado (041)",2520,69,,201,455,239,744,171,641
"Obrero (042)",675,110,1,303,189,23,25,12,12
"Trabajador independiente (043)",3443,395,2,1353,1039,204,247,69,134
"Empleador o patrono (044)",106,11,,41,31,8,5,3,7
"Trabajador familiar no remunerado (045)",745,99,,287,247,38,38,17,19
"Trabajador del hogar (046)",629,75,4,239,236,27,22,15,11
,,,,,,,,,
"RURAL (048)",18218,3073,29,9939,4230,244,396,114,193
"Empleado (049)",721,35,,108,146,58,194,42,138
"Obrero (050)",4164,641,2,2301,1115,34,46,16,9
"Trabajador independiente (051)",9243,1750,5,5366,1856,95,101,35,35
"Empleador o patrono (052)",240,38,,137,54,3,6,,2
"Trabajador familiar no remunerado (053)",3680,594,22,1925,1015,49,47,19,9
"Trabajador del hogar (054)",170,15,,102,44,5,2,2,
"Hombres (056)",15766,2497,20,8819,3795,182,270,74,109
"Empleado (057)",398,22,,72,101,28,97,16,62
"Obrero (058)",3847,574,2,2116,1057,31,43,16,8
"Trabajador independiente (059)",8333,1495,4,4931,1678,79,86,29,31
"Empleador o patrono (060)",229,38,,131,52,2,5,,1
"Trabajador familiar no remunerado (061)",2952,367,14,1566,904,42,39,13,7
"Trabajador del hogar (062)",7,1,,3,3,,,,
"Mujeres (064)",2452,576,9,1120,435,62,126,40,84
"Empleado (065)",323,13,,36,45,30,97,26,76
"Obrero (066)",317,67,,185,58,3,3,,1
"Trabajador independiente (067)",910,255,1,435,178,16,15,6,4
"Empleador o patrono (068)",11,,,6,2,1,1,,1
"Trabajador familiar no remunerado (069)",728,227,8,359,111,7,8,6,2
"Trabajador del hogar (070)",163,14,,99,41,5,2,2,
