"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PAITA (000)",79996,12083,16610,17913,13531,9118,10741
"Católica (001)",68613,10198,14224,15290,11580,7880,9441
"Cristiana/Evangélica (002)",8731,1423,1727,2018,1515,968,1080
"Otra (003)",1473,267,331,292,251,179,153
"Ninguna (004)",1179,195,328,313,185,91,67
"Hombres (006)",40169,6107,8330,8806,6660,4585,5681
"Católica (007)",34741,5170,7191,7627,5746,3983,5024
"Cristiana/Evangélica (008)",4013,687,796,869,689,450,522
"Otra (009)",679,130,142,129,105,86,87
"Ninguna (010)",736,120,201,181,120,66,48
"Mujeres (012)",39827,5976,8280,9107,6871,4533,5060
"Católica (013)",33872,5028,7033,7663,5834,3897,4417
"Cristiana/Evangélica (014)",4718,736,931,1149,826,518,558
"Otra (015)",794,137,189,163,146,93,66
"Ninguna (016)",443,75,127,132,65,25,19
,,,,,,,
"URBANA (018)",76329,11511,15872,17113,12940,8703,10190
"Católica (019)",65265,9680,13542,14553,11044,7503,8943
"Cristiana/Evangélica (020)",8480,1380,1680,1972,1474,936,1038
"Otra (021)",1431,262,327,280,245,174,143
"Ninguna (022)",1153,189,323,308,177,90,66
"Hombres (024)",38208,5806,7958,8372,6331,4368,5373
"Católica (025)",32944,4894,6841,7229,5446,3788,4746
"Cristiana/Evangélica (026)",3888,669,778,843,668,431,499
"Otra (027)",658,127,140,123,103,84,81
"Ninguna (028)",718,116,199,177,114,65,47
"Mujeres (030)",38121,5705,7914,8741,6609,4335,4817
"Católica (031)",32321,4786,6701,7324,5598,3715,4197
"Cristiana/Evangélica (032)",4592,711,902,1129,806,505,539
"Otra (033)",773,135,187,157,142,90,62
"Ninguna (034)",435,73,124,131,63,25,19
,,,,,,,
"RURAL (036)",3667,572,738,800,591,415,551
"Católica (037)",3348,518,682,737,536,377,498
"Cristiana/Evangélica (038)",251,43,47,46,41,32,42
"Otra (039)",42,5,4,12,6,5,10
"Ninguna (040)",26,6,5,5,8,1,1
"Hombres (042)",1961,301,372,434,329,217,308
"Católica (043)",1797,276,350,398,300,195,278
"Cristiana/Evangélica (044)",125,18,18,26,21,19,23
"Otra (045)",21,3,2,6,2,2,6
"Ninguna (046)",18,4,2,4,6,1,1
"Mujeres (048)",1706,271,366,366,262,198,243
"Católica (049)",1551,242,332,339,236,182,220
"Cristiana/Evangélica (050)",126,25,29,20,20,13,19
"Otra (051)",21,2,2,6,4,3,4
"Ninguna (052)",8,2,3,1,2,,
