"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUAROCHIRI",,,,,,,,,
"Viviendas particulares (001)",9994,1863,1127,722,937,421,51,88,4785
"Ocupantes presentes (002)",39016,7516,4529,2933,3562,1385,210,361,18520
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9184,1770,1047,671,866,395,48,87,4300
"Ocupantes presentes (005)",36269,7219,4234,2747,3351,1309,186,357,16866
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",182,15,12,1,1,1,,,152
"Ocupantes presentes (008)",574,49,50,2,3,2,,,468
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",342,31,34,28,52,14,2,1,180
"Ocupantes presentes (011)",1164,97,125,98,146,47,7,4,640
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",222,32,25,20,16,7,1,,121
"Ocupantes presentes (014)",827,108,90,80,60,20,17,,452
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",8,,,,,,,,8
"Ocupantes presentes (017)",28,,,,,,,,28
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",31,14,4,1,,1,,,11
"Ocupantes presentes (020)",97,42,17,1,,3,,,34
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",22,1,2,1,2,3,,,13
"Ocupantes presentes (023)",49,1,5,5,2,4,,,32
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,,3,,,,,,
"Ocupantes presentes (026)",8,,8,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",8404,1710,1062,667,722,404,51,85,3703
"Ocupantes presentes (029)",33602,6924,4296,2720,2858,1332,210,342,14920
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",7606,1617,982,616,652,380,48,84,3227
"Ocupantes presentes (032)",30888,6627,4001,2534,2648,1259,186,338,13295
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",182,15,12,1,1,1,,,152
"Ocupantes presentes (035)",574,49,50,2,3,2,,,468
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",342,31,34,28,52,14,2,1,180
"Ocupantes presentes (038)",1164,97,125,98,146,47,7,4,640
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",222,32,25,20,16,7,1,,121
"Ocupantes presentes (041)",827,108,90,80,60,20,17,,452
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",31,14,4,1,,1,,,11
"Ocupantes presentes (047)",97,42,17,1,,3,,,34
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",18,1,2,1,1,1,,,12
"Ocupantes presentes (050)",44,1,5,5,1,1,,,31
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",3,,3,,,,,,
"Ocupantes presentes (053)",8,,8,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1590,153,65,55,215,17,,3,1082
"Ocupantes presentes (056)",5414,592,233,213,704,53,,19,3600
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1578,153,65,55,214,15,,3,1073
"Ocupantes presentes (059)",5381,592,233,213,703,50,,19,3571
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",8,,,,,,,,8
"Ocupantes presentes (071)",28,,,,,,,,28
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,,,,1,2,,,1
"Ocupantes presentes (077)",5,,,,1,3,,,1
"Otro tipo",,,,,,,,,
