"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CASTROVIRREYNA (000)",19500,6889,2628,343,9679
"Menos de 1 año (001)",322,237,26,1,58
"De 1 a 14 años (002)",6250,4873,500,26,862
"De 15 a 29 años (003)",4202,1067,613,96,2433
"De 30 a 44 años (004)",3794,361,812,121,2505
"De 45 a 64 años (005)",3029,245,521,76,2201
"De 65 y mas años (006)",1903,106,156,23,1620
"Hombres (008)",10216,3376,1736,270,4862
"Menos de 1 año (009)",185,133,20,,32
"De 1 a 14 años (010)",3162,2456,249,11,452
"De 15 a 29 años (011)",2300,496,464,82,1263
"De 30 a 44 años (012)",2144,132,554,102,1360
"De 45 a 64 años (013)",1590,113,360,62,1067
"De 65 y mas años (014)",835,46,89,13,688
"Mujeres (016)",9284,3513,892,73,4817
"Menos de 1 año (017)",137,104,6,1,26
"De 1 a 14 años (018)",3088,2417,251,15,410
"De 15 a 29 años (019)",1902,571,149,14,1170
"De 30 a 44 años (020)",1650,229,258,19,1145
"De 45 a 64 años (021)",1439,132,161,14,1134
"De 65 y mas años (022)",1068,60,67,10,932
,,,,,
"URBANA (024)",6128,1613,1771,226,2544
"Menos de 1 año (025)",88,54,19,,15
"De 1 a 14 años (026)",1598,1050,337,18,199
"De 15 a 29 años (027)",1538,339,408,67,730
"De 30 a 44 años (028)",1368,75,560,82,655
"De 45 a 64 años (029)",1000,64,358,48,539
"De 65 y mas años (030)",536,31,89,11,406
"Hombres (032)",3331,743,1158,179,1269
"Menos de 1 año (033)",48,26,13,,9
"De 1 a 14 años (034)",788,494,173,7,116
"De 15 a 29 años (035)",894,158,300,60,381
"De 30 a 44 años (036)",790,23,363,68,339
"De 45 a 64 años (037)",574,31,256,39,256
"De 65 y mas años (038)",237,11,53,5,168
"Mujeres (040)",2797,870,613,47,1275
"Menos de 1 año (041)",40,28,6,,6
"De 1 a 14 años (042)",810,556,164,11,83
"De 15 a 29 años (043)",644,181,108,7,349
"De 30 a 44 años (044)",578,52,197,14,316
"De 45 a 64 años (045)",426,33,102,9,283
"De 65 y mas años (046)",299,20,36,6,238
,,,,,
"RURAL (048)",13372,5276,857,117,7135
"Menos de 1 año (049)",234,183,7,1,43
"De 1 a 14 años (050)",4652,3823,163,8,663
"De 15 a 29 años (051)",2664,728,205,29,1703
"De 30 a 44 años (052)",2426,286,252,39,1850
"De 45 a 64 años (053)",2029,181,163,28,1662
"De 65 y mas años (054)",1367,75,67,12,1214
"Hombres (056)",6885,2633,578,91,3593
"Menos de 1 año (057)",137,107,7,,23
"De 1 a 14 años (058)",2374,1962,76,4,336
"De 15 a 29 años (059)",1406,338,164,22,882
"De 30 a 44 años (060)",1354,109,191,34,1021
"De 45 a 64 años (061)",1016,82,104,23,811
"De 65 y mas años (062)",598,35,36,8,520
"Mujeres (064)",6487,2643,279,26,3542
"Menos de 1 año (065)",97,76,,1,20
"De 1 a 14 años (066)",2278,1861,87,4,327
"De 15 a 29 años (067)",1258,390,41,7,821
"De 30 a 44 años (068)",1072,177,61,5,829
"De 45 a 64 años (069)",1013,99,59,5,851
"De 65 y mas años (070)",769,40,31,4,694
