"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PALPA (000)",176,43,133
"De 14 a 29 años (001)",95,35,60
"De 30 a 44 años (002)",36,7,29
"De 45 a 64 años (003)",38,1,37
"De 65 y más años (004)",7,,7
"Hombres (005)",125,22,103
"De 14 a 29 años (006)",56,16,40
"De 30 a 44 años (007)",28,5,23
"De 45 a 64 años (008)",34,1,33
"De 65 y más años (009)",7,,7
"Mujeres (010)",51,21,30
"De 14 a 29 años (011)",39,19,20
"De 30 a 44 años (012)",8,2,6
"De 45 a 64 años (013)",4,,4
,,,
"AREA URBANA (015)",119,26,93
"De 14 a 29 años (016)",60,20,40
"De 30 a 44 años (017)",26,6,20
"De 45 a 64 años (018)",27,,27
"De 65 y más años (019)",6,,6
"Hombres (020)",87,14,73
"De 14 a 29 años (021)",36,9,27
"De 30 a 44 años (022)",21,5,16
"De 45 a 64 años (023)",24,,24
"De 65 y más años (024)",6,,6
"Mujeres (025)",32,12,20
"De 14 a 29 años (026)",24,11,13
"De 30 a 44 años (027)",5,1,4
"De 45 a 64 años (028)",3,,3
,,,
"AREA RURAL (030)",57,17,40
"De 14 a 29 años (031)",35,15,20
"De 30 a 44 años (032)",10,1,9
"De 45 a 64 años (033)",11,1,10
"De 65 y más años (034)",1,,1
"Hombres (035)",38,8,30
"De 14 a 29 años (036)",20,7,13
"De 30 a 44 años (037)",7,,7
"De 45 a 64 años (038)",10,1,9
"De 65 y más años (039)",1,,1
"Mujeres (040)",19,9,10
"De 14 a 29 años (041)",15,8,7
"De 30 a 44 años (042)",3,1,2
"De 45 a 64 años (043)",1,,1
