"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CHINCHA (000)",194315,192562,1233,520
"Hombres (001)",95977,95114,595,268
"Mujeres (002)",98338,97448,638,252
"Menores de 1 año (003)",4064,3489,394,181
"Hombres (004)",2106,1797,209,100
"Mujeres (005)",1958,1692,185,81
"De 1 a 5 años (006)",20033,19033,677,323
"Hombres (007)",10138,9638,340,160
"Mujeres (008)",9895,9395,337,163
"De 6 a 14 años (009)",34564,34532,25,7
"Hombres (010)",17690,17670,15,5
"Mujeres (011)",16874,16862,10,2
"De 15 a 29 años (012)",53202,53188,10,4
"Hombres (013)",26520,26510,8,2
"Mujeres (014)",26682,26678,2,2
"De 30 a 44 años (015)",39978,39962,16,
"Hombres (016)",19162,19160,2,
"Mujeres (017)",20816,20802,14,
"De 45 a 64 años (018)",29842,29825,16,1
"Hombres (019)",14215,14208,7,
"Mujeres (020)",15627,15617,9,1
"De 65 a más años (021)",12632,12533,95,4
"Hombres (022)",6146,6131,14,1
"Mujeres (023)",6486,6402,81,3
,,,,
"URBANA (024)",172733,171176,1121,436
"Hombres (025)",85081,84305,549,227
"Mujeres (026)",87652,86871,572,209
"Menores de 1 año (027)",3595,3078,361,156
"Hombres (028)",1871,1589,195,87
"Mujeres (029)",1724,1489,166,69
"De 1 a 5 años (030)",17778,16880,631,267
"Hombres (031)",9006,8558,316,132
"Mujeres (032)",8772,8322,315,135
"De 6 a 14 años (033)",30783,30752,25,6
"Hombres (034)",15759,15739,15,5
"Mujeres (035)",15024,15013,10,1
"De 15 a 29 años (036)",47340,47328,8,4
"Hombres (037)",23577,23569,6,2
"Mujeres (038)",23763,23759,2,2
"De 30 a 44 años (039)",35788,35776,12,
"Hombres (040)",17054,17053,1,
"Mujeres (041)",18734,18723,11,
"De 45 a 64 años (042)",26439,26430,9,
"Hombres (043)",12507,12502,5,
"Mujeres (044)",13932,13928,4,
"De 65 a más años (045)",11010,10932,75,3
"Hombres (046)",5307,5295,11,1
"Mujeres (047)",5703,5637,64,2
,,,,
"RURAL (048)",21582,21386,112,84
"Hombres (049)",10896,10809,46,41
"Mujeres (050)",10686,10577,66,43
"Menores de 1 año (051)",469,411,33,25
"Hombres (052)",235,208,14,13
"Mujeres (053)",234,203,19,12
"De 1 a 5 años (054)",2255,2153,46,56
"Hombres (055)",1132,1080,24,28
"Mujeres (056)",1123,1073,22,28
"De 6 a 14 años (057)",3781,3780,,1
"Hombres (058)",1931,1931,,
"Mujeres (059)",1850,1849,,1
"De 15 a 29 años (060)",5862,5860,2,
"Hombres (061)",2943,2941,2,
"Mujeres (062)",2919,2919,,
"De 30 a 44 años (063)",4190,4186,4,
"Hombres (064)",2108,2107,1,
"Mujeres (065)",2082,2079,3,
"De 45 a 64 años (066)",3403,3395,7,1
"Hombres (067)",1708,1706,2,
"Mujeres (068)",1695,1689,5,1
"De 65 a más años (069)",1622,1601,20,1
"Hombres (070)",839,836,3,
"Mujeres (071)",783,765,17,1
