"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia VICTOR FAJARDO (000)",10668,1608,3432,2913,2715
"Asiste actualmente (001)",7802,775,3209,2689,1129
"No asiste (002)",2866,833,223,224,1586
"Hombres (004)",5404,809,1720,1487,1388
"Asiste actualmente (005)",4058,381,1602,1403,672
"No asiste (006)",1346,428,118,84,716
"Mujeres (008)",5264,799,1712,1426,1327
"Asiste actualmente (009)",3744,394,1607,1286,457
"No asiste (010)",1520,405,105,140,870
,,,,,
"URBANA (012)",8000,1142,2527,2274,2057
"Asiste actualmente (013)",6121,614,2396,2163,948
"No asiste (014)",1879,528,131,111,1109
"Hombres (016)",4072,574,1265,1159,1074
"Asiste actualmente (017)",3178,306,1199,1116,557
"No asiste (018)",894,268,66,43,517
"Mujeres (020)",3928,568,1262,1115,983
"Asiste actualmente (021)",2943,308,1197,1047,391
"No asiste (022)",985,260,65,68,592
,,,,,
"RURAL (024)",2668,466,905,639,658
"Asiste actualmente (025)",1681,161,813,526,181
"No asiste (026)",987,305,92,113,477
"Hombres (028)",1332,235,455,328,314
"Asiste actualmente (029)",880,75,403,287,115
"No asiste (030)",452,160,52,41,199
"Mujeres (032)",1336,231,450,311,344
"Asiste actualmente (033)",801,86,410,239,66
"No asiste (034)",535,145,40,72,278
