"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ZARUMILLA (000)",35446,7352,12710,8711,5229,1444
"Hombres (001)",18752,3698,6721,4604,2925,804
"Mujeres (002)",16694,3654,5989,4107,2304,640
"PEA (003)",16194,251,6172,5783,3404,584
"Hombres (004)",11897,181,4480,4167,2570,499
"Mujeres (005)",4297,70,1692,1616,834,85
"Ocupada (006)",15599,232,5858,5606,3331,572
"Hombres (007)",11487,171,4284,4035,2508,489
"Mujeres (008)",4112,61,1574,1571,823,83
"Desocupada (009)",595,19,314,177,73,12
"Hombres (010)",410,10,196,132,62,10
"Mujeres (011)",185,9,118,45,11,2
"No PEA (012)",19252,7101,6538,2928,1825,860
"Hombres (013)",6855,3517,2241,437,355,305
"Mujeres (014)",12397,3584,4297,2491,1470,555
,,,,,,
"URBANA (018)",32259,6691,11610,7983,4732,1243
"Hombres (019)",16985,3351,6134,4191,2634,675
"Mujeres (020)",15274,3340,5476,3792,2098,568
"PEA (021)",14809,229,5664,5329,3112,475
"Hombres (022)",10666,163,4027,3780,2302,394
"Mujeres (023)",4143,66,1637,1549,810,81
"Ocupada (024)",14268,211,5379,5166,3047,465
"Hombres (025)",10301,154,3854,3659,2248,386
"Mujeres (026)",3967,57,1525,1507,799,79
"Desocupada (027)",541,18,285,163,65,10
"Hombres (028)",365,9,173,121,54,8
"Mujeres (029)",176,9,112,42,11,2
"No PEA (030)",17450,6462,5946,2654,1620,768
"Hombres (031)",6319,3188,2107,411,332,281
"Mujeres (032)",11131,3274,3839,2243,1288,487
,,,,,,
"RURAL (036)",3187,661,1100,728,497,201
"Hombres (037)",1767,347,587,413,291,129
"Mujeres (038)",1420,314,513,315,206,72
"PEA (039)",1385,22,508,454,292,109
"Hombres (040)",1231,18,453,387,268,105
"Mujeres (041)",154,4,55,67,24,4
"Ocupada (042)",1331,21,479,440,284,107
"Hombres (043)",1186,17,430,376,260,103
"Mujeres (044)",145,4,49,64,24,4
"Desocupada (045)",54,1,29,14,8,2
"Hombres (046)",45,1,23,11,8,2
"Mujeres (047)",9,,6,3,,
"No PEA (048)",1802,639,592,274,205,92
"Hombres (049)",536,329,134,26,23,24
"Mujeres (050)",1266,310,458,248,182,68
