"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AZANGARO (000)",128905,22781,3202,53597,38445,3373,3488,1989,2030
"Quechua (001)",104456,19894,2090,45733,30370,2202,2094,980,1093
"Aymara (002)",364,53,4,117,137,13,17,8,15
"Ashaninca (003)",12,2,1,7,1,,,,1
"Otra lengua nativa (004)",136,8,7,58,60,1,,1,1
"Castellano (005)",23759,2681,1096,7663,7872,1156,1377,1000,914
"Idioma extranjero (006)",6,,,,,,,,6
"Es sordomudo/a (007)",172,143,4,19,5,1,,,
"Hombres (009)",62484,7110,1615,25216,21502,2067,2243,1310,1421
"Quechua (010)",49761,5705,1050,21274,17271,1441,1486,689,845
"Aymara (011)",165,17,1,50,66,5,9,5,12
"Ashaninca (012)",5,,,4,,,,,1
"Otra lengua nativa (013)",80,,4,30,43,1,,1,1
"Castellano (014)",12377,1316,558,3847,4118,619,748,615,556
"Idioma extranjero (015)",6,,,,,,,,6
"Es sordomudo/a (016)",90,72,2,11,4,1,,,
"Mujeres (018)",66421,15671,1587,28381,16943,1306,1245,679,609
"Quechua (019)",54695,14189,1040,24459,13099,761,608,291,248
"Aymara (020)",199,36,3,67,71,8,8,3,3
"Ashaninca (021)",7,2,1,3,1,,,,
"Otra lengua nativa (022)",56,8,3,28,17,,,,
"Castellano (023)",11382,1365,538,3816,3754,537,629,385,358
"Es sordomudo/a (025)",82,71,2,8,1,,,,
,,,,,,,,,
"URBANA (027)",35295,4026,907,11753,11685,1761,2431,1271,1461
"Quechua (028)",19345,2532,241,7151,6454,799,1167,386,615
"Aymara (029)",87,7,1,18,31,6,9,4,11
"Ashaninca (030)",5,1,,3,,,,,1
"Otra lengua nativa (031)",4,,,2,2,,,,
"Castellano (032)",15821,1467,664,4574,5197,955,1255,881,828
"Idioma extranjero (033)",6,,,,,,,,6
"Es sordomudo/a (034)",27,19,1,5,1,1,,,
"Hombres (036)",17505,1398,475,5353,6054,998,1453,811,963
"Quechua (037)",9315,681,120,3080,3432,496,778,271,457
"Aymara (038)",45,3,,6,17,3,3,4,9
"Ashaninca (039)",3,,,2,,,,,1
"Otra lengua nativa (040)",4,,,2,2,,,,
"Castellano (041)",8117,705,354,2260,2602,498,672,536,490
"Idioma extranjero (042)",6,,,,,,,,6
"Es sordomudo/a (043)",15,9,1,3,1,1,,,
"Mujeres (045)",17790,2628,432,6400,5631,763,978,460,498
"Quechua (046)",10030,1851,121,4071,3022,303,389,115,158
"Aymara (047)",42,4,1,12,14,3,6,,2
"Ashaninca (048)",2,1,,1,,,,,
"Castellano (050)",7704,762,310,2314,2595,457,583,345,338
"Es sordomudo/a (052)",12,10,,2,,,,,
,,,,,,,,,
"RURAL (054)",93610,18755,2295,41844,26760,1612,1057,718,569
"Quechua (055)",85111,17362,1849,38582,23916,1403,927,594,478
"Aymara (056)",277,46,3,99,106,7,8,4,4
"Ashaninca (057)",7,1,1,4,1,,,,
"Otra lengua nativa (058)",132,8,7,56,58,1,,1,1
"Castellano (059)",7938,1214,432,3089,2675,201,122,119,86
"Es sordomudo/a (061)",145,124,3,14,4,,,,
"Hombres (063)",44979,5712,1140,19863,15448,1069,790,499,458
"Quechua (064)",40446,5024,930,18194,13839,945,708,418,388
"Aymara (065)",120,14,1,44,49,2,6,1,3
"Ashaninca (066)",2,,,2,,,,,
"Otra lengua nativa (067)",76,,4,28,41,1,,1,1
"Castellano (068)",4260,611,204,1587,1516,121,76,79,66
"Es sordomudo/a (070)",75,63,1,8,3,,,,
"Mujeres (072)",48631,13043,1155,21981,11312,543,267,219,111
"Quechua (073)",44665,12338,919,20388,10077,458,219,176,90
"Aymara (074)",157,32,2,55,57,5,2,3,1
"Ashaninca (075)",5,1,1,2,1,,,,
"Otra lengua nativa (076)",56,8,3,28,17,,,,
"Castellano (077)",3678,603,228,1502,1159,80,46,40,20
"Es sordomudo/a (079)",70,61,2,6,1,,,,
