"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia AZANGARO",,,,,,,,,
"Hogares (001)",38281,468,229,154,123,89,75,51,37092
"Ocupantes presentes (002)",135930,1203,620,524,461,409,362,319,132032
"Casa independiente",,,,,,,,,
"Hogares (004)",27119,381,188,127,91,67,54,40,26171
"Ocupantes presentes (005)",95742,980,512,427,352,307,258,264,92642
"Departamento en edificio",,,,,,,,,
"Hogares (007)",9,2,,,1,1,,,5
"Ocupantes presentes (008)",32,4,,,3,5,,,20
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",27,,1,,1,,,,25
"Ocupantes presentes (011)",100,,1,,4,,,,95
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",492,10,4,6,3,6,,,463
"Ocupantes presentes (014)",1550,20,7,18,9,25,,,1471
"Choza o cabaña",,,,,,,,,
"Hogares (016)",10608,75,36,21,27,15,21,11,10402
"Ocupantes presentes (017)",38426,199,100,79,93,72,104,55,37724
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",23,,,,,,,,23
"Ocupantes presentes (023)",72,,,,,,,,72
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",10633,247,126,91,67,60,30,32,9980
"Ocupantes presentes (029)",37011,606,348,289,244,274,144,210,34896
"Casa independiente",,,,,,,,,
"Hogares (031)",10090,235,121,85,62,53,30,32,9472
"Ocupantes presentes (032)",35292,582,340,271,228,244,144,210,33273
"Departamento en edificio",,,,,,,,,
"Hogares (034)",9,2,,,1,1,,,5
"Ocupantes presentes (035)",32,4,,,3,5,,,20
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",27,,1,,1,,,,25
"Ocupantes presentes (038)",100,,1,,4,,,,95
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",492,10,4,6,3,6,,,463
"Ocupantes presentes (041)",1550,20,7,18,9,25,,,1471
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",12,,,,,,,,12
"Ocupantes presentes (050)",29,,,,,,,,29
"Otro tipo",,,,,,,,,
"Hogares (052)",2,,,,,,,,2
"Ocupantes presentes (053)",4,,,,,,,,4
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",27648,221,103,63,56,29,45,19,27112
"Ocupantes presentes (056)",98919,597,272,235,217,135,218,109,97136
"Casa independiente",,,,,,,,,
"Hogares (058)",17029,146,67,42,29,14,24,8,16699
"Ocupantes presentes (059)",60450,398,172,156,124,63,114,54,59369
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",10608,75,36,21,27,15,21,11,10402
"Ocupantes presentes (071)",38426,199,100,79,93,72,104,55,37724
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",11,,,,,,,,11
"Ocupantes presentes (077)",43,,,,,,,,43
"Otro tipo",,,,,,,,,
