"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LIMA (000)",2272815,1953640,7324,549814,557272,360685,312928,112018,40542,13057,319175,5304218
"De 12 a 14 años (001)",2810,1133,94,845,194,,,,,,1677,1233
"De 15 a 19 años (002)",35937,28563,355,25238,2336,463,171,,,,7374,31983
"De 20 a 24 años (003)",223595,134420,814,101523,26853,4022,791,417,,,89175,173242
"De 25 a 29 años (004)",300906,210626,885,116890,68801,18870,4687,387,106,,90280,333915
"De 30 a 34 años (005)",298770,251244,871,95157,97198,40592,15843,1351,125,107,47526,488664
"De 35 a 39 años (006)",274317,248864,739,62419,95686,55579,29989,3858,490,104,25453,577506
"De 40 a 44 años (007)",241598,225919,707,41271,78522,56620,39619,7692,1260,228,15679,600096
"De 45 a 49 años (008)",205179,193771,556,30379,59054,48469,41221,11124,2482,486,11408,569071
"De 50 y más años (009)",689703,659100,2303,76092,128628,136070,180607,87189,36079,12132,30603,2528508
"Conviviente (010)",605565,580015,2609,205592,174700,94242,72728,21937,6310,1897,25550,1366370
"De 12 a 14 años (011)",1818,528,76,400,52,,,,,,1290,504
"De 15 a 19 años (012)",22553,17203,244,15285,1465,158,51,,,,5350,18893
"De 20 a 24 años (013)",92881,84622,485,61510,18980,2838,499,310,,,8259,112014
"De 25 a 29 años (014)",121450,116420,469,58013,42086,12320,3222,251,59,,5030,194638
"De 30 a 34 años (015)",113041,110685,389,33647,44765,21521,9416,830,61,56,2356,233773
"De 35 a 39 años (016)",87782,86665,278,16322,30733,21964,14818,2225,274,51,1117,223885
"De 40 a 44 años (017)",61308,60657,217,8420,17323,15502,14952,3572,565,106,651,183020
"De 45 a 49 años (018)",40077,39568,149,4937,9166,9134,11137,3934,936,175,509,134216
